"Seq.Names","Species.NCBI","Order.AW","Family.AW","Species.AW1","Species.AW2","Order.IUCN","Family.IUCN","Species.IUCN","Species.Vertlife","Lon","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","UV","RangeSize","IUCN.Categories","Clade","dN","dS","W","MolRateAll","MolRate12nd","MolRate3rd","Clade.Age","Clade.Age.SD","Tip.Age","Tip.Age.SD","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU","Habitat","Island","SVL","BodyMass","Div.Rate","Div.Rate.DNA","ClaDS.Rate","ClaDS.Rate.DNA","BAMM.Lambda","BAMM.Lambda.DNA","NTR","NTR.DNA"
"Amphiuma_means_GQ368656.1","Amphiuma_means","Caudata","Amphiumidae","Amphiuma_means","Amphiuma_means","Caudata","Amphiumidae","Amphiuma_means","Amphiuma_means",-82.51976939,31.83072266,18.9177627563477,60.3374169921875,26.6598937988281,10.4236289978027,3418.2705078125,491481.77875218,2,408,0.0285833333333333,2.01156166666667,0.0142095237779602,0.00110072,0.00058777,0.00244366,212.8484242,15.3197337351793,185.21069626,12.7138669388736,0.000155116681053152,0.000151910487685951,0.000139834207540923,0.000189309850045824,0.000141654397980254,0.000186395722382898,0.0109163884361661,0.0106907515029865,0.00984087923888158,0.0133227441682074,0.00996897575131742,0.0131176614568891,"Terrestial&Freshwater",0.001223782,461.000000001545,4319.211,0.0214018234836236,0.0214018234836236,0.0383733819240787,0.0180647338784948,0.028254918,0.0356137155700591,12,12
"Paramesotriton_deloustali_KY744236.1","Paramesotriton_deloustali","Caudata","Salamandridae","Paramesotriton_deloustali","Paramesotriton_deloustali","Caudata","Salamandridae","Paramesotriton_deloustali","Paramesotriton_deloustali",105.141462,22.33074644,19.3581344604492,43.73505859375,24.3747604370117,12.5361297607422,4055.08911132812,21757.4046722995,2,362,0.003144,0.048587,0.0647086669273674,0.00217596,0.00089846,0.00442286,89.92341796,13.8160427427449,17.83715941,3.24747116448676,0.000182276907379968,0.0001769368758088,0.000126421574211575,0.000263285403219418,0.000131028251667458,0.000247939915049593,0.00281688552763057,0.00273436131835947,0.00195370388874612,0.00406878113429448,0.00202489493122354,0.00383163379532907,"Freshwater",0,100.800000036563,115.0706187,0.0902677396172698,0.0902677396172698,0.0773804482043442,0.0697951441203977,0.073762093,0.0568029013056254,20,20
"Paramesotriton_chinensis_KY609177.1","Paramesotriton_chinensis","Caudata","Salamandridae","Paramesotriton_chinensis","Paramesotriton_chinensis","Caudata","Salamandridae","Paramesotriton_chinensis","Paramesotriton_chinensis",115.95874255,26.94792437,17.7242568969727,72.4269140625,27.2685089111328,7.43099365234375,3361.060546875,228374.857168737,2,362,0.00332266666666667,0.0697383333333333,0.0476447673445977,0.00253627,0.00090847,0.00539926,89.92341796,13.8160427427449,17.83715941,3.24747116448676,0.000192635306696726,0.000186991812771641,0.000133605836698577,0.000278247338771327,0.000138474301592581,0.000262029799959112,0.00404315767361112,0.00392470827738954,0.00280420797801894,0.00584003982554606,0.00290639055053088,0.00549965535698693,"Freshwater",0.000421301,78.9999999631053,89.536,0.111619522449702,0.111619522449702,0.0686403181632413,0.0868270822119407,0.073890537,0.0568488816043093,19,19
"Paramesotriton_caudopunctatus_EU880326.1","Paramesotriton_caudopunctatus","Caudata","Salamandridae","Paramesotriton_caudopunctatus","Allomesotriton_caudopunctatus","Caudata","Salamandridae","Paramesotriton_caudopunctatus","Paramesotriton_caudopunctatus",109.04593954,26.70332023,16.6712982177734,72.6184228515625,26.1359924316406,6.10620460510254,3273.54711914062,37209.1390628108,3,362,0.004099,0.093509,0.0438353527467944,0.00181879,0.00068444,0.00405456,89.92341796,13.8160427427449,33.09425655,5.54469611017613,0.0001274155696275,0.000124372670686116,9.35146548802764e-05,0.000173126515780932,9.55892906211925e-05,0.00017140853365473,0.00290668516718661,0.00283726861751353,0.00213331589734076,0.00394947239916056,0.00218064380987975,0.00391028069615031,"Freshwater",0,73.4500000279194,58.88783989,0.105902300498452,0.105902300498452,0.0672149839655069,0.0735046740622203,0.073825593,0.0568599507545876,19,19
"Pachytriton_feii_KT899979.1","Pachytriton_feii","Caudata","Salamandridae","Pachytriton_feii","Pachytriton_feii","Caudata","Salamandridae","Pachytriton_feii","Pachytriton_feii",117.9130276,30.02272965,16.2631698608398,83.2641796875,27.4861419677734,4.45138397216797,3083.1328125,16412.3088116137,4,362,0.00190633333333333,0.04057,0.046988743735108,0.00225547,0.0008112,0.00475978,89.92341796,13.8160427427449,18.49397632,3.75136431379219,0.000107393821790544,0.000104564600806223,6.56167007824175e-05,0.000171203668662017,7.47352404317026e-05,0.000151593163909606,0.00228552230287237,0.00222531169157638,0.00139643445571394,0.00364350384907398,0.00159049241352379,0.00322615911513169,"Freshwater",0,77.4500000106201,65.88180904,0.15297079168898,0.0986984304536793,0.06830771518785,0.0557395032643904,0.073725426,0.0565822400240641,21,20
"Pachytriton_labiatus_EU880325.1","Pachytriton_labiatus","Caudata","Salamandridae","Paramesotriton_labiatus","Paramesotriton_labiatus",NA,NA,NA,"Paramesotriton_labiatus",110.55523352,24.02367757,20.0692840576172,61.955166015625,27.6300323486328,10.914128112793,3656.21728515625,4090.36439481818,1,362,0.00287133333333333,0.0468383333333333,0.0613030637298509,0.00214809,0.00085177,0.0044824,89.92341796,13.8160427427449,21.71077886,4.22647558062684,0.000137377419101507,0.000134845824158198,8.85905264721894e-05,0.0002048461305686,9.71548026450528e-05,0.000196065219466323,0.00224095519445649,0.00219965880910021,0.00144512396415599,0.00334153169687101,0.00158482784927671,0.00319829397646974,"Freshwater",0,87.4499999593698,85.18851508,0.111619522449702,0.111619522449702,0.072351428973978,0.0720578175647872,0.07389065,0.0568488816043093,19,19
"Pachytriton_brevipes_EU880324.1","Pachytriton_brevipes","Caudata","Salamandridae","Pachytriton_brevipes","Pachytriton_brevipes","Caudata","Salamandridae","Pachytriton_brevipes","Pachytriton_brevipes",115.47463523,26.46372472,18.5243026733398,71.1043798828125,27.7721984863281,8.29328536987305,3414.306640625,446857.478671204,2,362,0.002885,0.036993,0.077987727407888,0.00235952,0.00091383,0.00475712,89.92341796,13.8160427427449,18.49397632,3.75136431379219,0.000162527282321587,0.000158245605871281,9.93027706367937e-05,0.000259095602774918,0.000113102553931874,0.000229417526427284,0.00208401100690553,0.00202910908076128,0.00127331278827276,0.00332226122476692,0.00145026092811154,0.00294171319068441,"Freshwater",0.000176296,83.7500000246915,87.726,0.13088806180931,0.13088806180931,0.066682996884815,0.0483368589258393,0.073708292,0.0565549938925973,21,21
"Paramesotriton_laoensis_EU880328.1","Paramesotriton_laoensis","Caudata","Salamandridae","Laotriton_laoensis","Laotriton_laoensis","Caudata","Salamandridae","Laotriton_laoensis","Laotriton_laoensis",102.92158819,19.25269967,19.501741027832,25.8349853515625,22.0983200073242,15.1004089355469,4698.22705078125,4559.11591746405,5,362,0.00699833333333333,0.123011333333333,0.0568917769094447,0.00254905,0.00087883,0.00581466,89.92341796,13.8160427427449,35.58893174,5.81294427044262,0.0002019613091201,0.000195242293746683,0.000147098771181216,0.000276028904479471,0.000152356374195795,0.000259201418078221,0.00354992092163977,0.00343181922507804,0.00258558932717737,0.00485182427890818,0.00267800343867449,0.00455604363510732,"Terrestial&Freshwater",0,95.9999999550877,45,0.044709340277316,0.044709340277316,0.0657533020088294,0.0688913194821349,0.073726633,0.0564598864161363,17,17
"Cynops_orientalis_EU880311.1","Cynops_orientalis","Caudata","Salamandridae","Cynops_orientalis","Cynotriton_orientalis","Caudata","Salamandridae","Cynops_orientalis","Cynops_orientalis",117.0364555,29.57704982,17.0690093994141,82.211005859375,28.1016632080078,5.39958610534668,3122.82373046875,392443.521738469,2,362,0.003083,0.0798293333333333,0.0386198890967397,0.00260426,0.0007932,0.00593078,89.92341796,13.8160427427449,22.21032884,4.00313688819907,0.000143435457274366,0.000138087026641699,9.74309392247733e-05,0.000199692979331161,0.000106693058210666,0.000197743749145588,0.00371403079162324,0.0035755417706095,0.00252281768548627,0.00517072896897623,0.0027626453805553,0.00512025678401758,"Freshwater",0.000317072,44.0000000035965,8.904,0.0828263527503156,0.0828263527503156,0.0608818663500587,0.0441932876884725,0.07360081,0.0558537659587347,19,19
"Cynops_orphicus_EU880312.1","Cynops_orphicus","Caudata","Salamandridae","Cynops_orphicus","Cynotriton_orphicus","Caudata","Salamandridae","Cynops_orphicus","Cynops_orphicus",116.91294323,24.53842256,18.7828918457031,56.2017431640625,25.8596160888672,10.7195922851562,3633.72998046875,1511.16758035187,5,362,0.00373566666666667,0.0753016666666667,0.0496093490626591,0.00266721,0.00088388,0.00588287,89.92341796,13.8160427427449,22.21032884,4.00313688819907,0.000173800537320123,0.000167319851613528,0.00011805692895362,0.000241967695898402,0.000129279825209962,0.000239605816485523,0.0035033827414386,0.00337274837858072,0.00237973146562573,0.0048774616170187,0.00260595689426755,0.00482985205435551,"Freshwater",0,22.699999988937,4.906069569,0.0580807276794016,0.0580807276794016,0.0617263635775461,0.0424537059493326,0.07357865,0.0557196626574049,18,18
"Cynops_cyanurus_cyanurus_MF037878.1","Cynops_cyanurus","Caudata","Salamandridae","Cynops_cyanurus","Cynotriton_cyanurus","Caudata","Salamandridae","Cynops_cyanurus","Cynops_cyanurus",102.77816357,25.11470895,15.3233535766602,44.1637109375,20.2923767089844,8.25597763061523,4255.2919921875,68249.7529406042,2,362,0.00788833333333333,0.140561,0.0561203558123045,0.00272653,0.00099063,0.00611083,89.92341796,13.8160427427449,36.00153469,5.62753712019123,0.000224590228750024,0.000218955908325928,0.000163895189659908,0.000297816829599467,0.000170571337005539,0.000291387413146646,0.00400193878850608,0.00390154169831407,0.00292042320986094,0.00530675234126313,0.0030393844539407,0.00519218755706389,"Freshwater",0,49.1000000097967,25.10992688,0.0484128169301193,0.0484128169301193,0.0584427069636567,0.0424931786099889,0.073564526,0.0559977957369144,18,18
"Cynops_ensicauda_EU880310.1","Cynops_ensicauda","Caudata","Salamandridae","Cynops_ensicauda","Cynops_ensicauda","Caudata","Salamandridae","Cynops_ensicauda","Cynops_ensicauda",128.53543018,27.20648392,22.0933929443359,43.1595068359375,27.9908081054688,16.1566772460938,3719.72192382812,2039.5080834633,4,362,0.00606966666666667,0.116041666666667,0.0523059245960503,0.00239491,0.00088613,0.00530222,89.92341796,13.8160427427449,34.09092621,5.62838612640827,0.000182891209385062,0.00017687549898273,0.000126596207037477,0.000276798845145784,0.000133798832557245,0.000230882859471341,0.00349656775589954,0.0033815576409118,0.00242030339804062,0.00529192146555967,0.00255800530418973,0.00441408619108466,"Freshwater",1,58.3500000156049,27.634,0.043538712901736,0.043538712901736,0.0610045371485632,0.043982636496374,0.073588952,0.055811443186064,17,17
"Cynops_pyrrhogaster_EU880313.1","Cynops_pyrrhogaster","Caudata","Salamandridae","Cynops_pyrrhogaster","Cynops_pyrrhogaster","Caudata","Salamandridae","Cynops_pyrrhogaster","Cynops_pyrrhogaster",136.76922117,35.9488441,13.1318923950195,77.6459912109375,24.3061889648437,2.63866577148438,2615.80200195312,286961.30942456,3,362,0.005768,0.111340333333333,0.0518051260250104,0.00222072,0.0007946,0.00493862,89.92341796,13.8160427427449,34.09092621,5.62838612640827,0.000173801388719815,0.00016808466332018,0.000120304287252265,0.000263041749486663,0.000127148937260177,0.000219407820324679,0.00335490716953198,0.00324455659540395,0.00232224678295706,0.0050775235902268,0.00245436980886394,0.00423525309481448,"Freshwater",0.011039617,52.3499999834288,21.73,0.0929261085327989,0.0435387110061166,0.0592723360277464,0.0454590478798665,0.073581009,0.0557523751537685,19,17
"Mesotriton_alpestris_EU880335.1","Mesotriton_alpestris","Caudata","Salamandridae","Ichthyosaura_alpestris","Ichthyosaura_alpestris","Caudata","Salamandridae","Ichthyosaura_alpestris","Ichthyosaura_alpestris",11.34163959,47.7185864,9.03810424804687,65.2754052734375,18.0691101074219,0.376242518424988,1924.71020507812,1364951.11376404,2,362,0.021371,0.384061666666667,0.0556447098339242,0.00227308,0.00110787,0.00487969,89.92341796,13.8160427427449,72.33837418,10.8421671501006,0.000302525457013415,0.000283278268912565,0.000241890937668245,0.000401272083765317,0.000246149025072171,0.000379008245984837,0.00543673348133767,0.00509083917874726,0.00434706081476903,0.0072113249392969,0.00442358358605555,0.0068112179417597,"Terrestial&Freshwater",0,50.8000000211106,16.741,0.0221921779055177,0.0221921779055177,0.0551682483404738,0.049057385709114,0.07344951,0.0545146591973088,15,15
"Neurergus_strauchii_EU880321.1","Neurergus_strauchii","Caudata","Salamandridae","Neurergus_strauchii","Musergus_strauchii","Caudata","Salamandridae","Neurergus_strauchii","Neurergus_strauchii",41.35060025,38.50259728,10.1169746398926,96.449189453125,24.0692581176758,-2.56647453308105,3163.810546875,17491.4013223872,4,362,0.00386433333333333,0.0758253333333333,0.0509636181399356,0.00227552,0.00079843,0.00500987,89.92341796,13.8160427427449,25.63630531,4.1965468378907,0.00015503285386225,0.000149303244944912,0.000114960768063671,0.000229322673043471,0.000118941679307466,0.000216555548605591,0.00304202997198044,0.0029296044981531,0.00225574188528004,0.00449973297448776,0.00233385469180929,0.00424921849172824,"Terrestial&Freshwater",0,74.6999999896338,97.026,0.0434559598014807,0.0434559598014807,0.0605140012217284,0.0382193896567705,0.073504239,0.0545059114408683,19,19
"Neurergus_kaiseri_EU880320.1","Neurergus_kaiseri","Caudata","Salamandridae","Neurergus_kaiseri","Neurergus_kaiseri","Caudata","Salamandridae","Neurergus_kaiseri","Neurergus_kaiseri",48.89704491,32.44109053,21.208251953125,98.810849609375,34.3618896484375,7.86731796264648,4041.10498046875,9198.40999926555,4,362,0.00501166666666667,0.090097,0.0556252335445871,0.00210242,0.00097395,0.00398526,89.92341796,13.8160427427449,25.63630531,4.1965468378907,0.000201062620358745,0.000193631871624839,0.000149092999899706,0.000297409332287465,0.000154255856843591,0.000280851606425004,0.00361459372925744,0.00348100779603255,0.00268031234026547,0.00534666217714076,0.00277312735630934,0.00504899644510946,"Freshwater",0,59.2000000065143,102.914,0.11169711663226,0.0664763662814186,0.06080854670873,0.0335632204402545,0.073543007,0.0544127244469028,21,20
"Ommatotriton_vittatus_EU880338.1","Ommatotriton_vittatus","Caudata","Salamandridae","Ommatotriton_vittatus","Ommatotriton_vittatus","Caudata","Salamandridae","Ommatotriton_vittatus","Ommatotriton_vittatus",36.20051734,36.40957314,15.8973297119141,75.6143359375,26.4063995361328,5.80863189697266,3308.98046875,52785.2297900544,2,362,0.00870466666666667,0.295950666666667,0.0294125597509495,0.00224543,0.00086449,0.00506405,89.92341796,13.8160427427449,50.18741467,7.78274982928861,0.000177866289247656,0.00016836908414568,0.000135156678389389,0.000243748006899878,0.00014027642999679,0.000230732676316063,0.00604729036689554,0.00572439412180862,0.00459520284986505,0.00828720821865934,0.00476926969922301,0.0078446989405135,"Terrestial&Freshwater",0,44.6499999856,15.315,0.0476324690442809,0.0476324690442809,0.0562507854888367,0.0384785068874413,0.07347598,0.0543716490318112,19,19
"Triturus_cristatus_EU880336.1","Triturus_cristatus","Caudata","Salamandridae","Triturus_cristatus","Triturus_cristatus","Caudata","Salamandridae","Triturus_cristatus","Triturus_cristatus",28.22093309,53.60900547,6.62884292602539,84.71185546875,18.0924194335938,-4.73369789123535,1580.11804199219,4378979.01672333,2,362,0.00585933333333333,0.143454,0.0408446842425679,0.00284172,0.00086511,0.00669755,89.92341796,13.8160427427449,31.87925098,5.29303032660243,0.000189096323654684,0.000181014740004117,0.000131759167328836,0.000272735882558917,0.000141284660959149,0.000257717528325166,0.00462964342022284,0.00443178208770349,0.00322585838946253,0.00667738991294919,0.00345907095572314,0.00630969569490699,"Freshwater",0.00474728,70.9500000279507,29.317,0.119005526032933,0.119005526032933,0.0658920629550451,0.0461945018041754,0.073569772,0.0545727770787892,22,22
"Triturus_marmoratus_EU880337.1","Triturus_marmoratus","Caudata","Salamandridae","Triturus_marmoratus","Pyronicia_marmoratus","Caudata","Salamandridae","Triturus_marmoratus","Triturus_marmoratus",-1.67057266,44.47086991,11.9651847839355,52.6299267578125,19.6733795166016,5.23421173095703,2250.43139648438,474603.306951552,2,362,0.00506433333333333,0.12207,0.0414871248737063,0.00251497,0.00088503,0.00548632,89.92341796,13.8160427427449,31.87925098,5.29303032660243,0.000163439552013062,0.00015645448542966,0.000113881956378826,0.000235730814866175,0.000122115021842778,0.000222750165425205,0.00393952467206632,0.00377115757975355,0.00274499514549396,0.00568202341289687,0.00294344383262317,0.00536913960905445,"Terrestial&Freshwater",0,70.1999999977701,50.096,0.0691890478030281,0.0691890478030281,0.062862746225531,0.0441962279182815,0.073534864,0.0545807357169247,20,20
"Calotriton_asper_EU880307.1","Calotriton_asper","Caudata","Salamandridae","Calotriton_asper","Calotriton_asper","Caudata","Salamandridae","Calotriton_asper","Calotriton_asper",0.76503792,42.65264179,7.8994514465332,57.237529296875,16.3233963012695,0.616466665267944,2413.783203125,27406.2908287743,3,362,0.00811033333333333,0.185935666666667,0.0436190295209633,0.00206912,0.00072561,0.00487009,89.92341796,13.8160427427449,50.38854806,8.06521359435466,0.000165400481293326,0.000154970170309184,0.000124348955458553,0.000233705754513616,0.000128650611345119,0.000218889477851162,0.0037919340047177,0.00355281105542948,0.00285079601321232,0.00535788524137835,0.00294941480262163,0.00501821063547422,"Terrestial&Freshwater",0,61.7000000054702,38.773,0.0538873206566336,0.0538873206566336,0.0618689681399487,0.0413943862354925,0.073527435,0.054494741795967,19,19
"Lissotriton_vulgaris_EU880339.1","Lissotriton_vulgaris","Caudata","Salamandridae","Lissotriton_vulgaris","Lissotriton_vulgaris","Caudata","Salamandridae","Lissotriton_vulgaris","Lissotriton_vulgaris",31.17001893,54.15444019,6.00508613586426,86.67056640625,17.8330856323242,-5.6549633026123,1578.78833007812,7365826.02888419,2,362,0.00924666666666667,0.416539666666667,0.0221987661839329,0.0019864,0.00063021,0.00530351,89.92341796,13.8160427427449,70.20985808,10.7604321844742,0.000134972140679107,0.000128128470866049,0.000102035003170368,0.000175766144601933,0.000107132299918374,0.000171805521058086,0.00608016407582137,0.00577187352686232,0.0045964267709716,0.00791783395282345,0.00482604749429339,0.00773941757098356,"Terrestial&Freshwater",0.004781015,40.4500000200429,5.251,0.0855832256010858,0.0855832256010858,0.0596853428090418,0.032555954222906,0.073534957,0.05462882805175,20,20
"Euproctus_platycephalus_EU880317.1","Euproctus_platycephalus","Caudata","Salamandridae","Euproctus_platycephalus","Euproctus_platycephalus","Caudata","Salamandridae","Euproctus_platycephalus","Euproctus_platycephalus",9.33535602,40.24220242,13.5950180053711,51.92076171875,21.5229064941406,7.15233688354492,2748.7060546875,2028.92351666351,5,362,0.00871733333333333,0.378486666666667,0.0230320751061244,0.00121545,0.00052202,0.00314575,89.92341796,13.8160427427449,89.9234172,13.8160426140782,9.94322330528289e-05,9.1793895466447e-05,7.72294746916218e-05,0.000132316529978966,8.07308547258864e-05,0.000127742485598845,0.00431712004214458,0.003985480901894,0.00335312707759823,0.00574488097009469,0.00350514898696295,0.00554628642926218,"Terrestial&Freshwater",0,51.3999999762985,27.66450624,0.0277390869792333,0.0277390869792333,0.0535065401163981,0.038132310913249,0.073431307,0.0544087548428135,14,14
"Notophthalmus_perstriatus_KP013091.1","Notophthalmus_perstriatus","Caudata","Salamandridae","Notophthalmus_perstriatus","Notophthalmus_perstriatus","Caudata","Salamandridae","Notophthalmus_perstriatus","Notophthalmus_perstriatus",-82.55583437,30.67183716,19.6333618164062,56.3717578125,26.7371429443359,11.5729858398437,3539.83081054688,60101.3418694332,3,382,0.00362133333333333,0.0852663333333333,0.0424708462503763,0.00146949,0.00052902,0.00334379,90.4174794,16.1197557379955,37.24883625,9.72991336942293,0.000106760199215861,8.94267598629404e-05,6.43722727219265e-05,0.000242756362640019,6.98866230355574e-05,0.000203643937570618,0.00251372903159223,0.00210560343760864,0.00151568142396871,0.00571583530991847,0.00164551990849342,0.00479491122851865,"Terrestial&Freshwater",0,34.5499999926174,11.76,0.0457481550703709,0.0457481550703709,0.0498907702150847,0.0313828628518352,0.073474557,0.0542176966745329,15,15
"Notophthalmus_viridescens_EU880323.1","Notophthalmus_viridescens","Caudata","Salamandridae","Notophthalmus_viridescens","Notophthalmus_viridescens","Caudata","Salamandridae","Notophthalmus_viridescens","Notophthalmus_viridescens",-82.75483964,39.83504075,11.2468780517578,86.152880859375,22.552116394043,-0.896165180206299,2573.40698242188,3520442.63818791,2,382,0.001723,0.0631603333333333,0.0272797800307155,0.00116464,0.00045688,0.00270661,90.4174794,16.1197557379955,37.24883625,9.72991336942293,5.07956065672667e-05,4.25485016321372e-05,3.06277869752981e-05,0.000115501439477748,3.32514685632176e-05,9.68920759667273e-05,0.00186202405261603,0.00155970838416696,0.001122728516902,0.00423395787457598,0.00121890530370034,0.00355179095497223,"Terrestial&Freshwater",0.002865666,43.4500000125396,24.09,0.0457481550703709,0.0457481550703709,0.0528839416951885,0.0283201674390778,0.073485038,0.0542391634011482,15,15
"Notophthalmus_meridionalis_EU880322.1","Notophthalmus_meridionalis","Caudata","Salamandridae","Notophthalmus_meridionalis","Rafinus_meridionalis","Caudata","Salamandridae","Notophthalmus_meridionalis","Notophthalmus_meridionalis",-98.00626897,24.24992486,23.8286834716797,39.622265625,28.5073333740234,17.7696105957031,4277.68896484375,92647.6633541241,5,382,0.004196,0.109419666666667,0.0383477680733811,0.00119187,0.00049941,0.00279358,90.4174794,16.1197557379955,44.42440627,11.1281220045415,0.000103065563761881,8.7923058078331e-05,6.60247807555576e-05,0.000217025348984881,7.1854879137177e-05,0.000195230884771237,0.00268765482164851,0.00229278162708412,0.00172173725024139,0.00565939974836576,0.00187376952420484,0.00509106252018761,"Freshwater",0.000544407,48.4499999836832,24.41160517,0.0301383734411743,0.0301383734411743,0.049163147092714,0.0337815350282998,0.073495963,0.0541637411181991,14,14
"Taricha_granulosa_EU880333.1","Taricha_granulosa","Caudata","Salamandridae","Taricha_granulosa","Taricha_granulosa","Caudata","Salamandridae","Taricha_granulosa","Taricha_granulosa",-126.07635159,48.59955193,7.52815322875977,52.9903955078125,15.2684555053711,0.745656681060791,1891.41760253906,372145.415549783,2,382,0.00498966666666667,0.125207333333333,0.0398512334208326,0.00174885,0.00052388,0.00503272,90.4174794,16.1197557379955,38.29046715,7.82884978483001,0.000136982999790394,0.00012251992059998,8.8210614536639e-05,0.000235834918078127,0.000103131128259168,0.000218195340651754,0.00343735909862164,0.00307443233453175,0.00221349772553153,0.00591788253045243,0.00258790304355437,0.00547524685993007,"Terrestial&Freshwater",0.049667022,56.4999999913897,132.402,0.0796241509716183,0.0474101466992875,0.053586285310053,0.0275455521307651,0.073484175,0.0544023970179316,16,15
"Taricha_rivularis_EU880334.1","Taricha_rivularis","Caudata","Salamandridae","Taricha_rivularis","Twittya_rivularis","Caudata","Salamandridae","Taricha_rivularis","Taricha_rivularis",-123.44045,39.38156843,12.8268829345703,40.3944653320313,18.5556762695313,7.50978393554688,2922.21484375,14148.7491881913,2,382,0.00408366666666667,0.078194,0.0522248083825698,0.00146209,0.00047703,0.00406731,90.4174794,16.1197557379955,38.29046715,7.82884978483001,0.000112110276600448,0.000100273334709757,7.21937496618588e-05,0.000193013132565645,8.44050672926096e-05,0.000178576465917873,0.00214668622198077,0.00192003260165572,0.00138236504637811,0.00369581313064355,0.00161618720885111,0.00341938001207628,"Terrestial&Freshwater",0,69.9999999965449,125.413,0.0305786154739903,0.0305786154739903,0.0494200159143225,0.0339354705272744,0.073497211,0.0542653832176285,14,14
"Tylototriton_shanjing_KR154461.1","Tylototriton_shanjing","Caudata","Salamandridae","Tylototriton_shanjing","Tylototriton_shanjing","Caudata","Salamandridae","Tylototriton_shanjing","Tylototriton_shanjing",100.51999386,24.24339157,16.7151336669922,40.5334692382812,21.1129959106445,10.266529083252,4710.7587890625,125306.09217576,4,386,0.00122733333333333,0.0242533333333333,0.0506047278724574,0.00180848,0.00051768,0.00412007,82.47413488,17.5327543115567,17.17012227,6.21082006401484,8.45799322233296e-05,6.75866040940245e-05,4.04037158601769e-05,0.000189717966363551,4.53593199203175e-05,0.00017097024270899,0.00167138399472283,0.00133557884679012,0.000798417807166342,0.00374901663025854,0.00089634549630698,0.00337854287330421,"Terrestial&Freshwater",0,78.4499999859542,128.875,0.210468713354574,0.137398628607443,0.0699068276686304,0.0587808735707565,0.07503799,0.0553620494032078,19,18
"Tylototriton_yangi_KU297946.1","Tylototriton_yangi","Caudata","Salamandridae","Tylototriton_yangi","Tylototriton_yangi","Caudata","Salamandridae","Tylototriton_yangi","Tylototriton_yangi",103.7832396,23.16256031,17.5488571166992,40.8413818359375,22.2069763183594,11.065209197998,4294.34423828125,10452.1531621371,5,386,0.00140466666666667,0.0232536666666667,0.0604062441765456,0.001798,0.00052949,0.0040682,82.47413488,17.5327543115567,17.17012227,6.21082006401484,9.6800606841149e-05,7.73519689441117e-05,4.62415151099363e-05,0.000217129687739273,5.19131380076637e-05,0.000195673167511049,0.00160249338724381,0.0012805293558401,0.000765508859891852,0.00359449077987172,0.000859400194720605,0.00323928709984298,"Terrestial&Freshwater",0,77.6100000103961,66.17018721,0.179888776224175,0.179888776224175,0.0716803292233595,0.0546421133748823,0.075048378,0.0553492022384307,19,19
"Tylototriton_verrucosus_NC_017871.1","Tylototriton_verrucosus","Caudata","Salamandridae","Tylototriton_verrucosus","Tylototriton_verrucosus","Caudata","Salamandridae","Tylototriton_verrucosus","Tylototriton_verrucosus",98.36816321,23.01236525,20.4551986694336,35.133720703125,24.1648193359375,14.6290100097656,4638.70849609375,343705.244327027,2,386,0.000170666666666667,0.00155366666666667,0.109847672173353,0.001918,0.00057082,0.00428107,82.47413488,17.5327543115567,2.72122021,1.2071511564443,7.94066179666317e-05,6.53332893761276e-05,2.82444128055534e-05,0.000285977282679607,3.30665826448295e-05,0.000218070166524638,0.000722879387387638,0.000594762620668224,0.000257123453294305,0.00260339866126885,0.000301022151772559,0.0019852051683034,"Terrestial&Freshwater",0,70.8499999903155,65.80213716,0.166397227366355,0.102942137317677,0.0695289371667166,0.0619552792798954,0.07502418,0.0553321905126416,18,17
"Tylototriton_shanorum_KU255459.1","Tylototriton_shanorum","Caudata","Salamandridae","Tylototriton_shanorum","Tylototriton_shanorum","Caudata","Salamandridae","Tylototriton_shanorum","Tylototriton_shanorum",97.34247285,20.92242218,20.3270172119141,29.2154272460937,23.423957824707,15.1230743408203,4842.18115234375,5015.87638599704,4,386,0.000402666666666667,0.00286266666666667,0.140661387983232,0.00192273,0.00057404,0.00427874,82.47413488,17.5327543115567,2.72122021,1.2071511564443,0.000187349989265022,0.000154145729621801,6.66391614631025e-05,0.000674727651322198,7.80164684276446e-05,0.000514509299144069,0.00133192194354967,0.00109586384601989,0.000473755892918149,0.00479682207744622,0.000554640257331632,0.00365778630881561,"Terrestial&Freshwater",0,75.9999999782388,63.2986525,0.166397227366355,NA,NA,NA,0.075021683,NA,18,NA
