Seq.Names,Species.NCBI,Order.IUCN,Family.IUCN,Species.IUCN,Order.Vertlife,Family.Vertlife,Species.Vertlife,Lon,Lat,RangeSize,AnnualTemp,TempRange,TempWarmQuarter,TempColdQuarter,UV,BodyMass,AFR,MaxLongevity,Clade,dN,dS,W,MolRateAll,MolRate12nd,MolRate3rd,Clade.Age,Clade.Age.SD,Tip.Age,Tip.Age.SD,dN.Mean,dN.Mid,dN.Min,dN.Max,dN.QL,dN.QU,dS.Mean,dS.Mid,dS.Min,dS.Max,dS.QL,dS.QU,Habitat,IUCN.Categories,Div.Rate,Div.Rate.DNA,ClaDS.Rate,ClaDS.Rate.DNA,BAMM.Lambda,BAMM.Lambda.DNA,NTR,NTR.DNA,Population,Generation,Island,X,Notes
Hoolock_tianxing_KY250069.1,Hoolock_tianxing,Primates,Hylobatidae,Hoolock_tianxing,Primates,NA,Hoolock_tianxing,97.11623142,21.62973065,266577.8888,22.37307739,31.09093018,25.93504333,17.08692932,4813.239258,7500,NA,NA,2424,0.00099,0.005726667,0.172875437,0.00360292,0.00134369,0.00360292,25.21057546,1.045261094,1.23792708,0.323805603,0.000846759,0.000826528,0.000443813,0.001607359,0.000504529,0.001381572,0.005606574,0.00547262,0.002938585,0.010642676,0.003340594,0.009147685,Terrestrial,5,0.351156833,NA,0.328205518,NA,0.506952944,NA,18,NA,NA,15,0,,
Hoplomys_gymnurus__KU892779.1,Hoplomys_gymnurus,Rodentia,Echimyidae,Hoplomys_gymnurus,Rodentia,Echimyidae,Hoplomys_gymnurus,-81.61851295,9.51483019,332781.8835,24.66633453,5.164282837,25.41920776,23.91850128,4853.466797,240,NA,7,2207,0.008114333,0.253534667,0.032004828,0.00682651,0.00271748,0.00682651,22.67681064,0.79041136,13.60615996,0.806772412,0.000578013,0.000575048,0.00047938,0.000671731,0.000519824,0.000644143,0.018948672,0.018851455,0.015715233,0.022020958,0.017041068,0.021116572,Terrestrial,2,0.144804146,0.172896304,0.174508873,0.138107101,0.176832996,0.137344872,26,26,NA,2.024683805,0.002230941,,
Hsunycteris_thomasi__KU743907.1,Hsunycteris_thomasi,Chiroptera,Phyllostomidae,Lonchophylla_thomasi,Chiroptera,Phyllostomidae,Hsunycteris_thomasi,-64.45730494,-3.07314367,8383354.136,24.13740234,6.57230957,25.05918732,23.13565674,5441.974121,6.85,NA,NA,1832,0.008693667,0.356874333,0.024360583,0.00707414,0.00212592,0.00707414,45.62832271,1.577999255,24.2461417,1.013881107,0.000357734,0.00035637,0.000317111,0.000393278,0.000333371,0.000389247,0.015324816,0.015266379,0.013584575,0.016847462,0.014281115,0.016674764,Terrestrial,2,0.105176892,0.136896577,0.149980383,0.109970019,0.12870908,0.078823918,26,27,NA,,0.00143462,,Synonym
Hyaena_hyaena_JF894376.1,Hyaena_hyaena,Carnivora,Hyaenidae,Hyaena_hyaena,Carnivora,Hyaenidae,Hyaena_hyaena,31.43051789,22.08389944,23460484.54,23.87078247,56.14346191,31.16564331,15.67559204,4987.465332,41705.11,2.789945205,24.33334247,1753,0.001616667,0.047518667,0.034021718,0.00858844,0.00190437,0.00858844,20.69671893,1.151895991,4.15852466,0.548541366,0.000394597,0.000389067,0.000299877,0.000552652,0.000309858,0.000502161,0.012076033,0.011906801,0.009177286,0.016913081,0.009482728,0.015367857,Terrestrial,3,0.148239051,0.193304273,0.199212084,0.15542772,0.287923096,0.209033426,18,19,9999,9.180938721,1.50E-06,,
Hybomys_planifrons__MN807601.1,Hybomys_planifrons,Rodentia,Muridae,Hybomys_planifrons,Rodentia,Muridae,Hybomys_planifrons,-10.03669982,7.54248815,239879.5538,25.08123322,11.06622681,26.79620972,23.56994171,5557.612305,49.6,NA,NA,2020,0.004296667,0.176728333,0.024312268,0.00787407,0.0022606,0.00787407,13.83802873,0.323121765,6.3789502,0.486283275,0.00065735,0.000654028,0.000548029,0.000804444,0.000572601,0.000757502,0.027901148,0.027760123,0.023261022,0.034144518,0.024303994,0.032152092,Terrestrial,2,0.168403954,NA,0.185502635,NA,0.180403633,NA,30,NA,NA,1.710683948,0,,
Hybomys_trivirgatus__MN807602.1,Hybomys_trivirgatus,Rodentia,Muridae,Hybomys_trivirgatus,Rodentia,Muridae,Hybomys_trivirgatus,-4.48585962,6.51656781,387198.5114,25.45028839,10.19101563,26.89627075,23.94687042,5518.458496,56.9,NA,NA,2020,0.003895667,0.175488667,0.022198964,0.00715707,0.00189976,0.00715707,13.83802873,0.323121765,6.3789502,0.486283275,0.000611099,0.00060801,0.000509469,0.000747843,0.000532313,0.000704204,0.024801768,0.024676408,0.020677087,0.030351597,0.021604201,0.028580499,Terrestrial,2,0.294492904,NA,0.190136634,NA,0.180403633,NA,31,NA,NA,1.710683948,0.000954488,,
Hybomys_univittatus__MN807598.1,Hybomys_univittatus,Rodentia,Muridae,Hybomys_univittatus,Rodentia,Muridae,Hybomys_univittatus,18.89513525,0.13824862,2240781.542,23.28960114,6.610013428,24.27015839,22.41730652,5375.109375,47.6,NA,NA,2020,0.005504,0.246947667,0.022288123,0.00734716,0.0022093,0.00734716,13.83802873,0.323121765,9.46161617,0.532953459,0.000570467,0.000569289,0.000492715,0.00064595,0.000512669,0.000629529,0.024906585,0.024855162,0.02151193,0.028202189,0.022383146,0.027485253,Terrestrial,2,0.310372741,0.087049124,0.188339121,0.088331255,0.180403633,0.128566026,31,30,NA,1.710683948,4.35E-05,,
Hydrictis_maculicollis_MK309842.1,Hydrictis_maculicollis,Carnivora,Mustelidae,Hydrictis_maculicollis,Carnivora,Mustelidae,Lutra_maculicollis,20.75613485,-2.90987996,9962749.182,23.00620728,14.98805176,25.26811371,20.86000824,5479.796875,4180.53,2.471561644,19.36665753,1632,0.004463667,0.129028333,0.034594469,0.00912731,0.00268458,0.00912731,13.92659684,0.58750742,9.70039483,0.536661558,0.000457301,0.000453911,0.000411784,0.000531181,0.00041607,0.000512829,0.01342246,0.013322965,0.012086471,0.015590953,0.012212257,0.015052287,Terrestrial,3,0.179224958,0.154155131,0.258017587,0.180237422,0.282954547,0.207766571,29,29,NA,7.466961277,0,,
Hydrodamalis_gigas_MH718932.1,Hydrodamalis_gigas,Sirenia,Dugongidae,Hydrodamalis_gigas,Sirenia,Dugongidae,Hydrodamalis_gigas,158.4273604,51.99300041,15220.98013,4.873162746,14.51316357,11.88623428,-0.674122632,1436.869141,5900000,NA,NA,2582,0.005963,0.123318,0.04835466,0.00304653,0.00113546,0.00304653,59.68339399,0.81210813,11.53304917,1.2149486,0.000514442,0.000508963,0.000396877,0.000643426,0.000414473,0.00062696,0.010510687,0.010398752,0.008108682,0.013145989,0.008468202,0.012809559,Marine,7,0.022788442,0.04800555,0.059868697,0.051747111,0.088271707,0.078121281,10,13,0,,0,,
Hydropotes_inermis_argyropus_JF802125.1,Hydropotes_inermis,Cetartiodactyla,Cervidae,Hydropotes_inermis,Cetartiodactyla,Cervidae,Hydropotes_inermis,121.1890209,32.49856174,181922.9221,15.32255096,86.83075195,27.17400513,3.126424217,2923.896729,14000,0.876712329,12.63334247,1502,0.002450333,0.140347,0.017459107,0.01098637,0.00316899,0.01098637,8.67819779,0.565800721,5.72514621,0.49466457,0.000430902,0.000426086,0.000349784,0.000550161,0.000369863,0.000537106,0.023638579,0.023374391,0.019188605,0.030180922,0.020290114,0.029464761,Terrestrial,4,0.154522028,0.122176362,0.243160514,0.197276,0.294824621,0.267165836,21,20,13000,6,0,,
Hydrurga_leptonyx_NC_008425.1,Hydrurga_leptonyx,Carnivora,Phocidae,Hydrurga_leptonyx,Carnivora,Phocidae,Hydrurga_leptonyx,-19.04167409,-67.74030211,21451314.72,-11.80003968,49.19767063,-3.164060292,-17.31731809,1505.48877,360000,4.002739726,26,1664,0.001706,0.043377333,0.039329296,0.00508094,0.00170335,0.00508094,23.44987032,1.225205204,2.61436858,0.459219673,0.000658688,0.000637992,0.000410217,0.001007619,0.000484703,0.000913413,0.018712186,0.018124258,0.011653563,0.028624719,0.013769562,0.025948488,Terrestrial&Marine,2,0.322508386,0.326098355,0.233954835,0.197289515,0.285856414,0.212871397,22,22,18000,14,0,,
Hyemoschus_aquaticus_JN632650.1,Hyemoschus_aquaticus,Cetartiodactyla,Tragulidae,Hyemoschus_aquaticus,Cetartiodactyla,Tragulidae,Hyemoschus_aquaticus,15.94820466,1.27990524,2448582.241,23.71586914,6.900883789,24.72133331,22.78979187,5396.979004,10850.01,1.339452055,14,1519,0.006816333,0.269339333,0.025307605,0.00730198,0.00203449,0.00730198,17.63941998,1.443231841,14.53345892,1.183376355,0.000464406,0.000463194,0.000362889,0.000557431,0.000392826,0.000536975,0.018332594,0.018284747,0.014325166,0.022004799,0.015506954,0.021197277,Terrestrial,2,0.039807357,0.040466789,0.123287686,0.095555435,0.069664272,0.07466925,17,17,278000,5.28791726,0.000190194,,
Hylobates_agilis_NC_014042.1,Hylobates_agilis,Primates,Hylobatidae,Hylobates_agilis,Primates,Hylobatidae,Hylobates_agilis,102.2840312,-0.84878209,385727.4949,25.18448639,3.538201904,25.72184143,24.67240906,5325.004395,5650,NA,46.5,2424,0.002774667,0.041197333,0.067350638,0.00543984,0.00161735,0.00543984,25.21057546,1.045261094,3.9729126,0.435343045,0.000695359,0.000686972,0.000555418,0.001120134,0.000569821,0.000845857,0.011496281,0.011357616,0.009182661,0.018519043,0.009420781,0.013984444,Terrestrial,5,0.678387259,0.597079812,0.380225371,0.27594433,0.506952448,0.372288747,20,22,NA,15,0.001068458,,
Hylobates_lar_HQ622775.1,Hylobates_lar,Primates,Hylobatidae,Hylobates_lar,Primates,Hylobatidae,Hylobates_lar,99.9949975,12.29641619,628091.0574,25.18834991,14.30031494,26.89281616,22.77938538,5034.07666,4892,9.31,48,2424,0.001641667,0.039483,0.041579076,0.00483698,0.00150091,0.00483698,25.21057546,1.045261094,3.9729126,0.435343045,0.000410484,0.000405533,0.000327875,0.000661238,0.000336377,0.000499326,0.010968685,0.010836384,0.008761244,0.017669154,0.008988436,0.01334266,Terrestrial,5,0.271179909,0.270791273,0.331324314,0.280969504,0.506952448,0.372139707,18,19,NA,15,0.000130516,,
Hylobates_pileatus_AB504749.1,Hylobates_pileatus,Primates,Hylobatidae,Hylobates_pileatus,Primates,Hylobatidae,Hylobates_pileatus,103.6034578,13.27098722,121563.5279,26.65340881,10.79921021,28.15623169,24.91203613,5025.830566,5440,NA,37,2424,0.002225,0.047032,0.047308216,0.00409459,0.00141579,0.00409459,25.21057546,1.045261094,5.0291405,0.422495633,0.000453798,0.000450431,0.000386129,0.000673354,0.000393657,0.000536845,0.009960518,0.009886604,0.008475235,0.014779609,0.008640464,0.011783338,Terrestrial,5,0.173041862,0.202803183,0.323215551,0.250694649,0.506952448,0.372171794,17,18,47000,15,0,,
Hylomys_suillus_NC_010298.1,Hylomys_suillus,Eulipotyphla,Erinaceidae,Hylomys_suillus,Eulipotyphla,Erinaceidae,Hylomys_suillus,102.6022861,11.97435157,1634250.044,23.68415985,17.89984863,25.69877319,20.68617249,4984.958008,65.83,NA,NA,1950,0.016770333,0.657747,0.025496632,0.00457083,0.00248182,0.00457083,54.64574376,2.683845332,26.1893042,2.099681591,0.000642949,0.00064683,0.000513583,0.000786684,0.000551566,0.000743935,0.026526836,0.026686975,0.021189459,0.032457054,0.022756558,0.030693308,Terrestrial,2,0.054166087,0.065702022,0.074055903,0.05659108,0.067926192,0.074511423,17,17,NA,3.295685584,0.000128025,,
Hylomyscus_aeta__MN845640.1,Hylomyscus_aeta,Rodentia,Muridae,Hylomyscus_aeta,Rodentia,Muridae,Hylomyscus_aeta,18.91736782,1.06509637,1616784.564,23.13083954,7.057667236,24.18093719,22.19747467,5408.891602,20,NA,NA,1984,0.002887,0.175484333,0.016451611,0.00707687,0.00236552,0.00707687,10.75847853,0.553965244,6.95554401,0.492227195,0.000405154,0.000404455,0.000332817,0.000481609,0.000349454,0.000448667,0.024096112,0.024054508,0.019793919,0.028643148,0.020783414,0.026683985,Terrestrial,2,0.205769236,0.175559054,0.195931659,0.146471363,0.178766555,0.129754388,30,29,NA,1.710683948,0.00119719,,
Hylomyscus_alleni__MN845643.1,Hylomyscus_alleni,Rodentia,Muridae,Hylomyscus_alleni,Rodentia,Muridae,Hylomyscus_alleni,6.09688289,3.26887203,1510866.935,24.42266693,9.130120239,25.75517883,23.13385468,5454.540039,19.95,NA,NA,1984,0.002052333,0.082009333,0.025025607,0.01070565,0.00335713,0.01070565,10.75847853,0.553965244,3.47705896,0.351219058,0.000582366,0.000577032,0.000449579,0.000761178,0.000485027,0.000715528,0.023677738,0.02346089,0.018278922,0.030947877,0.019720175,0.029091815,Terrestrial,2,0.231293555,0.17505256,0.211890334,0.155055109,0.180142477,0.129380811,31,30,NA,1.710683948,0.000304817,,
Hylomyscus_anselli__MN845657.1,Hylomyscus_anselli,Rodentia,Muridae,Hylomyscus_anselli,Rodentia,Muridae,Hylomyscus_anselli,29.77109684,-11.01350137,139947.8823,20.41064758,20.42936646,23.92406464,17.33713531,5643.571289,20.4,NA,NA,1984,0.002196667,0.035758,0.061431475,0.01388076,0.00423414,0.01388076,10.75847853,0.553965244,2.5413561,0.315834637,0.000870149,0.000863879,0.000604795,0.001105523,0.000685839,0.001080032,0.015062931,0.01495439,0.010469442,0.019137415,0.011872376,0.018696159,Terrestrial,2,0.212892485,0.194348001,0.212788942,0.143990875,0.17914662,0.129605797,31,30,NA,,0,,
Hylomyscus_arcimontensis__MN845669.1,Hylomyscus_arcimontensis,Rodentia,Muridae,Hylomyscus_arcimontensis,Rodentia,Muridae,Hylomyscus_arcimontensis,36.60903483,-7.054382,114508.897,21.51342926,16.34286621,23.61547394,18.91467743,5574.79541,20.2,NA,NA,1984,0.001514333,0.040486,0.037403876,0.01462146,0.0039318,0.01462146,10.75847853,0.553965244,2.5413561,0.315834637,0.000602555,0.000598213,0.000418804,0.000765544,0.000474924,0.000747893,0.01700133,0.016878822,0.01181672,0.021600146,0.013400193,0.021102106,Terrestrial,2,0.366301124,0.275455746,0.232656727,0.154295338,0.17914662,0.129695138,33,31,NA,,0,,
Hylomyscus_denniae_vulcanorum_MN845739.1,Hylomyscus_denniae,Rodentia,Muridae,Hylomyscus_denniae,Rodentia,Muridae,Hylomyscus_denniae,30.23342111,0.57178001,17471.52358,20.3059433,3.946342773,20.82119446,19.6657608,5371.139648,36,NA,NA,1984,0.001029667,0.045637,0.022562102,0.00620536,0.0021203,0.00620536,10.75847853,0.553965244,2.70474879,0.409297304,0.000398523,0.000395157,0.000289574,0.000551574,0.000303921,0.000543278,0.018125524,0.017972436,0.013170325,0.025086564,0.013822855,0.024709269,Terrestrial,2,0.209313269,0.182493828,0.190026257,0.142269493,0.178574244,0.130076703,29,28,NA,1.710683948,0,,
Hylomyscus_endorobae__MN845682.1,Hylomyscus_endorobae,Rodentia,Muridae,Hylomyscus_endorobae,Rodentia,Muridae,Hylomyscus_endorobae,36.34761887,-0.52692011,26940.66417,16.3686554,9.701538696,17.76057434,14.81534271,6110.758789,20,NA,NA,1984,0.001588,0.053427333,0.029722614,0.00668512,0.00209321,0.00668512,10.75847853,0.553965244,2.70474879,0.409297304,0.000580942,0.000576036,0.000422123,0.000804051,0.000443037,0.000791958,0.020610897,0.020436818,0.014976241,0.028526436,0.015718246,0.028097406,Terrestrial,2,0.208879663,0.1929288,0.200381902,0.147770434,0.178574244,0.130031589,29,28,NA,,0,,
Hylomyscus_heinrichorum__MN845689.1,Hylomyscus_heinrichorum,Rodentia,Muridae,Hylomyscus_heinrichorum,Rodentia,NA,Hylomyscus_heinrichorum,14.64077929,-12.51198484,17567.54252,19.50463715,10.7154834,20.77667236,17.45497894,5539.651855,21,NA,NA,1984,0.002229333,0.053064,0.042012161,0.01173596,0.00382104,0.01173596,10.75847853,0.553965244,3.41403693,0.337840575,0.000662111,0.000657806,0.000541489,0.000902471,0.00055321,0.000826385,0.016166838,0.016061716,0.013221602,0.022035723,0.013507793,0.020177937,Terrestrial,1,0.284441474,NA,0.217098729,NA,0.17914662,NA,32,NA,NA,,0,,
Hylomyscus_kerbispeterhansi__MN845692.1,Hylomyscus_kerbispeterhansi,Rodentia,Muridae,Hylomyscus_kerbispeterhansi,Rodentia,Muridae,Hylomyscus_kerbispeterhansi,35.83121275,0.18212839,29061.12159,20.06138458,10.91163696,21.63724976,18.30103912,6111.698242,21.5,NA,NA,1984,0.001676333,0.034837333,0.048118876,0.01218956,0.00407874,0.01218956,10.75847853,0.553965244,2.8597272,0.326593842,0.000599202,0.000593635,0.000452782,0.000777862,0.000481028,0.000735561,0.013151739,0.013029556,0.009938011,0.017073105,0.010557971,0.016144653,Terrestrial,2,0.366301124,0.275455746,0.231672944,0.141521388,0.17914662,0.129746863,33,31,NA,,0,,
Hylomyscus_pamfi__MN845700.1,Hylomyscus_pamfi,Rodentia,Muridae,Hylomyscus_pamfi,Rodentia,Muridae,Hylomyscus_pamfi,2.08083549,7.2726925,32451.47967,26.13710632,12.65144775,28.00144348,24.29147949,5384.941406,15,NA,NA,1984,0.001929333,0.106935667,0.018042,0.01242771,0.00348338,0.01242771,10.75847853,0.553965244,3.47705896,0.351219058,0.000562992,0.000557836,0.000434623,0.000735856,0.000468892,0.000691724,0.030518889,0.030239387,0.023560206,0.039889571,0.025417877,0.037497241,Terrestrial,1,0.409201551,0.17505256,0.228932269,0.152457485,0.180142477,0.129556071,32,30,NA,,0,,
Hylomyscus_parvus__MN845707.1,Hylomyscus_parvus,Rodentia,Muridae,Hylomyscus_parvus,Rodentia,Muridae,Hylomyscus_parvus,14.40467483,3.11262971,491928.8674,23.22961426,7.911837769,24.46176605,22.25073853,5533.568848,14.5,NA,NA,1984,0.002981,0.119205667,0.0250072,0.00977195,0.00292347,0.00977195,10.75847853,0.553965244,5.29488379,0.390525352,0.000572493,0.000573453,0.000479158,0.000712475,0.000504669,0.000667606,0.021432261,0.021468232,0.017938103,0.026672742,0.018893164,0.024992996,Terrestrial,2,0.149913646,0.139495485,0.206156427,0.154957507,0.17914662,0.129575313,30,29,NA,1.710683948,0,,
Hylomyscus_stella__MN845728.1,Hylomyscus_stella,Rodentia,Muridae,Hylomyscus_stella,Rodentia,Muridae,Hylomyscus_stella,28.25759075,0.24094148,89591.25502,21.39253235,5.153414307,22.18459778,20.70725403,5360.733887,20.05,NA,NA,1984,0.001397667,0.067176333,0.020805939,0.01098571,0.00305985,0.01098571,10.75847853,0.553965244,3.0270993,0.3585584,0.000463676,0.000462564,0.000364053,0.000571131,0.000368077,0.000567409,0.022845515,0.022790706,0.017937062,0.028139852,0.018135284,0.027956475,Terrestrial,2,0.261600374,0.231426112,0.218565078,0.165202399,0.180142477,0.12994571,31,30,NA,1.710683948,0,,
Hylomyscus_walterverheyeni__MN845745.1,Hylomyscus_walterverheyeni,Rodentia,Muridae,Hylomyscus_walterverheyeni,Rodentia,Muridae,Hylomyscus_walterverheyeni,13.37660589,0.99343131,253573.0467,23.37497406,7.697476807,24.45136871,22.28983765,5356.38623,18,NA,NA,1984,0.001717,0.069728333,0.024624137,0.01133459,0.00309891,0.01133459,10.75847853,0.553965244,3.0270993,0.3585584,0.000571529,0.000570157,0.000448733,0.000703978,0.000453692,0.00069939,0.023293226,0.023237342,0.018288581,0.028691317,0.018490687,0.028504346,Terrestrial,2,0.261600374,0.231426112,0.210715861,0.148101397,0.180142477,0.129933626,31,30,NA,,0,,
Hylopetes_alboniger_NC_031847.1,Hylopetes_alboniger,Rodentia,Sciuridae,Hylopetes_alboniger,Rodentia,Sciuridae,Hylopetes_alboniger,102.3445664,23.52147471,1367457.351,18.03024139,41.75661133,22.964328,11.53534775,4510.964844,255.38,NA,NA,2286,0.001610667,0.047721333,0.033751502,0.00716185,0.00198257,0.00716185,24.43528296,1.028454068,4.05836586,0.516846182,0.000398111,0.000396463,0.000295644,0.000523192,0.000309065,0.00051888,0.011848671,0.011799643,0.008799026,0.015571365,0.009198481,0.015443046,Terrestrial,2,0.192397553,0.157751075,0.191236559,0.118208463,0.199651134,0.140614517,23,22,NA,3.792113049,0,,
Hylopetes_phayrei_KC447305.1,Hylopetes_phayrei,Rodentia,Sciuridae,Hylopetes_phayrei,Rodentia,Sciuridae,Hylopetes_phayrei,100.006726,19.96155175,1057559.869,23.23986664,28.9919458,26.45346985,18.34026489,4691.458496,227,NA,NA,2286,0.002417667,0.020824667,0.116096296,0.00695086,0.00213179,0.00695086,24.43528296,1.028454068,4.05836586,0.516846182,0.00059316,0.000590705,0.000440491,0.000779522,0.000460488,0.000773099,0.00671847,0.00669067,0.004989251,0.008829323,0.005215751,0.008756563,Terrestrial,2,0.156023712,0.161894227,0.20102378,0.131483331,0.200121594,0.140506469,24,22,NA,3.792113049,7.37E-05,,
Hyperoodon_ampullatus_MN536254.1,Hyperoodon_ampullatus,Cetartiodactyla,Ziphiidae,Hyperoodon_ampullatus,Cetartiodactyla,Ziphiidae,Hyperoodon_ampullatus,-28.86856162,47.54041232,24421371.06,13.70143127,8.689427376,17.67942429,10.6360054,2239.678223,5800000,11.00547945,36.74657534,1567,0.004092333,0.098805333,0.041418142,0.00662184,0.00231524,0.00662184,14.55383976,1.546372326,10.15495644,0.681336707,0.000396979,0.000394365,0.000327886,0.00046,0.000355515,0.000450869,0.010265038,0.010197458,0.008478452,0.011894629,0.009192865,0.011658532,Marine,1,0.169636915,0.209869301,0.201461161,0.184653169,0.202257206,0.204724281,26,24,10000,17.7,0,,
Hypsignathus_monstrosus_MN816326.1,Hypsignathus_monstrosus,Chiroptera,Pteropodidae,Hypsignathus_monstrosus,Chiroptera,Pteropodidae,Hypsignathus_monstrosus,13.95095947,1.76078912,2860674.044,24.00474243,8.107385254,25.17532959,22.8925827,5432.480469,335.08,NA,NA,1863,0.003259667,0.077812333,0.041891388,0.01215914,0.00307959,0.01215914,14.47081702,0.993476686,4.89901102,0.470008738,0.000664262,0.000654179,0.000542027,0.000826425,0.000561384,0.000799473,0.016345296,0.016097185,0.013337485,0.020335584,0.013813799,0.019672396,Terrestrial,2,0.129190541,0.099572416,0.233931159,0.129205462,0.248452993,0.095248211,19,19,NA,6.437963674,0.000201113,,
Hypsiprymnodon_moschatus__KJ868115.1,Hypsiprymnodon_moschatus,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon_moschatus,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon_moschatus,145.5794197,-17.26805406,10503.39232,21.8053421,24.02438965,24.60717773,18.13742371,4881.843262,520,1,6,2607,0.008305,0.628278,0.013218671,0.0041363,0.00135789,0.0041363,22.08363611,1.582003982,22.08363521,1.582003893,0.000367907,0.000366848,0.000309271,0.000433303,0.000316215,0.000417786,0.027082271,0.027004323,0.02276599,0.031896229,0.023277169,0.03075395,Terrestrial,2,0.023146202,0.027427983,0.075553736,0.074460761,0.068397735,0.084738243,13,13,NA,2.45,0,,
Hypsugo_alaschanicus_KT380130.1,Hypsugo_alaschanicus,Chiroptera,Vespertilionidae,Hypsugo_alaschanicus,Chiroptera,Vespertilionidae,Pipistrellus_alaschanicus,116.2282727,38.06952042,2990994.153,9.640662384,107.0801367,23.4359787,-6.035061264,2617.969238,5.12,NA,NA,1815,0.007543333,0.180101,0.041883906,0.00687329,0.00328971,0.00687329,26.6295509,0.911787259,13.11396784,0.730025748,0.000553961,0.000549369,0.00048004,0.000661162,0.000496516,0.000616812,0.013942296,0.013826724,0.012081824,0.016640363,0.012496496,0.015524154,Terrestrial,2,0.239246729,0.207565024,0.255314016,0.118500269,0.193642016,0.150437825,39,32,NA,5.166976096,0.000186523,,
Hystrix_brachyura_MT240946.1,Hystrix_brachyura,Rodentia,Hystricidae,Hystrix_brachyura,Rodentia,Hystricidae,Hystrix_brachyura,106.3271012,18.83583887,5786235.96,20.95410461,39.29063721,25.89492188,15.02705994,4349.131836,8450,NA,27.3,2247,0.010149333,0.311874,0.032543057,0.00402886,0.00154002,0.00402886,28.89621051,2.732498457,28.89621051,2.732498457,0.000348046,0.000340219,0.000281221,0.000465942,0.000295903,0.000429889,0.012608835,0.012325287,0.010187944,0.01687992,0.010719813,0.015573812,Terrestrial,2,0.287929859,0.079189343,0.129164137,0.084144026,0.32159302,0.089875156,19,16,NA,7.433693288,0.000808677,,
Ictidomys_tridecemlineatus_KP698974.1,Ictidomys_tridecemlineatus,Rodentia,Sciuridae,Ictidomys_tridecemlineatus,Rodentia,Sciuridae,Ictidomys_tridecemlineatus,-99.96793812,43.52927404,3679544.744,8.416210938,99.99707031,21.75813446,-5.50823822,2483.496826,140,NA,NA,2252,0.001971333,0.073847667,0.026694592,0.00834806,0.00257142,0.00834806,24.82562313,1.05349449,6.05200487,0.542143957,0.000338019,0.000334656,0.000274159,0.000447954,0.000288763,0.000400544,0.012765985,0.012638979,0.010354193,0.01691791,0.010905733,0.015127381,Terrestrial,2,0.326687892,0.463896895,0.287452223,0.352510532,0.283699381,0.362571065,28,28,NA,3,3.86E-06,,
Idiurus_macrotis_KX529110.1,Idiurus_macrotis,Rodentia,Anomaluridae,Idiurus_macrotis,Rodentia,Anomaluridae,Idiurus_macrotis,12.6011056,3.24996786,619575.855,23.78183289,7.985253906,24.95363159,22.68014984,5481.655273,30,NA,NA,2169,0.017656,0.535373667,0.032978835,0.00528692,0.00246631,0.00528692,30.01397488,2.208880606,23.15417802,1.868351827,0.000745954,0.000750848,0.000593122,0.000913421,0.000614457,0.00087039,0.02304439,0.023195555,0.018323016,0.028217865,0.018982099,0.026888514,Terrestrial,2,0.108746067,0.026578745,0.098970838,0.055637599,0.083363524,0.074091219,15,13,NA,1.966510256,0,,
Indopacetus_pacificus__KY364702.1,Indopacetus_pacificus,Cetartiodactyla,Ziphiidae,Indopacetus_pacificus,Cetartiodactyla,Ziphiidae,Indopacetus_pacificus,22.59263669,6.93011918,107042398.7,27.03381348,4.801129341,28.75561142,25.2636528,5357.206543,2200000,NA,NA,1567,0.004078667,0.147329,0.027684072,0.00608376,0.00204701,0.00608376,14.55383976,1.546372326,10.82193852,0.735389479,0.000366773,0.000367112,0.000306082,0.000430402,0.000324246,0.000421116,0.01383438,0.013847199,0.011545184,0.016234433,0.012230307,0.01588416,Marine,2,0.028499141,NA,0.12584567,NA,0.08523248,NA,16,NA,NA,17.7,0,,
Indri_indri_KJ944181.1,Indri_indri,Primates,Indriidae,Indri_indri,Primates,Indriidae,Indri_indri,48.93683845,-17.18276397,30054.878,19.96461945,21.48353027,22.45793915,16.791185,4680.168457,8000,NA,NA,2531,0.008240333,0.228926,0.03599562,0.00412909,0.00156536,0.00412909,26.43589912,2.460377282,21.42356542,2.055423779,0.000378301,0.000378545,0.000292993,0.00047488,0.000309322,0.000459715,0.010777677,0.010784624,0.008347273,0.013529183,0.008812481,0.013097129,Terrestrial,6,0.0545421,0.060063384,0.18485294,0.135196432,0.431852294,0.27434107,15,15,NA,11,0,,
Inia_geoffrensis_NC_005276.1,Inia_geoffrensis,Cetartiodactyla,Iniidae,Inia_geoffrensis,Cetartiodactyla,Iniidae,Inia_geoffrensis,-63.31719475,-2.89571792,676639.7255,25.48586578,6.224455566,26.43052979,24.59292908,5363.095215,129250,NA,31.3,1565,0.010809,0.212268667,0.050921317,0.00599973,0.00243563,0.00599973,21.60907567,1.042111706,18.36759214,1.103556415,0.000584638,0.000586513,0.000503681,0.000700158,0.00052251,0.0006477,0.012357158,0.012396789,0.010646004,0.014798824,0.01104398,0.013690062,Terrestrial,5,0.139252206,0.27800063,0.197383266,0.162758983,0.20198501,0.209656782,24,24,NA,13.26052055,0,,
