Seq.Names,Species.NCBI,Order.IUCN,Family.IUCN,Species.IUCN,Order.Vertlife,Family.Vertlife,Species.Vertlife,Lon,Lat,RangeSize,AnnualTemp,TempRange,TempWarmQuarter,TempColdQuarter,UV,BodyMass,AFR,MaxLongevity,Clade,dN,dS,W,MolRateAll,MolRate12nd,MolRate3rd,Clade.Age,Clade.Age.SD,Tip.Age,Tip.Age.SD,dN.Mean,dN.Mid,dN.Min,dN.Max,dN.QL,dN.QU,dS.Mean,dS.Mid,dS.Min,dS.Max,dS.QL,dS.QU,Habitat,IUCN.Categories,Div.Rate,Div.Rate.DNA,ClaDS.Rate,ClaDS.Rate.DNA,BAMM.Lambda,BAMM.Lambda.DNA,NTR,NTR.DNA,Population,Generation,Island,X,Notes
Eschrichtius_robustus_AP006471.1,Eschrichtius_robustus,Cetartiodactyla,Eschrichtiidae,Eschrichtius_robustus,Cetartiodactyla,Balaenopteridae,Eschrichtius_robustus,-5.14686048,52.9207919,3955587.576,7.430289268,13.95884514,14.28461742,2.503181934,1720.423218,28500000,9.066986301,76.47260274,1579,0.003970333,0.068698667,0.057793455,0.00824365,0.00237745,0.00824365,16.8108213,1.804620898,3.999534996,0.585629226,0.000992699,0.000540081,0.000450243,0.000748713,0.000479854,0.000635308,0.017176663,0.009345027,0.007790546,0.012954978,0.008302907,0.010992726,Marine,2,0.150622251,0.143927482,0.171374082,0.13357155,0.213322801,0.204580259,21,20,26000,28.61461507,0,,
Eubalaena_australis_AP006473.1,Eubalaena_australis,Cetartiodactyla,Balaenidae,Eubalaena_australis,Cetartiodactyla,Balaenidae,Eubalaena_australis,10.79059478,-48.64599459,86853023.87,8.106311798,5.266409874,10.27359104,6.387417316,2090.502686,2.30E+07,8.5,70,1579,0.000101,0.006600667,0.015301485,0.00598084,0.00189146,0.00598084,16.8108213,1.804620898,11.37556788,0.302004008,8.88E-06,0.000102425,4.25E-05,0.000200336,6.43E-05,0.000178176,0.000580249,0.006693784,0.002780468,0.01309256,0.004205455,0.01164439,Marine,2,0.091912586,0.147689739,0.167431135,0.147991846,0.22470773,0.207661671,19,19,7500,27,0,,
Eubalaena_japonica_AP006474.1,Eubalaena_japonica,Cetartiodactyla,Balaenidae,Eubalaena_japonica,Cetartiodactyla,Balaenidae,Eubalaena_japonica,36.1435635,51.74081763,5990003.22,7.831564426,12.86858845,14.2703886,3.244096041,1616.453735,2.30E+07,NA,NA,1579,0.000301,0.008316667,0.036192385,0.00615257,0.00190063,0.00615257,16.8108213,1.804620898,9.649150868,0.302004016,3.12E-05,0.000305246,0.000126793,0.00059704,0.000191775,0.000531001,0.000861907,0.008433996,0.003503316,0.016496282,0.005298764,0.014671626,Marine,5,0.183469275,0.115668587,0.207845273,0.162165059,0.228018695,0.206841272,21,19,2108,26.5875,0,,
Euchoreutes_naso_KP981634.1,Euchoreutes_naso,Rodentia,Dipodidae,Euchoreutes_naso,Rodentia,Dipodidae,Euchoreutes_naso,92.55552096,40.50032054,1674821.34,7.809176636,115.2162793,22.45753479,-9.337537384,3228.284912,24.14,NA,NA,2164,0.011769667,0.530616667,0.02218111,0.00722423,0.00275273,0.00722423,55.1138702,1.911016398,4.17497169,1.581736209,0.002819101,0.000554881,0.000469496,0.000656199,0.000481156,0.000648269,0.127094674,0.02501594,0.021166461,0.029583693,0.02169216,0.029226177,Terrestrial,2,0.042880797,0.053842765,0.11075316,0.094763168,0.122858144,0.084721928,18,18,NA,1.989581199,0,,
Eudorcas_rufifrons_JN632634.1,Eudorcas_rufifrons,Cetartiodactyla,Bovidae,Eudorcas_rufifrons,Cetartiodactyla,Bovidae,Eudorcas_rufifrons,11.5057793,13.25097937,2198020.734,27.94226379,29.89486572,32.32929382,23.28451385,5772.681152,26999.77,1.123287671,13.83334247,1432,0.00173,0.088253333,0.019602659,0.01565471,0.00358414,0.01565471,22.37815657,0.805868776,2.747064304,0.399512127,0.000629763,0.000465019,0.000382996,0.000642941,0.000393837,0.000590755,0.032126417,0.023722227,0.019537968,0.032798652,0.020091024,0.030136462,Terrestrial,4,0.411276057,0.297835235,0.341786922,0.275910296,0.29180815,0.269600402,30,29,25000,5,0,,
Eulemur_fulvus_fulvus_AB371086.1,Eulemur_fulvus,Primates,Lemuridae,Eulemur_fulvus,Primates,Lemuridae,Eulemur_fulvus,48.21419894,-16.70829706,48582.69104,22.06151886,17.96664185,24.08242798,19.30782166,4883.958984,3150,2.66,36.25,2523,0.001471,0.041219333,0.035687137,0.00516237,0.00188882,0.00516237,37.01184741,2.143426453,2.747064304,0.565780514,0.000535481,0.000278287,0.000216665,0.000362678,0.000222033,0.000342879,0.015004867,0.00779795,0.006071226,0.010162695,0.006221642,0.009607903,Terrestrial,4,1.246005386,1.36449568,0.357537186,0.374334687,0.431869661,0.277004989,24,24,NA,8,5.17E-06,,
Eulemur_macaco_macaco_AB371088.1,Eulemur_macaco,Primates,Lemuridae,Eulemur_macaco,Primates,Lemuridae,Eulemur_macaco,48.48791608,-13.82810694,7963.782085,23.7143692,11.20852173,24.83599091,21.8593811,5098.324707,2040,2.38,33.1,2523,0.002816667,0.043316667,0.06502501,0.0042602,0.00181554,0.0042602,37.01184741,2.143426453,2.691406334,0.6564737,0.001046541,0.000388558,0.000315717,0.000510936,0.0003335,0.000474969,0.016094436,0.005975511,0.004855313,0.007857524,0.005128789,0.007304404,Terrestrial,5,0.186093469,0.203052415,0.233896725,0.22824555,0.43186641,0.276738831,19,19,NA,11.2888,0.007060943,,
Eulemur_mongoz_NC_010300.1,Eulemur_mongoz,Primates,Lemuridae,Eulemur_mongoz,Primates,Lemuridae,Eulemur_mongoz,46.59474314,-16.07307676,6404.685979,26.75773926,12.15010864,28.1036377,24.66484985,5274.643555,1600,2.51,33.1,2523,0.003500333,0.038851,0.090096351,0.0066147,0.00227913,0.0066147,37.01184741,2.143426453,1.095331183,0.556064161,0.003195685,0.000719499,0.00054828,0.00103316,0.000577362,0.000898556,0.035469637,0.007985885,0.006085487,0.011467278,0.006408273,0.009973275,Terrestrial,6,0.270263326,0.253980145,0.266502805,0.224947179,0.43186641,0.276794624,21,20,NA,11.3811,0,,
Eulemur_rubriventer_KJ944203.1,Eulemur_rubriventer,Primates,Lemuridae,Eulemur_rubriventer,Primates,Lemuridae,Eulemur_rubriventer,48.69418892,-16.99525477,51229.15632,19.57517242,19.76474121,21.80622406,16.6006424,4687.143555,1400,NA,20,2523,0.001841333,0.036585667,0.050329364,0.00594364,0.00198859,0.00594364,37.01184741,2.143426453,1.095331183,0.556064161,0.001681075,0.000378489,0.00028842,0.000543489,0.000303718,0.000472681,0.033401465,0.007520242,0.005730653,0.010798641,0.006034618,0.009391751,Terrestrial,4,0.270263326,0.253980145,0.278326457,0.256168014,0.43186641,0.276794268,21,20,NA,8,0,,
Eumetopias_jubatus_AB300606.1,Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias_jubatus,0.94452293,54.59263257,6482213.657,5.29842577,37.87948488,12.94668398,-0.944948244,1330.877808,310000,6.630136986,31.4,1664,0.002831333,0.043323667,0.06535304,0.00533151,0.00199797,0.00533151,28.38310186,1.200543955,5.998132454,0.638517937,0.000472036,0.000429237,0.000345844,0.000557957,0.000356396,0.000519853,0.007222859,0.006567974,0.005291936,0.008537588,0.005453392,0.007954537,Terrestrial&Marine,3,0.214816011,0.207516581,0.274514918,0.227612146,0.292368744,0.238330919,20,20,81327,10,0,,
Euphractus_sexcinctus_flavimanus_KX151979.1,Euphractus_sexcinctus,Cingulata,Chlamyphoridae,Euphractus_sexcinctus,Cingulata,Dasypodidae,Euphractus_sexcinctus,-51.6167749,-16.13807327,7716332.833,23.6131546,19.73246948,26.17998047,20.66080475,4925.213379,4782.89,0.750684932,20.4650137,2550,0.00424,0.066944,0.06333652,0.00356242,0.00152688,0.00356242,42.512998,1.905203395,5.998132454,0.97861407,0.000706887,0.000440207,0.000321914,0.000573029,0.000356749,0.000542471,0.011160807,0.006950292,0.005082603,0.009047369,0.00563259,0.008564898,Terrestrial,2,0.06326009,0.071258812,0.064644176,0.045732072,0.072226136,0.072569914,12,12,NA,5,0.000911335,,
Euryzygomatomys_spinosus__KU892755.1,Euryzygomatomys_spinosus,Rodentia,Echimyidae,Euryzygomatomys_spinosus,Rodentia,Echimyidae,Euryzygomatomys_spinosus,-48.81441057,-24.70832238,807543.6606,20.02635956,27.87757568,23.48389893,15.85243683,4161.229492,187.5,NA,NA,2228,0.004577333,0.157576333,0.029048355,0.00422942,0.0017015,0.00422942,35.57111551,1.051864528,6.514825017,1.303285787,0.000702603,0.000381525,0.000263459,0.000466713,0.000316106,0.000452474,0.024187347,0.013134122,0.009069675,0.016066746,0.010882078,0.015576596,Terrestrial,2,0.078025208,0.091244187,0.15624929,0.120226914,0.172643284,0.135752174,23,23,NA,2.024683805,0,,
Exilisciurus_exilis_KY117546.1,Exilisciurus_exilis,Rodentia,Sciuridae,Exilisciurus_exilis,Rodentia,Sciuridae,Exilisciurus_exilis,114.1252295,0.69156848,692681.0542,25.56618652,2.978384094,26.0077301,25.13648682,5596.888672,19,NA,NA,2269,0.013497,0.554503333,0.024340701,0.00523663,0.00194362,0.00523663,37.08277013,1.192510283,4.273996764,1.19251029,0.003157934,0.00055503,0.000477159,0.000616591,0.000501255,0.000603503,0.129738829,0.02280254,0.019603354,0.025331688,0.020593292,0.024793974,Terrestrial,1,0.069645166,0.065799538,0.133248652,0.102429605,0.196406961,0.132133767,20,19,NA,3.395339367,0.001240001,,
Felis_chaus_KP202274.1,Felis_chaus,Carnivora,Felidae,Felis_chaus,Carnivora,Felidae,Felis_chaus,74.82931805,26.40702856,7003357.018,22.01314545,56.37492676,29.40551453,13.65564575,4392.989746,7392.98,1.218136986,14.66665753,1721,0.001302333,0.045603667,0.028557645,0.01061862,0.0028724,0.01061862,13.48995909,0.497377968,4.273996764,0.375540795,0.000304711,0.000352814,0.000287537,0.000461374,0.000298304,0.000442158,0.010670028,0.012354459,0.010068662,0.016155896,0.010445671,0.015483007,Terrestrial,2,0.805486643,0.408426847,0.367550775,0.320090896,0.304747294,0.246140254,23,21,NA,5.215841279,0.000392074,,
Felis_margarita_KP202276.1,Felis_margarita,Carnivora,Felidae,Felis_margarita,Carnivora,Felidae,Felis_margarita,18.88949392,25.07564547,1896476.688,24.4753418,70.78758789,33.46204224,14.0067627,4974.566895,2524.99,1,13.9,1721,0.000863667,0.012276333,0.070352168,0.0133068,0.00302238,0.0133068,13.48995909,0.497377968,14.43551947,0.276483404,5.98E-05,0.00058338,0.000371975,0.000863147,0.000394337,0.00080309,0.000850425,0.00829228,0.005287334,0.012268947,0.005605181,0.011415283,Terrestrial,2,0.386079214,0.688020541,0.35225689,0.313302068,0.304747294,0.246163344,22,22,27264,4.741,0,,
Felis_nigripes_KP202277.1,Felis_nigripes,Carnivora,Felidae,Felis_nigripes,Carnivora,Felidae,Felis_nigripes,22.9938396,-25.70505794,1948137.93,19.24007416,46.14377441,24.5555603,11.82187271,4717.905273,1299.99,0.962547945,13.2,1721,0.001746,0.055152333,0.031657772,0.01363195,0.00302125,0.01363195,13.48995909,0.497377968,7.473010957,0.34745096,0.000233641,0.000534689,0.00043965,0.000701505,0.000448242,0.000666277,0.007380202,0.016889664,0.013887574,0.022159018,0.014158988,0.021046231,Terrestrial,4,0.429894146,0.688020541,0.361394927,0.297352758,0.304747294,0.246162951,22,22,9707,4.617477534,0,,
Felis_silvestris_bieti_KP202273.1,Felis_silvestris,Carnivora,Felidae,Felis_silvestris,Carnivora,Felidae,Felis_silvestris,32.31356441,14.7738976,29179625.77,20.30667725,50.57124512,27.06679688,13.02563629,4677.120117,5099.99,1,25,1721,0.000674667,0.008915333,0.075674867,0.01275479,0.00299801,0.01275479,13.48995909,0.497377968,6.325771048,0.276483312,0.000106654,0.000455716,0.000290574,0.000674261,0.000308042,0.000627346,0.001409367,0.006022032,0.003839774,0.00890997,0.0040706,0.00829002,Terrestrial,2,0.639891264,0.382463071,0.358715226,0.303055214,0.304747294,0.245950012,23,21,10000,7.96,0.000388467,,
Feresa_attenuata__JF289171.1,Feresa_attenuata,Cetartiodactyla,Delphinidae,Feresa_attenuata,Cetartiodactyla,Delphinidae,Feresa_attenuata,-8.39284384,0.48939515,208135368.9,25.55818176,5.521304131,27.69400597,23.52573776,5104.348145,170000,NA,NA,1529,0.001279333,0.018996333,0.06734633,0.00950718,0.00265682,0.00950718,11.01658221,0.639758809,3.590780008,0.380164277,0.000356283,0.000340128,0.000273199,0.000492269,0.000294767,0.000448463,0.005290308,0.005050432,0.004056621,0.007309509,0.004376889,0.006659056,Marine,2,0.756578033,0.659786878,0.41481078,0.41716402,0.472094646,0.505948096,31,29,NA,19.56739456,0,,
Fukomys_damarensis_NC_027742.1,Fukomys_damarensis,Rodentia,Bathyergidae,Fukomys_damarensis,Rodentia,Bathyergidae,Fukomys_damarensis,22.26627305,-21.46810299,877817.0977,21.37814636,42.29672852,25.9245697,14.16992493,5082.876465,200,NA,NA,2246,0.000591,0.000115667,5.109510086,0.00583018,0.00172574,0.00583018,1.044279697,0.357610844,3.590780008,0.357610844,0.000164588,0.000426553,0.000214769,0.000817247,0.00026835,0.000718525,3.22E-05,8.35E-05,4.20E-05,0.000159946,5.25E-05,0.000140625,Terrestrial,2,0.347110994,0.333060938,0.200254917,0.123890445,0.33557189,0.103179134,24,23,NA,6,0,,
Furipterus_horrens_MK033190.1,Furipterus_horrens,Chiroptera,Furipteridae,Furipterus_horrens,Chiroptera,Furipteridae,Furipterus_horrens,-58.12936694,-4.43237665,9816319.151,24.64819641,8.216179199,25.83078918,23.45872803,5359.132813,3.18,NA,NA,1832,0.016747,0.581817333,0.028783948,0.00397243,0.00179629,0.00397243,59.82266341,2.717266927,7.768572761,2.79055962,0.002155737,0.000441958,0.000349366,0.000520482,0.000378383,0.000494172,0.074893723,0.01535431,0.012137538,0.018082358,0.013145627,0.017168319,Terrestrial,2,0.051655045,0.02410781,0.08183315,0.053515485,0.069395616,0.075248093,17,16,NA,5.672687748,0.001753142,,
Galago_senegalensis_AB371092.1,Galago_senegalensis,Primates,Galagidae,Galago_senegalensis,Primates,Galagidae,Galago_senegalensis,17.75883208,8.39659057,7758268.689,25.5651947,20.25594116,28.73955994,22.74966125,5766.987305,227.67,1.4,17.05,2537,0.006908,0.158597667,0.043556757,0.00491778,0.00185133,0.00491778,43.28640165,1.321000765,5.987759627,1.019253298,0.001153687,0.00047513,0.000387898,0.000565036,0.000410567,0.000549975,0.02648698,0.010908292,0.008905578,0.012972414,0.009426024,0.012626635,Terrestrial,2,0.489996556,0.421988928,0.202090141,0.149048699,0.395033373,0.224557313,19,19,NA,5.9385,0.000187,,
Galemys_pyrenaicus_AY833419.1,Galemys_pyrenaicus,Eulipotyphla,Talpidae,Galemys_pyrenaicus,Eulipotyphla,Talpidae,Galemys_pyrenaicus,-4.82839209,42.29931143,163324.6756,11.03714447,50.28371094,18.49512024,4.635137177,2503.60083,60.17,2,5,1956,0.015300333,0.606211667,0.025239259,0.00603108,0.00283591,0.00603108,50.56223932,4.221668442,1.45051033,1.819023643,0.010548242,0.000692598,0.000544617,0.000841109,0.000580028,0.000798882,0.41792992,0.027441304,0.021578161,0.033325437,0.022981193,0.031652349,Terrestrial,4,0.04593839,0.043928643,0.082445066,0.0742058,0.066988819,0.074907334,14,15,NA,2,0,,
Gazella_bennettii_JN632635.1,Gazella_bennettii,Cetartiodactyla,Bovidae,Gazella_bennettii,Cetartiodactyla,Bovidae,Gazella_bennettii,68.2703571,26.69760761,2764528.242,24.40218048,65.01504395,32.98460083,14.62144623,4616.881348,18916.67,1.249315068,17.1750137,1432,0.001068333,0.024640333,0.043357097,0.01294746,0.00315239,0.01294746,22.37815657,0.805868776,1.45051033,0.329122413,0.000736522,0.000470486,0.000304507,0.000652348,0.000349515,0.000629387,0.016987355,0.010851419,0.007023231,0.015045924,0.008061308,0.014516347,Terrestrial,2,0.569149382,0.501922395,0.396697393,0.329227304,0.294808666,0.270154207,32,32,70000,5.867763699,1.23E-05,,
Gazella_cuvieri_JN632636.1,Gazella_cuvieri,Cetartiodactyla,Bovidae,Gazella_cuvieri,Cetartiodactyla,Bovidae,Gazella_cuvieri,-2.3388308,32.49266327,152444.4599,17.62934265,67.5407373,27.83166809,8.727012634,3840.348145,25000,0.493150685,17.9,1432,0.000723333,0.008586,0.084245671,0.01275936,0.00318264,0.01275936,22.37815657,0.805868776,3.310719716,0.227777915,0.000218482,0.000677398,0.000440344,0.001133954,0.000462824,0.001026033,0.002593394,0.008040751,0.005226901,0.013460085,0.005493746,0.012179054,Terrestrial,4,1.436726936,0.62706687,0.418464621,0.370333116,0.294808666,0.270385718,33,32,4560,5.541136986,0,,
Gazella_dorcas_JN632637.1,Gazella_dorcas,Cetartiodactyla,Bovidae,Gazella_dorcas,Cetartiodactyla,Bovidae,Gazella_dorcas,11.40722919,23.36732193,9905633.095,25.0898819,62.87853027,32.84926147,15.69103241,5115.157227,23000.11,2.291643836,19.51334247,1432,0.000743333,0.026176667,0.028396791,0.01384142,0.00318325,0.01384142,22.37815657,0.805868776,3.310719716,0.217945042,0.000224523,0.000541172,0.000378343,0.000788152,0.000401977,0.000718843,0.007906639,0.019057513,0.013323432,0.027754952,0.01415573,0.025314234,Terrestrial,4,0.551297324,0.743597261,0.409738397,0.357509309,0.294550013,0.270548594,33,33,4.00E+05,6,1.50E-05,,
Gazella_gazella_JN632640.1,Gazella_gazella,Cetartiodactyla,Bovidae,Gazella_gazella,Cetartiodactyla,Bovidae,Gazella_gazella,35.13802661,32.08802979,14514.13385,19.27384338,55.38004883,26.40370789,11.59789276,3931.866455,22749.93,1.5,18.26665753,1432,0.000619333,0.029535333,0.020969235,0.01439845,0.00322517,0.01439845,22.37815657,0.805868776,5.692424549,0.217945042,0.0001088,0.000450896,0.000315229,0.000656675,0.000334921,0.000598928,0.005188533,0.021502737,0.01503293,0.031316125,0.015972018,0.028562243,Terrestrial,5,0.658204467,1.086449156,0.394876653,0.377298883,0.294550013,0.270652996,33,33,2500,6,0,,
Gazella_spekei_JN632642.1,Gazella_spekei,Cetartiodactyla,Bovidae,Gazella_spekei,Cetartiodactyla,Bovidae,Gazella_spekei,48.212192,8.43589058,174000.2578,25.97840271,15.35618164,27.82736511,23.64854889,6152.575684,20000,1.375342466,12.67,1432,0.000646667,0.024591333,0.026296527,0.01192718,0.00287846,0.01192718,22.37815657,0.805868776,5.318729805,0.291495561,0.000121583,0.000342459,0.00023809,0.000518011,0.000258878,0.000474185,0.004623535,0.013022959,0.00905406,0.019698849,0.009844582,0.018032223,Terrestrial,5,0.362702709,0.408585709,0.366178583,0.341274547,0.294550013,0.270516136,31,31,NA,6,0,,
Gazella_subgutturosa_JN632643.1,Gazella_subgutturosa,Cetartiodactyla,Bovidae,Gazella_subgutturosa,Cetartiodactyla,Bovidae,Gazella_subgutturosa,76.30804414,39.84515935,7107547.319,10.70189362,110.1037402,25.03789978,-4.97630806,3257.196289,28500,1.592273973,18.76665753,1432,0.000227,0.009301667,0.024404229,0.01249045,0.0031176,0.01249045,22.37815657,0.805868776,4.344020489,0.227777876,5.23E-05,0.000212584,0.000138191,0.000355863,0.000145246,0.000321995,0.002141258,0.008710966,0.005662581,0.01458202,0.005951665,0.013194212,Terrestrial,4,0.569149382,0.501922395,0.40474757,0.34938335,0.294808666,0.270325897,32,32,49000,6.838757992,0,,
Genetta_servalina_KJ624980.1,Genetta_servalina,Carnivora,Viverridae,Genetta_servalina,Carnivora,Viverridae,Genetta_servalina,21.50329696,0.27990922,3171148.458,23.26220093,7.185614624,24.34364777,22.32272186,5437.008789,1054.99,2,16,1753,0.004558,0.171137333,0.026633581,0.00526726,0.0017349,0.00526726,31.88352278,1.147138941,4.344020489,1.21321131,0.001049258,0.000363827,0.000265476,0.000432722,0.00030188,0.00042556,0.03939607,0.01366047,0.009967725,0.016247247,0.011334568,0.01597831,Terrestrial,2,0.353887182,0.853836057,0.277903793,0.339499729,0.315029033,0.24553224,20,24,NA,6.06,0.000501586,,
Geocapromys_ingrahami__MN695895.1,Geocapromys_ingrahami,Rodentia,Capromyidae,Geocapromys_ingrahami,Rodentia,Capromyidae,Geocapromys_ingrahami,-73.50484305,22.61250143,8.322721622,26.31394043,16.74204224,28.51158447,24.14043884,4750.097656,800,2,6,2236,0.004631667,0.172772333,0.026807919,0.0060608,0.00259201,0.0060608,36.96087105,1.13041938,4.697779275,0.800876616,0.000985927,0.000506134,0.000425727,0.000648332,0.000434895,0.000614511,0.036777448,0.018880026,0.015880633,0.024184332,0.016222622,0.02292276,Terrestrial,4,0.150688677,0.130163097,0.247801569,0.141271916,0.237337018,0.13625801,25,22,NA,3.16,1,,
Gerbilliscus_leucogaster__NC_042667.1,Gerbilliscus_leucogaster,Rodentia,Muridae,Gerbilliscus_leucogaster,Rodentia,Muridae,Gerbilliscus_leucogaster,25.27022725,-16.15272934,5765221.891,21.36281586,26.90919189,24.8162262,17.00179443,5244.246094,73.75,NA,NA,2082,0.013687,0.471009,0.029058893,0.0047521,0.00213612,0.0047521,38.05530651,1.329835621,4.257057519,1.329835603,0.003215132,0.000540033,0.000479674,0.000630553,0.000493259,0.000601936,0.110641916,0.0185841,0.016506973,0.021699149,0.016974468,0.020714344,Terrestrial,2,0.192556537,0.195322877,0.135867525,0.087329469,0.129490854,0.08180485,28,29,NA,1.869289863,1.89E-05,,
Giraffa_camelopardalis_JN632645.1,Giraffa_camelopardalis,Cetartiodactyla,Giraffidae,Giraffa_camelopardalis,Cetartiodactyla,Giraffidae,Giraffa_camelopardalis,28.4897248,-8.71113927,1791482.427,23.08671417,24.42994141,26.22554321,19.29366302,5453.075195,899994.8,5,37.36665753,1517,0.006648333,0.175753,0.037827709,0.00611184,0.00204025,0.00611184,27.64468558,1.482808925,4.257057519,1.210004408,0.00156172,0.00049197,0.000400357,0.000597497,0.000406279,0.000582611,0.041285089,0.013005557,0.010583688,0.015795217,0.010740255,0.015401687,Terrestrial,4,0.060662718,0.058493325,0.142541061,0.110735892,0.077564177,0.086246843,18,18,68293,14.38633333,0,,
Glaucomys_volans__MT259089.1,Glaucomys_volans,Rodentia,Sciuridae,Glaucomys_volans,Rodentia,Sciuridae,Glaucomys_volans,-85.87251166,37.06980221,3848743.428,13.34951172,79.8493457,23.84781189,2.092558861,2872.444092,63.87,1.028424658,15.5,2286,0.005469,0.309851,0.017650419,0.00628306,0.00167156,0.00628306,43.84709554,1.084356331,27.70358788,1.001895882,0.000197411,0.000350488,0.000296151,0.00039712,0.000310085,0.000391721,0.011184508,0.019857216,0.016778691,0.022499163,0.017568122,0.022193307,Terrestrial,2,0.113640934,0.11997534,0.15327116,0.122112321,0.198765616,0.140693173,21,20,NA,5.288337945,0.00110855,,
Glis_glis_NC_001892.1,Glis_glis,Rodentia,Gliridae,Glis_glis,Rodentia,Gliridae,Glis_glis,21.92741496,47.67882379,3715637.361,9.126461792,75.9430127,19.45775909,-1.018013954,2004.637329,128.09,0.874986301,8.75,2312,0.015627333,0.798951,0.019559814,0.0040356,0.00176498,0.0040356,42.02934946,2.645300094,2.476306023,2.645300094,0.006310744,0.000447127,0.000368549,0.000529338,0.000381828,0.00051183,0.322638233,0.022859446,0.01884216,0.027062548,0.019521068,0.02616745,Terrestrial,2,0.026368551,0.031208413,0.086082529,0.052309011,0.08033028,0.074835544,14,14,NA,3.158740274,0.003377779,,
Globicephala_macrorhynchus_MK790720.1,Globicephala_macrorhynchus,Cetartiodactyla,Delphinidae,Globicephala_macrorhynchus,Cetartiodactyla,Delphinidae,Globicephala_macrorhynchus,-9.84989754,-0.5775862,228614869,24.79250908,5.931453705,27.12551689,22.61035919,4923.143066,726000,10.74520548,62.56849315,1529,0.000794667,0.004029333,0.197220384,0.01075412,0.00328431,0.01075412,11.01658221,0.639758809,2.476306023,0.26709509,0.000320908,0.000526425,0.00034515,0.001051355,0.000386176,0.00073097,0.001627155,0.002669222,0.001750073,0.005330864,0.001958092,0.003706359,Marine,2,1.008256243,1.025834269,0.461667965,0.394729785,0.472094646,0.505964778,32,30,7.00E+05,23.7,0,,
Globicephala_melas_FJ590427.1,Globicephala_melas,Cetartiodactyla,Delphinidae,Globicephala_melas,Cetartiodactyla,Delphinidae,Globicephala_melas,-8.56712824,-28.71268931,133046654.2,10.55989647,6.366797924,13.26559258,8.405851364,2311.154297,8.00E+05,8.039808219,52.19178082,1529,0.001062333,0.004004,0.265318015,0.01090375,0.00338497,0.01090375,11.01658221,0.639758809,7.466950508,0.26709509,0.000142271,0.00070374,0.000461407,0.001405482,0.000516251,0.000977181,0.00053623,0.00265244,0.00173907,0.005297347,0.001945781,0.003683056,Marine,2,1.008256243,1.025834269,0.443390528,0.438562868,0.472094646,0.50604852,32,30,3.00E+06,24,0,,
Glyphonycteris_daviesi__KU743912.1,Glyphonycteris_daviesi,Chiroptera,Phyllostomidae,Glyphonycteris_daviesi,Chiroptera,Phyllostomidae,Glyphonycteris_daviesi,-64.14540005,-2.4931516,4708611.59,25.22311249,5.694944458,26.04733582,24.36275177,5360.438965,18.61,NA,NA,1832,0.010298,0.265971333,0.038718458,0.00793444,0.0025771,0.00793444,59.82266341,2.717266927,1.354361247,1.234769225,0.007603584,0.00047929,0.000401893,0.000552907,0.00043009,0.000532352,0.196381382,0.012378859,0.010379886,0.014280179,0.011108129,0.013749314,Terrestrial,2,0.10981754,0.065094991,0.145460711,0.080980005,0.126424307,0.079203017,28,28,NA,5.655551644,0.002127846,,
Golunda_ellioti__MN807614.1,Golunda_ellioti,Rodentia,Muridae,Golunda_ellioti,Rodentia,Muridae,Golunda_ellioti,77.22833338,22.32351326,2864575.376,25.72861938,44.36743652,31.77840271,18.82786713,4696.392578,60.88,NA,NA,2020,0.008096,0.353136667,0.022925968,0.00728394,0.00217378,0.00728394,37.8883594,0.924448354,1.354361247,1.239172018,0.005977726,0.000451507,0.000392761,0.000584526,0.000398638,0.000520821,0.26074038,0.019694136,0.017131692,0.025496251,0.017388064,0.022717505,Terrestrial,2,0.052096009,0.047842982,0.149876683,0.097831757,0.178059535,0.127678083,25,25,NA,1.710683948,3.54E-05,,
Gorilla_beringei_MH177690.1,Gorilla_beringei,Primates,Hominidae,Gorilla_beringei,Primates,Hominidae,Gorilla_beringei,28.0035766,-1.56947578,47439.34597,20.94762726,4.31589386,21.6090271,20.36898651,5177.887695,149325.19,NA,NA,2424,0.002028333,0.023912,0.084824914,0.00405109,0.00172895,0.00405109,25.50448341,1.691050671,8.559382123,0.575083266,0.000236972,0.000518935,0.000356417,0.000665424,0.000386439,0.000636523,0.00279366,0.006117715,0.004201799,0.007844671,0.004555721,0.007503969,Terrestrial,6,0.156741857,0.168413737,0.268818519,0.226847243,0.50664076,0.37209643,17,17,2600,20,0,,
Gorilla_gorilla_gorilla_KF914214.1,Gorilla_gorilla,Primates,Hominidae,Gorilla_gorilla,Primates,Hominidae,Gorilla_gorilla,13.38205161,0.77067237,696516.8495,23.58919067,7.128696289,24.58705444,22.57735291,5386.691406,131625.52,10,54.7,2424,0.001458,0.016122333,0.09043356,0.0039497,0.00166831,0.0039497,25.50448341,1.691050671,7.567000962,0.575083266,0.000192679,0.000373019,0.000256199,0.000478318,0.000277779,0.000457544,0.002130611,0.004124784,0.002833004,0.00528916,0.003071631,0.005059447,Terrestrial,6,0.156741857,0.168413737,0.272199705,0.226704933,0.50664076,0.372188874,17,17,250000,22,0.000125913,,
