"Seq.Names","Species.NCBI","Order.RD","Family.RD","Species.RD","Species.Vertlife","Backbone","Lon","Lat","RangeSize","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","UV","Habitat","Clade","dN","dS","W","MolRateAll","MolRate12nd","MolRate3rd","Clade.Age","Clade.Age.SD","Tip.Age","Tip.Age.SD","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU","Island","IUCN","IUCN.Categories","Length","BodyMass","Div.Rate","Div.Rate.DNA","ClaDS.Rate","ClaDS.Rate.DNA","BAMM.Lambda","BAMM.Lambda.DNA","NTR","NTR.DNA"
"Hypsiglena_catalinae__KJ486459.1","Hypsiglena_catalinae","Squamata","Colubridae","Hypsiglena_catalinae","Hypsiglena_catalinae","Serpentes",-113.56160153,28.25703224,144498.730381288,21.2480712890625,47.599765625,28.083203125,15.10009765625,4403.7001953125,"Terrestrial",435,0.001383,0.0126463333333333,0.109359761722765,0.0055294,0.00128436,0.0246192,49.93369948,2.18543803238888,3.67999435,0.680446961271014,0.000388390233103561,0.000388009954677494,0.000230019718827089,0.000660994445352535,0.000267057198217058,0.000548406909382646,0.00355149121564618,0.00354801389985766,0.00210333046820461,0.00604421987520603,0.0024420060359501,0.00501470468427771,0.025713663,"LC",2,371,13.6,0.42663113929907,NA,NA,NA,0.211824487,NA,39,NA
"Hypsiglena_chlorophaea_chlorophaea_NC_013977.1","Hypsiglena_chlorophaea","Squamata","Colubridae","Hypsiglena_chlorophaea","Hypsiglena_chlorophaea","Serpentes",-115.17620703,38.44647234,1174010.56363505,13.4564910888672,82.252451171875,25.2842056274414,2.46686477661133,3265.00073242188,"Terrestrial",435,0.00103533333333333,0.0433193333333333,0.0239000292402161,0.00534676,0.00119642,0.02536826,49.93369948,2.18543803238888,5.57275429,0.869568775590944,0.000190329812205126,0.00018970723950399,0.000132086447475458,0.000285660259636297,0.000139364090951911,0.000266625291612084,0.0079635807258705,0.0079375316907468,0.00552662283999215,0.0119522974957546,0.00583112637859899,0.0111558562934074,0,"LC",2,600,46.2,0.267302031633486,0.17893681205717,0.167900383707229,0.0851769092628659,0.211782263,0.124143096060683,38,37
"Hypsiglena_jani_jani_MT561500.1","Hypsiglena_jani","Squamata","Colubridae","Hypsiglena_jani","Hypsiglena_jani","Serpentes",-102.73551014,30.5408432,1515995.33750498,17.5793563842773,66.5322412109375,26.1747985839844,7.9560417175293,4045.12719726562,"Terrestrial",435,0.003556,0.118814666666667,0.0299289649987095,0.00522136,0.00126653,0.02376235,49.93369948,2.18543803238888,13.47905275,1.38391089695066,0.000266583600744522,0.0002641675271922,0.000217126586081929,0.00034186331658562,0.00022112739876206,0.000316473011683325,0.00890721081587742,0.00882648388287369,0.00725473086327214,0.0114224904402929,0.0073884078106809,0.0105741381867689,0,"LC",2,660,58.8,0.135319568057475,0.135319568057475,0.177352095772856,0.0814595945934478,0.211591599,0.124352411962145,36,36
"Hypsiglena_ochrorhyncha_ochrorhyncha_NC_013980.1","Hypsiglena_ochrorhyncha","Squamata","Colubridae","Hypsiglena_ochrorhynchus","Hypsiglena_ochrorhyncha","Serpentes",-116.2434766,31.56626615,266254.174418304,18.9799621582031,50.082978515625,26.1623077392578,12.450700378418,3986.46411132812,"Terrestrial",435,0.002646,0.068137,0.0388335265714663,0.00534779,0.0013738,0.02473204,49.93369948,2.18543803238888,8.58469961,1.00566135676036,0.000312354220006116,0.000310701022398131,0.00023005098854979,0.000397570403092214,0.000247610445682977,0.000380754856787474,0.00804341628441298,0.00800084488402927,0.0059240303124781,0.0102378135130364,0.00637620292422562,0.00980479730798493,0.015480539,"LC",2,660,58.8,0.228472083198059,0.228472083198059,0.171582865982679,0.0976338179605479,0.211765676,0.124267676896687,38,38
"Hypsiglena_slevini_NC_013987.1","Hypsiglena_slevini","Squamata","Colubridae","Hypsiglena_slevini","Hypsiglena_slevini","Serpentes",-111.63965503,25.71881283,57642.9861147956,22.8251373291016,43.0781884765625,28.8551300048828,17.1897827148438,4682.19140625,"Terrestrial",435,0.00423466666666667,0.105903333333333,0.0399861508923232,0.00425694,0.00125767,0.01854821,49.93369948,2.18543803238888,17.17540884,1.434886299637,0.000248212274271103,0.000248594660630968,0.000194472382755572,0.000299358373021175,0.000210045069806262,0.000280023032397752,0.00620745604995846,0.0062170190199201,0.00486349344499942,0.00748655137693305,0.00525294546033908,0.00700300044262356,0.005003175,"LC",2,560,38.8,0.108867699830803,0.108867699830803,0.176026407950226,0.0825105565513099,0.211452222,0.124238024487788,35,35
"Hypsiglena_torquata_NC_013992.1","Hypsiglena_torquata","Squamata","Colubridae","Hypsiglena_torquata","Hypsiglena_torquata","Serpentes",-109.20412111,33.76681245,2972567.26349201,16.1613265991211,70.8539306640625,25.8417022705078,6.35793952941895,3730.84423828125,"Terrestrial",435,0.00154266666666667,0.0367753333333333,0.0419484074470206,0.00490983,0.00127384,0.02215025,49.93369948,2.18543803238888,5.54694069,0.737058169245706,0.000282889875353265,0.000282599102128795,0.000208753275640207,0.000374523106165809,0.000214711888161537,0.000356117665910822,0.00674375721439592,0.00673682552754136,0.00497642910291302,0.00892818414236151,0.00511847531834696,0.00848942039958456,0.000966588,"LC",2,660,58.8,0.338866488048504,0.338866488048504,0.163817008754862,0.0758993945444026,0.211790815,0.124311127635179,39,39
"Hypsiglena_unaocularus_KJ486458.1","Hypsiglena_unaocularus","Squamata","Colubridae","Hypsiglena_unaocularus","Hypsiglena_unaocularus","Serpentes",-114.61732142,18.37613211,1250.07903060489,23.6032409667969,17.1985791015625,26.1461029052734,21.6153091430664,5070.03857421875,"Terrestrial",435,0.000628666666666667,0.0158873333333333,0.0395703075825605,0.00542802,0.00122853,0.02485371,49.93369948,2.18543803238888,3.67999435,0.680446961271014,0.000176549525098413,0.00017637666293607,0.000104559457630246,0.000300466503720145,0.00012139548706613,0.000249287884091509,0.00446166673660687,0.00445729825496233,0.00264237161695269,0.00759323144236985,0.00306784289742623,0.006299872286092,1,"DD",1,480,26.2,0.42663113929907,NA,NA,NA,0.211851427,NA,39,NA
"Iguana_delicatissima_MK923980.1","Iguana_delicatissima","Squamata","Iguanidae","Iguana_delicatissima","Iguana_delicatissima","Iguania",-61.38754534,15.45933641,2920.72918984626,25.4713455200195,9.24638793945313,26.5099060058594,24.0524215698242,5225.98974609375,"Terrestrial",554,0.00468433333333333,0.0967883333333333,0.0483977063351299,0.0042306,0.00067679,0.06853424,97.22128214,17.3069172292607,18.80832306,2.66144798674885,0.000253878449592928,0.000252342114112239,0.000172819995596921,0.000338826699534279,0.000190976944527325,0.000327098250458972,0.00524567110339789,0.00521392713044904,0.00357083028687824,0.00700088341352529,0.00394599163863066,0.00675854860133205,1,"CR",6,434,3472.3,0.0769186260759445,0.0769186260759445,0.110703812072812,0.0455637433903991,0.196777074,0.168883335029002,22,22
"Iguana_iguana_NC_002793.1","Iguana_iguana","Squamata","Iguanidae","Iguana_iguana","Iguana_iguana","Iguania",-61.29087679,10.87080669,5795.30376670017,26.1913482666016,5.81403259277344,26.8599822998047,25.2296646118164,5357.56884765625,"Terrestrial",554,0.00421566666666667,0.0939626666666667,0.0448653365875809,0.00467063,0.0007614,0.06998447,97.22128214,17.3069172292607,18.80832306,2.66144798674885,0.000228477958585481,0.000227095333179925,0.000155529387626433,0.000304927152139047,0.000171869737240239,0.000294372132182069,0.00509252746024702,0.00506171023004845,0.00346658243213725,0.0067964975932768,0.0038307912146103,0.00656123757385459,1,"LC",2,580,8220.7,0.0769186260759445,0.0769186260759445,0.108378464056683,0.054776381362138,0.196789569,0.168686037889396,22,22
"Imantodes_cenchoa_NC_013988.1","Imantodes_cenchoa","Squamata","Colubridae","Imantodes_cenchoa","Imantodes_cenchoa","Serpentes",-58.97573945,-6.59673074,12465035.6378238,24.6943130493164,10.2787353515625,26.0734710693359,23.1330673217773,5215.44873046875,"Terrestrial",435,0.00693866666666667,0.285755,0.0242818731664071,0.00533383,0.00137142,0.02452221,49.93369948,2.18543803238888,25.71802606,1.89270128148092,0.000271272879949203,0.000270143312236821,0.000216241655618251,0.000352924545118816,0.000239771226247892,0.00030733479928363,0.0111718267404714,0.0111253077711711,0.00890547669598291,0.0145344859805573,0.00987449463246539,0.0126569641961895,0.000972502,"LC",2,1554,515.8,0.111527403972033,0.102179828159051,0.129312339877946,0.0573993368648711,0.204090212,0.124142080618842,36,35
"Indotestudo_elongata__DQ080043.1","Indotestudo_elongata","Testudines","Testudinidae","Indotestudo_elongata","Indotestudo_elongata","Testudinidae",98.32154192,19.09480902,1742488.83181763,24.0073989868164,27.3740991210937,27.114990234375,19.3909423828125,4686.43408203125,"Terrestrial",707,0.00130266666666667,0.0312436666666667,0.0416937832734101,0.00249839,0.00098935,0.00740184,50.32539167,5.46614425296079,8.63763933,1.92935667637379,0.000158274205916444,0.000156032537397968,8.73683633969481e-05,0.000266643741309174,0.000101146861436681,0.00023893566459944,0.0037961104387805,0.00374234538455704,0.00209547698811652,0.00639528774735164,0.00242594587239547,0.0057307264018859,0.003044139,"CR",6,289.1313566,3684.299645,0.0922905325824906,0.0922905325824906,0.0496264567165737,0.0496264567165737,0.053107384,0.053107384,21,21
"Indotestudo_forstenii__DQ080044.1","Indotestudo_forstenii","Testudines","Testudinidae","Indotestudo_forstenii","Indotestudo_forstenii","Testudinidae",121.10801475,0.00046618,44236.9203719379,23.8292724609375,2.18122543334961,24.1193649291992,23.5260848999023,5345.69482421875,"Terrestrial",707,0.002811,0.0289836666666667,0.0969856585893204,0.00273955,0.00140258,0.00707309,50.32539167,5.46614425296079,8.63763933,1.92935667637379,0.000341536944343237,0.000336699689835481,0.000188530554894182,0.000575385534918185,0.000218262917731711,0.00051559479518093,0.00352152008153549,0.00347164410421973,0.00194390137301127,0.00593268678366787,0.00225046590296336,0.00531619625705883,0,"EN",5,217.6261496,1589.347021,0.0626300152755715,0.0626300152755715,0.0525285867367156,0.0525285867367156,0.053013658,0.053013658,20,20
"Ramphotyphlops_braminus_DQ343649.1","Ramphotyphlops_braminus","Squamata","Typhlopidae","Indotyphlops_braminus","Indotyphlops_braminus","Serpentes",43.92615036,13.57928825,37329640.0901169,22.0856704711914,45.93662109375,28.0190063476563,15.3484603881836,4728.33642578125,"Terrestrial",513,0.025318,1.02021566666667,0.024816321516333,0.00491842,0.00191332,0.01662791,79.35968704,6.27832484220311,66.31221816,5.64897604993667,0.000384394086130714,0.000384891915399852,0.00028134016104574,0.000470607864091988,0.000320062892534841,0.000452604946440665,0.0154895674557457,0.0155096280142298,0.0113369002275609,0.0189636430919971,0.0128972737689665,0.0182381964282168,0.010389949,"DD",1,180,2.1,0.201025052947582,0.0746035005987743,0.0941618977036886,0.0206983023677504,0.114627264,0.0526306827406701,26,23
"Isopachys_gyldenstolpei_MH020638.1","Isopachys_gyldenstolpei","Squamata","Scincidae","Isopachys_gyldenstolpei","Isopachys_gyldenstolpei","Scincoidea",99.62153994,13.77698898,5094.37377967497,26.6350372314453,12.6806774902344,28.3586822509766,24.5468994140625,5053.1064453125,"Terrestrial",626,0.014978,0.465919666666667,0.0321471727243395,0.0037313,0.00082272,0.02010098,171.32826885,44.0513198106617,48.36214845,2.71130154860815,0.000310660045335953,0.000309404465747709,0.000254590256546342,0.000355722280220191,0.000281316085513598,0.000347907308325659,0.00966368171782471,0.00962462448566903,0.00791952246405747,0.0110654297119841,0.00875088107827929,0.0108223298922412,0,"LC",2,220,15.2,0.0751860489028323,NA,0.0467842360816988,NA,0.063789689,NA,22,NA
"Kinosternon_leucostomum_FJ915117.1","Kinosternon_leucostomum","Testudines","Kinosternidae","Kinosternon_leucostomum","Kinosternon_leucostomum","Kinosternidae",-83.50002084,11.4065717,807297.661179136,24.5256225585937,8.81275817871094,25.6542999267578,23.1735549926758,5027.7734375,"Terrestrial",731,0.004501,0.0833723333333333,0.0539867342083905,0.00533065,0.00208031,0.01551293,70.04191262,8.77395495460972,11.9430904,1.42304112162919,0.000381905455642033,0.000379521401577519,0.00025577947388191,0.000489603885329353,0.000295308844049096,0.000462251826614048,0.00707406108633773,0.00702990108852583,0.00473782083010602,0.00906896652498865,0.00547002607916964,0.00856232245554512,0,"LC",2,165.625,767.8341189,0.0444125114362714,0.0444125114362714,0.0612740976729998,0.0612740976729998,0.055528346,0.055528346,14,14
"Kinyongia_fischeri__EF222188.1","Kinyongia_fischeri","Squamata","Chamaeleonidae","Kinyongia_fischeri","Kinyongia_fischeri","Iguania",37.54629393,-5.8184116,1040.04845380507,20.9782775878906,15.5661181640625,22.8962585449219,18.5979370117187,5545.97509765625,"Terrestrial",541,0.0320806666666667,0.358984,0.0893651713353984,0.00599049,0.00229576,0.01922645,90.79567545,5.1247370687925,61.28852362,5.34495740089232,0.000527012379531163,0.000534208332671045,0.000399294630655122,0.000619865656700814,0.00041901969063382,0.000587207643347561,0.00589729054010562,0.00597781355631374,0.00446812359544996,0.00693632259008806,0.00468884784052154,0.00657087805654956,0,"NT",3,200,147.8,0.139403847078984,0.139403847078984,0.0580955128578013,0.0304113753301239,0.066284458,0.0579810183721261,26,26
"Lacerta_agilis_KC990830.1","Lacerta_agilis","Squamata","Lacertidae","Lacerta_agilis","Lacerta_agilis","Lacertoidea",53.79329837,52.10921784,10035305.2539569,4.62674674987793,106.536572265625,18.7688400268555,-10.001456451416,1771.76708984375,"Terrestrial",587,0.0107213333333333,0.2391,0.0448403736233096,0.00564542,0.00212918,0.01951734,64.75156756,4.16909533289887,28.34530178,2.18049960252852,0.000380379062178556,0.000379748812748722,0.000300230435540234,0.000435431660690379,0.000320958169035952,0.000430925115836022,0.00848295924949255,0.00846890384854678,0.00669553822326234,0.00971070545371251,0.00715779426220272,0.00961020350669004,0.00194352,"LC",2,114,33.6,0.0714293536373251,0.0476375190045994,0.0505288737569495,0.0315925538225546,0.049513411,0.0434009551276498,22,21
"Lacerta_bilineata_KT722705.2","Lacerta_bilineata","Squamata","Lacertidae","Lacerta_bilineata","Lacerta_bilineata","Lacertoidea",5.1902668,44.84661184,815461.303779035,11.5522247314453,58.45517578125,19.9935028076172,3.99001579284668,2218.01806640625,"Terrestrial",587,0.00227733333333333,0.0359763333333333,0.0633008737225398,0.00395811,0.00133262,0.01482048,64.75156756,4.16909533289887,8.5171969,1.18644672383278,0.000272494034337411,0.000271835318861803,0.000191557683887035,0.000372343144727797,0.000205247143632045,0.000353769787088831,0.00430474365222517,0.00429433754821948,0.00302614596959072,0.00588211698877728,0.00324240617170126,0.00558870306655597,0.001001074,"LC",2,130,49.6,0.0476477715152885,0.0476477715152885,0.0503410494174532,0.0239184170288462,0.049517762,0.0434250561449875,20,20
"Lacerta_viridis_viridis_NC_008328.1","Lacerta_viridis","Squamata","Lacertidae","Lacerta_viridis","Lacerta_viridis","Lacertoidea",24.16791742,44.58274173,1130095.97715228,10.7118698120117,77.9148681640625,21.2675659179687,0.212311482429504,2249.68774414062,"Terrestrial",587,0.00237366666666667,0.038473,0.0616969476429357,0.004032,0.0013837,0.01479313,64.75156756,4.16909533289887,8.5171969,1.18644672383278,0.000284020787253615,0.000283334207496326,0.000199660753360594,0.000388093608548981,0.000213929290076668,0.000368734580482957,0.00460348198905,0.00459235372770937,0.00323615285663901,0.00629032105113255,0.00346742097056016,0.00597654494379475,0.004323155,"LC",2,160,91.5,0.0476477715152885,0.0476477715152885,0.0491021843329258,0.0251028682544747,0.049510078,0.0434368151794017,20,20
"Laticauda_colubrina_KY496324.1","Laticauda_colubrina","Squamata","Elapidae","Laticauda_colubrina","Laticauda_colubrina","Serpentes",112.82344212,-0.33246406,6010428.52538053,28.7161350250244,3.55278635025024,29.8576164245605,27.3213539123535,5490.0771484375,"Marine",457,0.0104066666666667,0.174499333333333,0.0596372861023347,0.00670041,0.00208877,0.02344019,56.21225227,2.15527678367251,26.57969313,1.64889737180038,0.000393018870727676,0.000391922523417635,0.000334915395565119,0.000448119772970638,0.000348718533110294,0.000443743551525707,0.00659015351659824,0.00657176992838196,0.00561587250953071,0.00751408728092835,0.00584732397969804,0.00744070665395915,0,"LC",2,1420,586.9,0.273171710451466,0.165387129030293,0.112924892811522,0.0504607147839747,0.089163206,0.0652662875930754,37,36
"Laticauda_laticaudata_KY496323.1","Laticauda_laticaudata","Squamata","Elapidae","Laticauda_laticaudata","Laticauda_laticaudata","Serpentes",116.66095309,1.44360741,6999731.15305659,28.1598320007324,4.38052606582642,29.6931743621826,26.381160736084,5319.37109375,"Marine",457,0.0100383333333333,0.169371666666667,0.059268079076587,0.00679579,0.00201766,0.0231424,56.21225227,2.15527678367251,26.57969313,1.64889737180038,0.000379108369377449,0.00037805082616022,0.00032306140734925,0.000432259031486572,0.000336375996944796,0.000428037701928145,0.00639650171363848,0.0063786583275577,0.0054508499749382,0.00729328566441306,0.00567550023867192,0.00722206132874711,0,"LC",2,1100,317.4,0.0549867919533724,0.0549867919533724,0.0979669073453718,0.0561803409931703,0.087539726,0.0635386360513265,34,34
"Laticauda_semifasciata_KY496325.1","Laticauda_semifasciata","Squamata","Elapidae","Laticauda_semifasciata","Laticauda_semifasciata","Serpentes",122.49912233,15.115457,982311.677423636,27.5642833709717,5.64333009719849,29.6065464019775,25.1466674804688,4907.841796875,"Marine",457,0.00899233333333333,0.200853,0.0447707195477953,0.00552904,0.00152259,0.02126963,56.21225227,2.15527678367251,31.65585047,1.92218186682128,0.000285100008067662,0.000286969683660653,0.000246079918259543,0.000332716284424039,0.000254746119498107,0.000322078491588549,0.00636800147389414,0.00640976259839417,0.00549644769494577,0.00743155990756069,0.00569001619967601,0.00719395387971622,0,"NT",3,1350,519.7,0.0721547943766804,0.0439714812645069,0.104468681241819,0.0516161739311945,0.087623735,0.0636371023421784,34,33
"Leiocephalus_personatus_AB266739.1","Leiocephalus_personatus","Squamata","Leiocephalidae","Leiocephalus_personatus","Leiocephalus_personatus","Iguania",-70.99050106,19.02565405,26135.9062952927,24.6668792724609,12.8733447265625,26.2816131591797,22.852294921875,4771.47705078125,"Terrestrial",554,0.017334,1.09339666666667,0.0158533499583866,0.0067638,0.00120832,0.07809598,97.22128214,17.3069172292607,70.41177036,4.70891269760993,0.000247111956155972,0.000246874582500642,0.000166952110084835,0.000287931087894976,0.000226894963715685,0.000272947275531642,0.0155873652448609,0.0155723921536245,0.0105310303830463,0.018162160593866,0.0143121147461743,0.0172170094174481,0,"LC",2,108,36.4,0.0763724719429703,0.029626780507342,0.0453988688795453,0.0114741379732022,0.063840294,0.0426656993397127,24,20
"Leiolepis_guttata_AB476400.1","Leiolepis_guttata","Squamata","Agamidae","Leiolepis_guttata","Leiolepis_guttata","Iguania",108.48042606,12.42133572,2068.71005759121,26.8474853515625,15.18189453125,28.7229644775391,24.4234893798828,5317.27001953125,"Terrestrial",540,0.006175,0.310973333333333,0.0198570081035887,0.00360806,0.00117322,0.01576399,29.08222444,4.49299337549685,29.08222444,4.49299337549685,0.000218023481734593,0.000212705252987817,0.000158731705142761,0.000421780052528863,0.000165541671804477,0.000299421008436083,0.0109796743093029,0.0107118480225314,0.00799373723950253,0.0212408662135075,0.00833668752819611,0.0150788581479185,0.004239096,"DD",1,250,574.9,0.0674891960611902,0.046279464544456,0.0458319715185024,0.0155940873127625,0.064842441,0.0536977437785999,20,18
"Leiolepis_reevesii_KJ530718.1","Leiolepis_reevesii","Squamata","Agamidae","Leiolepis_reevesii","Leiolepis_reevesii","Iguania",103.56927958,16.4101281,623937.310704931,25.8602172851562,22.4503833007813,28.5362640380859,22.2083114624023,4827.00830078125,"Terrestrial",540,0.006743,0.381383666666667,0.0176803586239928,0.00522706,0.00124222,0.02196105,29.08222444,4.49299337549685,29.08222444,4.49299337549685,0.000238078111309532,0.000232270691643214,0.000173332451461965,0.000460576986915324,0.000180768824773699,0.000326962892288989,0.0134656833819226,0.0131372160815797,0.00980367282973251,0.0260502061474198,0.0102242736484083,0.0184930011456493,0,"LC",2,190,245.2,0.0516484053579516,0.0219121393974153,0.0435875900982837,0.0111506851729391,0.064477545,0.0535622383349781,20,17
"Lepidochelys_kempii_MN136058.1","Lepidochelys_kempii","Testudines","Cheloniidae","Lepidochelys_kempii","Lepidochelys_kempii","Cheloniidae",-87.27718704,27.23330399,1899464.13593471,22.3538867950439,32.7358702468872,28.074813079834,16.2346460342407,4033.57885742188,"Terrestrial&Marine",725,0.000599666666666667,0.0108016666666667,0.0555161240549298,0.00458274,0.00157218,0.01231564,35.35526063,8.03786943750415,1.74162303,0.383370586353965,0.000361745784084471,0.000348438640807298,0.000206108628985793,0.00072004873437126,0.00024566166930217,0.000555739234904519,0.00651604899013745,0.00627635028091189,0.00371259039593365,0.012970082955698,0.00442505080252185,0.0100104112879827,0,"CR",6,616.3024598,32041.14209,0.0748283660650402,0.0748283660650402,0.0418697389055935,0.0418697389055935,0.051961615,0.051961615,14,14
"Lepidochelys_olivacea_JX454991.1","Lepidochelys_olivacea","Testudines","Cheloniidae","Lepidochelys_olivacea","Lepidochelys_olivacea","Cheloniidae",37.30572261,2.50684724,79913232.5186189,23.539310836792,17.0866628074646,26.5614194869995,20.5038135528564,5031.0068359375,"Terrestrial&Marine",725,0.000534333333333333,0.00889133333333333,0.060095973607258,0.00452763,0.0015601,0.01228771,35.35526063,8.03786943750415,1.74162303,0.383370586353965,0.000322333792044139,0.000310476454260199,0.000183653214154656,0.000641599845023419,0.000218896973813995,0.000495191769623093,0.00536365038614184,0.00516634369365973,0.00305599864900892,0.0106762534411445,0.00364245656863039,0.0082400157597794,0,"VU",4,697.8,41697.63807,0.0748283660650402,0.0748283660650402,0.0353570133931441,0.0353570133931441,0.05199861,0.05199861,14,14
"Lepidodactylus_lugubris_AB738945.1","Lepidodactylus_lugubris","Squamata","Gekkonidae","Lepidodactylus_lugubris","Lepidodactylus_lugubris","Gekkota",117.46287931,-2.38293726,4079873.52030408,24.3578857421875,8.73730041503906,25.4660522460937,23.0108764648438,5218.54345703125,"Terrestrial",644,0.0227686666666667,0.726982,0.0313194366114521,0.00399913,0.00093013,0.03571128,138.96013941,5.45139574327922,119.56244881,5.85771372417574,0.0001908825235181,0.000190499967609317,0.000163124861164996,0.000217774178411156,0.000173320535166175,0.000209790230070996,0.00609469850579315,0.0060824838573137,0.0052084225903779,0.00695332362177696,0.00553396082172178,0.00669840369971039,0.065442936,"DD",1,51,3,0.202586510861507,0.121432215188086,0.0561670609810039,0.0300187190078573,0.050764129,0.0375449018278063,24,22
"Lepidophyma_flavimaculatum_AB162908.1","Lepidophyma_flavimaculatum","Squamata","Xantusiidae","Lepidophyma_flavimaculatum","Lepidophyma_flavimaculatum","Scincoidea",-87.17416917,14.54322393,259316.414315087,24.6778793334961,11.15041015625,26.0499664306641,22.9394515991211,4795.0283203125,"Terrestrial",626,0.0354803333333333,0.970434666666667,0.0365612797564253,0.00506224,0.00149624,0.02083396,171.32826885,44.0513198106617,151.19260494,41.1586148549199,0.00025709491297575,0.000216677633301925,0.000166246546660278,0.000500680969582073,0.000169919004316544,0.000461810400660406,0.0070318904231072,0.00592642365763595,0.0045470658513003,0.013694295520224,0.00464751248995003,0.0126311333666937,0.000955105,"LC",2,153,72.9,0.216687840372112,0.192659006420155,0.0643602537833533,0.0554798470348222,0.096722046,0.0885410932791474,19,18
"Leptodeira_septentrionalis_polysticta_NC_013990.1","Leptodeira_septentrionalis","Squamata","Colubridae","Leptodeira_septentrionalis","Leptodeira_septentrionalis","Serpentes",-88.93101201,15.36284004,1045922.11298465,23.962321472168,16.7655615234375,25.9900939941406,21.3792388916016,4898.09814453125,"Terrestrial",435,0.00804133333333333,0.295880333333333,0.02717765402905,0.00562096,0.00150946,0.02487895,49.93369948,2.18543803238888,25.71802606,1.89270128148092,0.000314382540156349,0.000313073465814809,0.000250605961766655,0.000409009979172094,0.000277874762778832,0.000356175283335814,0.0115676849745864,0.0115195176699272,0.00922102994978095,0.015049495395552,0.0102243836970554,0.0131054462226615,0.000868879,"LC",2,1055,193.2,0.181040839830532,0.181040839830532,0.133473587521855,0.105756404233084,0.204418324,0.12448096352013,38,38
"Lissemys_punctata__EF050073.1","Lissemys_punctata","Testudines","Trionychidae","Lissemys_punctata","Lissemys_punctata","Trionychidae",78.98749785,22.86548393,3182681.74095664,25.5597137451172,44.7078515625,31.4929962158203,18.5428894042969,4619.02783203125,"Terrestrial",734,0.007425,0.080472,0.0922681181031912,0.00348929,0.00154886,0.01645617,98.28492361,10.9676350664407,25.40399604,2.07952159961759,0.000294188470240725,0.000292964299963728,0.000227054054827637,0.000352263424154198,0.000253670121864899,0.000344644805038694,0.00318840869726756,0.00317514116453618,0.00246080725927133,0.00381782387455038,0.00274927165612285,0.00373525343448805,0.001367016,"LC",2,223.2247087,2676.67918,0.0288473978484059,0.0288473978484059,0.0269619631105291,0.0269619631105291,0.050581214,0.050581214,12,12
"Lissemys_scutata_JQ361816.1","Lissemys_scutata","Testudines","Trionychidae","Lissemys_scutata","Lissemys_scutata","Trionychidae",96.03711434,19.58504232,134526.873570386,26.2140502929688,24.8243334960938,29.4125793457031,21.905598449707,4783.85400390625,"Terrestrial",734,0.00957066666666667,0.274863333333333,0.0348197285923914,0.00575308,0.00182375,0.03953134,98.28492361,10.9676350664407,25.40399604,2.07952159961759,0.000379202664761019,0.000377624735378611,0.000292667834891633,0.000454060041944571,0.00032697537773221,0.000444239804366823,0.0108904543513266,0.0108451372438649,0.0084052302164005,0.0130403096261868,0.00939052057412242,0.0127582787783101,0.003016534,"LC",2,118,289.8072945,0.0198339114468414,0.0198339114468414,0.0283232791401201,0.0283232791401201,0.05070683,0.05070683,11,11
"Lycodon_flavozonatus_KR911720.1","Lycodon_flavozonatus","Squamata","Colubridae","Lycodon_flavozonatus","Lycodon_flavozonatus","Serpentes",113.00768461,25.65010965,1067827.03837779,19.1943634033203,66.910693359375,27.7427886962891,9.45731964111328,3503.00415039062,"Terrestrial",416,0.002361,0.06678,0.0353548966756514,0.00405544,0.00135837,0.01827793,47.51117656,1.80616715442272,10.93593725,0.933465467107071,0.000217453277047638,0.000216002792542587,0.000173810632101639,0.00026046211561429,0.000182973024247903,0.000255391063962402,0.00615058443085186,0.00610955802032782,0.00491616857761432,0.0073670733082263,0.00517532340502962,0.00722364051309158,0.000237367,"LC",2,1440,295.9,0.108833645802586,0.108833645802586,0.154527516990496,0.0735402866159713,0.132470398,0.0902283560196147,37,37
"Dinodon_rufozonatum_KF148622.1","Dinodon_rufozonatum","Squamata","Colubridae","Lycodon_rufozonatus","Lycodon_rufozonatus","Serpentes",112.86952662,30.82675236,3507200.74907168,14.5105239868164,78.0457275390625,24.575016784668,3.11508026123047,3250.95727539062,"Terrestrial",416,0.00294933333333333,0.077104,0.0382513661202186,0.0044433,0.00160475,0.01927716,47.51117656,1.80616715442272,9.09738866,0.894803406257026,0.000327359020747106,0.000323422577731218,0.000266597871881282,0.000408528531756398,0.0002760643969839,0.000388599294880262,0.0085581001138172,0.00845519024640184,0.0069696300791821,0.0106801030444887,0.00721711209257909,0.0101590958518697,0.001530789,"LC",2,1350,251.1,0.17229958345093,0.17229958345093,0.16978632697373,0.0504625299655806,0.132564923,0.0901651511782891,39,39
