"Species.FishBase","Lon","Lat","RangeSize","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","UV","Length","BodyMass","Low_Elev","Up_Elev","Deep","IUCN.Categories","Habitat","Map.Source","Seq.Names","Accession","Species.NCBI","Order.FTL","Family.FTL","Species.FTL","Backbone","MolRateAll","MolRate12nd","MolRate3rd","Clade","dN","dS","W","Clade.Age","Clade.Age.SD","Tip.Age","Tip.Age.SD","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU","Div.Rate","Div.Rate.DNA","ClaDS.Rate","ClaDS.Rate.DNA","BAMM.Lambda","BAMM.Lambda.DNA","NTR","NTR.DNA"
"Apteronotus_rostratus",-75.99256538,6.2986762,218108.994598103,22.8612777709961,2.88074188232422,23.2570236206055,22.4299362182617,5426.890625,27.20000076,229.66,NA,NA,NA,2,"Freshwater","IUCN","Apteronotus_rostratus_MH399592.2","MH399592.2","Apteronotus_rostratus","Gymnotiformes","Apteronotidae","Apteronotus_rostratus","Apteronotidae",0.00516563,0.00138188,0.02813643,2762,0.00221266666666667,0.138316,0.0159971851894695,91.78306435,1.89432405702983,9.35205653,0.88184506738419,0.000238738809866191,0.000238053802547019,0.00019146444136413,0.000307773654037376,0.000199347131999989,0.000290274993086804,0.014923801096167,0.0148809806054957,0.0119686331749267,0.0192392380529528,0.0124613880278896,0.0181453793057221,0.194050151261979,NA,0.431526439,NA,0.263662261,NA,24,NA
"Electrophorus_electricus",-61.78546473,-3.73282989,7318554.86246637,25.0463073730469,6.77904113769531,26.0657775878906,24.0706665039062,5383.51318359375,250,20000,NA,NA,NA,2,"Freshwater","IUCN","Electrophorus_electricus_AP011978.1","AP011978.1","Electrophorus_electricus","Gymnotiformes","Gymnotidae","Electrophorus_electricus","Gymnotidae",0.00805477,0.00210058,0.03956486,2762,0.0276586666666667,0.699163666666667,0.0395596453095627,91.78306435,1.89432405702983,78.76294338,2.61387567368414,0.000351547028576225,0.000352173911031718,0.000325624567274791,0.000380765768804959,0.000328545868261864,0.000375705409366561,0.00888650608025665,0.0089023525938082,0.00823123070812968,0.00962510573149445,0.00830507618789102,0.00949718852195426,0.0180428655508598,NA,0.113494679,NA,0.263662261,NA,19,NA
"Gymnotus_sylvius",-50.81197929,-21.81763035,729206.990298109,22.3534866333008,22.74259765625,24.8562561035156,18.659846496582,4498.40771484375,42,253.79,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Gymnotus_sylvius_MN583179.1","MN583179.1","Gymnotus_sylvius","Gymnotiformes","Gymnotidae","Gymnotus_sylvius","Gymnotidae",0.00359033,0.00082833,0.02017028,2762,0.00095,0.024426,0.0388929828870875,91.78306435,1.89432405702983,3.35825675,0.578370891376113,0.000291866947614389,0.000286018509407471,0.000206563905110195,0.000495719074435089,0.000211820187241711,0.000415157230059181,0.00750436006571481,0.00735398748503884,0.00531108415391751,0.0127457201180542,0.00544623146691161,0.0106743478962374,0.220043054712576,NA,0.239874038,NA,0.263662261,NA,29,NA
"Gymnotus_carapo",-57.79364687,-10.7310351,722539.796044112,23.5399459838867,17.2143359375,25.8398681640625,20.9884536743164,4933.71533203125,76,1107.51,NA,NA,NA,2,"Freshwater","IUCN","Gymnotus_carapo_AP011979.1","AP011979.1","Gymnotus_carapo","Gymnotiformes","Gymnotidae","Gymnotus_carapo","Gymnotidae",0.00336899,0.00078858,0.02002943,2762,0.000426666666666667,0.019413,0.0219783993543845,91.78306435,1.89432405702983,3.35825675,0.578370891376113,0.000131084102788217,0.000128457435804057,9.27725608915965e-05,0.000222638742202426,9.5133277076979e-05,0.000186456580517807,0.00596422426740857,0.00584471297171289,0.00422107904200444,0.010129888833693,0.00432848978412983,0.00848362874435671,0.424543892740607,0.418437688460029,0.241805498,0.149494357,0.263662261,0.089139523,30,28
"Distichodus_sexfasciatus",21.41866927,-0.57437483,1541866.65162247,23.540998840332,7.55915649414063,24.7216003417969,22.6194244384766,5434.51171875,76,7414.95,NA,NA,NA,2,"Freshwater","AquMap","Distichodus_sexfasciatus_AB070242.1","AB070242.1","Distichodus_sexfasciatus","Characiformes","Distichodontidae","Distichodus_sexfasciatus","Distichodontidae",0.0028366,0.00088395,0.01187934,2770,0.00859166666666667,0.381015,0.022549418439344,47.68784313,2.78433222930048,47.68784313,2.78433222930048,0.000180786016035204,0.000179877747779488,0.000161504205873418,0.000210071573728354,0.000163922512221481,0.000203611690087023,0.00801732499317011,0.00797704598295266,0.0071622337537374,0.00931605284160334,0.00726947848621544,0.00902957611233834,0.217533375288519,0.217533368680248,0.224538308,0.123874979,0.263662261,0.42262539,26,26
"Citharinus_congicus",20.71489002,-0.53987221,1064208.16346126,23.7602279663086,7.93601379394531,24.9830993652344,22.7746765136719,5449.52783203125,43,1084.17,NA,NA,NA,2,"Freshwater","AquMap","Citharinus_congicus_AP011985.1","AP011985.1","Citharinus_congicus","Characiformes","Citharinidae","Citharinus_congicus","Citharinidae",0.0029086,0.00068958,0.01195398,2770,0.00622933333333333,0.288338666666667,0.0216042246617404,47.68784313,2.78433222930048,47.68784313,2.78433222930048,0.00013107775238277,0.000130419218254241,0.000117097598423373,0.000152311059935421,0.000118850976077402,0.000147627362341272,0.00606722779618653,0.00603674606685631,0.00542012501058393,0.00705005906576937,0.00550128402839095,0.00683326361638471,0.0555626153296455,0.0246658498602316,0.109587571,0.015556311,0.263662261,0.073284304,19,17
"Hepsetus_odoe",8.93830514,7.45412888,1879885.07415918,25.8402740478516,16.9398986816406,28.6522430419922,23.7552673339844,5626.8828125,44.20000076,868.26,NA,NA,NA,2,"Freshwater","AquMap","Hepsetus_odoe_AP011991.1","AP011991.1","Hepsetus_odoe","Characiformes","Hepsetidae","Hepsetus_odoe","Hepsetidae",0.01153675,0.00136286,0.05300525,2774,0.012547,0.533877666666667,0.023501638640063,59.04491656,2.57126908005898,53.31383641,2.24876435281699,0.000235759811041369,0.000235694594967424,0.000215321263718729,0.000271812121174177,0.00021765320228213,0.00025240805652041,0.0100316328853543,0.0100288579267676,0.00916196810854173,0.0115656667748615,0.00926119261790957,0.0107400194678397,0.0658098776525717,0.014169523571617,0.130178256,0.018177283,0.263662261,0.073284304,23,20
"Phenacogrammus_interruptus",20.57336491,-0.36540415,896944.308511115,23.8200820922852,5.57762817382813,24.6561370849609,23.1390518188477,5345.0458984375,8,5.88,NA,NA,NA,2,"Freshwater","AquMap","Phenacogrammus_interruptus_AB054129.1","AB054129.1","Phenacogrammus_interruptus","Characiformes","Alestidae","Phenacogrammus_interruptus","Alestidae",0.01357084,0.00195975,0.05093707,2774,0.0167476666666667,0.481538666666667,0.0347794846519767,59.04491656,2.57126908005898,51.45521377,2.27734450021756,0.000326115239051275,0.000327315352055643,0.00029785729254758,0.00036994848443608,0.000300876576795963,0.000352735084835618,0.00937665529879381,0.00941116164690035,0.0085641663620985,0.0106369743007406,0.00865097858138798,0.0101420446094957,0.243059265624125,0.199781097894827,0.246312422,0.046387334,0.263662261,0.073945986,30,29
"Curimata_mivartii",-74.88785769,7.4011016,79377.7008978347,25.1793045043945,3.2037353515625,25.5964233398437,24.7034225463867,5683.1201171875,32,583.83,NA,NA,NA,3,"Freshwater","IUCN","Curimata_mivartii_KP025764.1","KP025764.1","Curimata_mivartii","Characiformes","Curimatidae","Curimata_mivartii","Curimatidae1",0.00623829,0.00073651,0.02454254,2774,0.00571166666666667,0.250041666666667,0.0228428595234128,59.04491656,2.57126908005898,51.45521377,2.27734450021756,0.00011121916726994,0.000111628456849182,0.000101582005608797,0.000126168168318218,0.000102611709957583,0.000120297666911974,0.00486888111166407,0.00488679872739962,0.00444699165201627,0.00552330885670868,0.00449206938616467,0.00526631382505659,0.178351632194607,NA,0.28347637,NA,0.263662261,NA,30,NA
"Apareiodon_affinis",-53.90109726,-23.75650474,1400913.34071899,21.930534362793,28.695927734375,25.3285781860352,17.4568405151367,4376.19287109375,17,75.18,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Apareiodon_affinis_AP011998.1","AP011998.1","Apareiodon_affinis","Characiformes","Parodontidae","Apareiodon_affinis","Parodontidae",0.00740293,0.00076348,0.03020624,2774,0.00483933333333333,0.294581666666667,0.0164278157160719,59.04491656,2.57126908005898,46.17012761,2.39145275266256,0.000105092657704761,0.00010496058511543,8.98135681774406e-05,0.000119835316988351,9.56547904357232e-05,0.000115723842646732,0.00639723865431147,0.00638919908340235,0.0054671643345483,0.00729465919629908,0.00582273334988416,0.00704438402809179,0.208138775832972,0.0662707410797717,0.200933716,0.019930554,0.263662261,0.074061895,28,24
"Chilodus_punctatus",-62.79635363,-2.02248675,4049949.61051624,25.4692932128906,6.22352722167969,26.3978912353516,24.5636840820313,5378.11376953125,18,70.5,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Chilodus_punctatus_AP011984.1","AP011984.1","Chilodus_punctatus","Characiformes","Chilodontidae","Chilodus_punctatus","Chilodontidae",0.01202167,0.0021674,0.03296815,2774,0.0144936666666667,0.364693,0.0397421027183595,59.04491656,2.57126908005898,46.17012761,2.39145275266256,0.000314749541924556,0.000314353988249345,0.000268989100284013,0.000358903390134349,0.000286483395986753,0.000346589640592545,0.007919800926365,0.00790984791310814,0.00676836608747803,0.00903081028897216,0.00720856161076771,0.00872096886892784,0.0917004523727441,0.0180103181094038,0.135283301,0.015365429,0.263662261,0.07406204,24,21
"Hydrolycus_scomberoides",-66.05829384,-3.79253671,3221299.02148023,25.3311737060547,6.33159851074219,26.2083312988281,24.3201644897461,5264.69091796875,117,35087.16,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Hydrolycus_scomberoides_AP011989.1","AP011989.1","Hydrolycus_scomberoides","Characiformes","Cynodontidae","Hydrolycus_scomberoides","Cynodontidae",0.01058913,0.00161943,0.03995362,2774,0.015688,0.369048333333333,0.0425093370787024,59.04491656,2.57126908005898,50.73689037,2.5705899037886,0.000310002464182778,0.000310386939636657,0.000280196419690586,0.00036025918636813,0.000283258078826194,0.000343861418483233,0.00729257347882972,0.00730161797305853,0.00659140882794351,0.00847482485321145,0.00666343204321831,0.00808907976726626,0.0957763199676072,0.0580918819917941,0.156805244,0.020299938,0.263662261,0.078680804,24,23
"Hemiodus_gracilis",-63.3161645,0.15958389,1706837.37353662,25.6948211669922,6.39402282714844,26.6806091308594,24.8104797363281,5411.87548828125,16.29999924,30.56,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Hemiodopsis_gracilis_AP011990.1","AP011990.1","Hemiodopsis_gracilis","Characiformes","Hemiodontidae","Hemiodus_gracilis","Hemiodontidae",0.00689647,0.00083231,0.0281708,2774,0.00683866666666667,0.254244333333333,0.0268980101818067,59.04491656,2.57126908005898,35.80479858,2.29628120531039,0.000191766503107694,0.000191045807892106,0.00016558091557433,0.000216699559243067,0.000168494393579351,0.000212126877786655,0.00712939365445705,0.0071026000288053,0.00615587972698164,0.00805634163190401,0.00626419547172741,0.00788634089855959,0.0472197084586571,0.0292308475332234,0.160853112,0.019419309,0.263706853,0.13483499,26,25
"Piaractus_mesopotamicus",-53.97227779,-21.35637843,1454811.11726132,23.332878112793,24.285078125,26.0813079833984,19.3822860717773,4609.81005859375,40.5,1228.96,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Piaractus_mesopotamicus_KM245046.1","KM245046.1","Piaractus_mesopotamicus","Characiformes","Serrasalmidae","Piaractus_mesopotamicus","Serrasalmidae",0.00391273,0.00047944,0.01649135,2774,0.000240666666666667,0.00285966666666667,0.0841589928896142,59.04491656,2.57126908005898,1.36082275,0.412885629618643,0.000197806354514309,0.000185046799098047,0.000109451202272947,0.00044720613849268,0.000113124355375145,0.000430969220722559,0.00235038880246296,0.00219877630119411,0.0013005288979219,0.00531382473979045,0.00134417430022628,0.00512089327503994,0.0752172262458122,0.0644285095348236,0.173022674,0.034077965,0.263706853,0.136383921,27,26
"Piaractus_brachypomus",-64.68681635,-2.79139258,2896610.38834656,25.4032638549805,6.4756689453125,26.3569549560547,24.4414459228516,5338.6552734375,88,22243.2,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Piaractus_brachypomus_KJ993871.2","KJ993871.2","Piaractus_brachypomus","Characiformes","Serrasalmidae","Piaractus_brachypomus","Serrasalmidae",0.00388846,0.00046888,0.01650333,2774,0.000206,0.00308933333333333,0.0666810530858869,59.04491656,2.57126908005898,1.36082275,0.412885629618643,0.000169313472423605,0.000158391858507747,9.3685378122827e-05,0.000382788633779053,9.68294343792795e-05,0.000368890551809614,0.00253915414631387,0.00237536528260485,0.00140497748291644,0.00574059070851822,0.00145212815182389,0.0055321644565882,0.0752172262458122,0.0644285095348236,0.163966809,0.031503198,0.263706853,0.136383921,27,26
"Myloplus_schomburgkii",-61.77866548,-2.89553382,2816569.8037547,25.4382461547852,5.86984436035156,26.3635711669922,24.6423416137695,5364.6630859375,42,1561.57,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Myleus_cf._schomburgkii_MH358335.1","MH358335.1","Myleus_schomburgkii","Characiformes","Serrasalmidae","Myleus_schomburgkii","Serrasalmidae",0.00729576,0.000899,0.03255444,2774,0.00226433333333333,0.109034333333333,0.0207671589682761,59.04491656,2.57126908005898,6.92379708,0.819515528552498,0.000331917636719902,0.000323745848112604,0.000255873440544041,0.000464849940307875,0.000272057496969484,0.000442011261576354,0.0159828138854689,0.0155893181444394,0.0123210613900011,0.0223838966619354,0.0131003714752258,0.0212841468711041,0.319948505953984,NA,0.241269158,NA,0.263706853,NA,34,NA
"Myloplus_rubripinnis",-59.70504251,-1.73659947,3431972.2342781,25.5428787231445,6.557138671875,26.6229736328125,24.7103790283203,5447.03466796875,41.5,1842.28,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Myloplus_rubripinnis_MH358336.1","MH358336.1","Myloplus_rubripinnis","Characiformes","Serrasalmidae","Myloplus_rubripinnis","Serrasalmidae",0.0058676,0.00057256,0.02992732,2774,0.00102633333333333,0.0906736666666667,0.0113189790494116,59.04491656,2.57126908005898,6.92379708,0.819515528552498,0.000150445223533134,0.000146741272830665,0.000115977377217003,0.00021069821378006,0.00012331297411586,0.000200346338052936,0.0132914128453091,0.0129641792064535,0.01024627545565,0.0186145952616647,0.0108943548333779,0.0177000361232535,0.169124294712152,0.169124284157105,0.207714215,0.06216254,0.263706853,0.137666691,30,30
"Metynnis_hypsauchen",-60.92840137,0.35288981,1581340.79326161,25.8635345458984,6.37219116210937,26.8705261230469,25.0229537963867,5447.50146484375,18,233.65,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Metynnis_hypsauchen_MH358334.1","MH358334.1","Metynnis_hypsauchen","Characiformes","Serrasalmidae","Metynnis_hypsauchen","Serrasalmidae",0.00691571,0.00075785,0.03402606,2774,0.00229933333333333,0.118149,0.0194613016896743,59.04491656,2.57126908005898,8.97117797,0.938706142353931,0.000259106706304791,0.000256196138894814,0.000188981481047703,0.000332098819282299,0.000213489273723826,0.000322140583376431,0.0133139453072795,0.0131643886405988,0.00971062902477748,0.0170645738182303,0.0109699380405319,0.0165528795819115,0.0741711121348014,0.0532080229949594,0.199724172,0.067286039,0.263706853,0.137685747,29,27
"Pygocentrus_nattereri",-61.6088337,-7.52104907,4051829.21829591,25.1094802856445,11.1836181640625,26.6079681396484,23.4109802246094,5169.5009765625,50,5575.63,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Pygocentrus_nattereri_AP012000.1","AP012000.1","Pygocentrus_nattereri","Characiformes","Serrasalmidae","Pygocentrus_nattereri","Serrasalmidae",0.0065493,0.00050101,0.03772869,2774,0.00132266666666667,0.120893333333333,0.0109407742362413,59.04491656,2.57126908005898,8.97117797,0.938706142353931,0.000149048334389303,0.000147374061921517,0.000108709555928861,0.000191036259047863,0.000122807398975956,0.00018530789139427,0.0136231980635868,0.0134701675347015,0.00993618491539298,0.0174609451692236,0.0112247448237398,0.0169373654362082,0.245833098963859,0.201043240808287,0.277066503,0.17827233,0.263706853,0.284233736,34,32
"Leporinus_affinis",-52.62190619,-6.89865204,1878061.34278435,25.406396484375,10.1876898193359,27.0477691650391,24.1287612915039,5444.96484375,30,473.3,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Leporinus_affinis_AP011994.1","AP011994.1","Leporinus_affinis","Characiformes","Anostomidae","Leporinus_affinis","Anostomidae",0.0055722,0.00070174,0.02158311,2774,0.00340366666666667,0.113618,0.0299571077352767,59.04491656,2.57126908005898,28.39212437,1.35029973644643,0.000120160427758357,0.000119875756653016,0.000107698881605494,0.000147327325621929,0.0001109811517961,0.000133740854986413,0.00401108240555745,0.00400157978241181,0.00359510279020263,0.00491794224341758,0.00370466844719496,0.00446441145681508,0.0863181267769251,NA,0.300853847,NA,0.263706853,NA,28,NA
"Abramites_hypselonotus",-66.29232344,-7.39246036,3228532.17450407,24.9216690063477,10.7497729492187,26.2688415527344,23.1712051391602,5089.05224609375,14,35.23,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Abramites_hypselonotus_MW541938.1","MW541938.1","Abramites_hypselonotus","Characiformes","Anostomidae","Abramites_hypselonotus","Anostomidae",0.0145664,0.00239049,0.04281771,2774,0.0122296666666667,0.186375,0.0656186004918399,59.04491656,2.57126908005898,25.14430938,1.18295171845033,0.000487497713910363,0.000485379020268811,0.000445393785879593,0.000593700057403897,0.000451536596640719,0.000541910096790872,0.00742926106708092,0.00739697306298343,0.00678761483087376,0.00904774031987664,0.00688122869516045,0.00825848300221309,0.368398559675254,NA,0.342356528,NA,0.263706853,NA,31,NA
"Megaleporinus_elongatus",-45.01572478,-18.59909868,142851.906136225,22.5499984741211,16.5037133789063,24.3667984008789,19.6292999267578,4984.14453125,50,2791.16,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Leporinus_elongatus_KU980144.1","KU980144.1","Leporinus_elongatus","Characiformes","Anostomidae","Leporinus_elongatus","Anostomidae",0.00803256,0.00117937,0.02635037,2774,0.00197733333333333,0.0319486666666667,0.0618909500657304,59.04491656,2.57126908005898,8.68547044,0.902155230738701,0.000230018547845146,0.000231196648973438,0.000171200729825363,0.000289020650213635,0.000186879170415111,0.000273290622576603,0.0037165134418014,0.00373554855318748,0.00276616742259639,0.00466983702636144,0.00301949105994718,0.0044156798738161,0.185742736314879,0.0785916133414031,0.31140753,0.027097693,0.263706853,0.157008018,31,29
"Megaleporinus_piavussu",-52.58162929,-23.63582485,66912.0957835281,22.3035430908203,27.6280639648438,25.3026779174805,17.8927429199219,4384.6533203125,38,616.53,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Leporinus_piavussu_KM886569.1","KM886569.1","Leporinus_piavussu","Characiformes","Anostomidae","Leporinus_piavussu","Anostomidae",0.00747163,0.00109366,0.02495562,2774,0.00173566666666667,0.024218,0.0716684559693892,59.04491656,2.57126908005898,8.68547044,0.902155230738701,0.00020190603146151,0.000202940146865255,0.000150276837525399,0.000253696986794066,0.000164039082999238,0.000239889459163246,0.00281722312460237,0.00283165228161095,0.00209683375332636,0.0035398695752902,0.00228886029119006,0.00334721120915046,0.322150283863331,NA,0.299061987,NA,0.263706853,NA,32,NA
"Curimatopsis_evelynae",-63.74730675,0.33477441,1295909.59849535,25.5994689941406,5.80632385253906,26.4979583740234,24.7798934936523,5336.134765625,4,0.46,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Curimatopsis_evelynae_AP011988.1","AP011988.1","Curimatopsis_evelynae","Characiformes","Curimatidae","Curimatopsis_evelynae","Curimatidae2",0.0099634,0.00132335,0.03382235,2774,0.00928066666666667,0.318601333333333,0.0291294030993802,59.04491656,2.57126908005898,34.18870485,1.76496196800056,0.000272178671971511,0.000270893333419896,0.000228817184619291,0.000328461318341473,0.000250280183523646,0.000300635848212164,0.00934377786743259,0.00929965274247791,0.00785519647754674,0.0112759371423049,0.00859201208722918,0.0103207006057244,0.115828901013071,NA,0.201823217,NA,0.263706853,NA,28,NA
"Ichthyoelephas_longirostris",-74.85674536,6.84876568,86309.2814655296,24.3916351318359,3.42359466552734,24.8304656982422,23.8748321533203,5700.9755859375,80,8338.95,NA,NA,NA,4,"Freshwater","IUCN","Ichthyoelephas_longirostris_KP025763.1","KP025763.1","Ichthyoelephas_longirostris","Characiformes","Prochilodontidae","Ichthyoelephas_longirostris","Prochilodontidae",0.00675254,0.00080686,0.02418255,2774,0.00491766666666667,0.188845333333333,0.0260407105638477,59.04491656,2.57126908005898,22.79181156,1.72240263010425,0.00021700030010258,0.00021661895340301,0.00018282221184912,0.000261915662482052,0.0001883164988641,0.000249086960148832,0.00833311746891585,0.00831847321799823,0.00702063069288639,0.0100579307096816,0.00723161906056205,0.00956529045311993,0.0771109437591937,NA,0.226205533,NA,0.263706853,NA,26,NA
"Prochilodus_vimboides",-42.63023823,-20.49430219,31783.3635622595,22.7481964111328,18.841943359375,25.1350738525391,19.9047805786133,4551.5537109375,46.5,1527.91,NA,NA,NA,4,"Freshwater","IUCN","Prochilodus_vimboides_KY296449.1","KY296449.1","Prochilodus_vimboides","Characiformes","Prochilodontidae","Prochilodus_vimboides","Prochilodontidae",0.00429132,0.0005331,0.01881128,2774,0.000995333333333333,0.064505,0.0154303283983154,59.04491656,2.57126908005898,5.99332566,0.908017240068202,0.00017005768597673,0.000168408399323896,0.000118246392534621,0.000286872150132705,0.000130822463829943,0.000222810486377119,0.0110210023783613,0.010914116341314,0.00766324536213571,0.0185914481356096,0.00847826828132999,0.0144397760453008,0.54856889556892,NA,0.256803941,NA,0.263706853,NA,30,NA
"Prochilodus_argenteus",-42.16519667,-13.59258655,460465.153391771,25.0414459228516,13.7390612792969,26.7738800048828,22.7830764770508,5328.7080078125,44,1363.33,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Prochilodus_argenteus_KY358753.1","KY358753.1","Prochilodus_argenteus","Characiformes","Prochilodontidae","Prochilodus_argenteus","Prochilodontidae",0.00482895,0.00045607,0.01945978,2774,0.000219333333333333,0.013895,0.0157850545759866,59.04491656,2.57126908005898,1.55045186,0.362941585676976,0.000150567612562625,0.000140180900717594,8.49268080633487e-05,0.000410940510428084,9.7233861484111e-05,0.000235976072682121,0.00953861843415355,0.00888060918907735,0.00538020363848129,0.0260335185063749,0.00615986856529661,0.0149493352427875,0.173701212054431,0.173701211126285,0.247742572,0.140794032,0.263706853,0.161574353,28,28
"Prochilodus_harttii",-41.52850204,-16.24312746,90381.7031401884,22.4992874145508,16.1824011230469,24.3364654541016,19.8390258789062,5036.2783203125,41.3,1328.19,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Prochilodus_harttii_KY358756.1","KY358756.1","Prochilodus_harttii","Characiformes","Prochilodontidae","Prochilodus_hartii","Prochilodontidae",0.00474893,0.0004802,0.01894541,2774,0.000415666666666667,0.011586,0.0358766327176477,59.04491656,2.57126908005898,1.55045186,0.362941585676976,0.000285346220160477,0.00026566198053927,0.000160947917408808,0.000778788474929819,0.000184271466976727,0.000447206934095144,0.00795353963138561,0.00740487499565673,0.00448614892806364,0.0217074016131601,0.00513625312684609,0.0124651312071203,0.274274973331205,NA,0.237636238,NA,0.263706853,NA,29,NA
"Prochilodus_lineatus",-50.52830411,-19.14650708,1597465.68981098,23.4528717041016,18.0846765136719,25.6172668457031,20.5062606811523,4801.1689453125,80,6660.37,NA,NA,NA,1,"Freshwater","AquMap","Prochilodus_lineatus_KY358755.1","KY358755.1","Prochilodus_lineatus","Characiformes","Prochilodontidae","Prochilodus_lineatus","Prochilodontidae",0.00419095,0.0004531,0.01823351,2774,0.000449,0.014542,0.0308760830697291,59.04491656,2.57126908005898,1.99174718,0.426993880793553,0.000237056376308628,0.000227913191976324,0.000154458058617005,0.000443813155649919,0.000161055852359189,0.000377999578980104,0.00767766998726073,0.00738154485015524,0.00500251467351557,0.0143740109342119,0.00521620090202076,0.0122424718875917,0.291988185059633,0.291988183748305,0.265100534,0.100041292,0.263706853,0.161574353,29,29
"Hoplias_lacerdae",-50.74865141,-23.68897432,471342.029722072,20.5532501220703,29.6932202148437,24.2939086914063,16.1204513549805,4334.87255859375,75,4309,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Hoplias_intermedius_KU523584.1","KU523584.1","Hoplias_intermedius","Characiformes","Erythrinidae","Hoplias_lacerdae","Erythrinidae",0.00385888,0.00051729,0.01678471,2796,0.003266,0.118189,0.027633705336368,87.41777574,3.76579832784257,21.82932912,1.69641746129748,0.000150537345808468,0.000150023964379298,0.0001263554973617,0.000190097746678164,0.000130929456734011,0.000177630257447381,0.00544759900911114,0.00542902092039954,0.00457251374087018,0.00687919858608253,0.00473803477095407,0.0064280289336952,0.358393615862326,NA,0.142102701,NA,0.263662261,NA,27,NA
"Hoplias_malabaricus",-54.49730103,-10.34204046,6675405.24584598,24.7446441650391,10.4609729003906,26.2040008544922,23.2049087524414,5195.923828125,65,4786.99,NA,NA,NA,2,"Freshwater","AquMap","Hoplias_malabaricus_MN583178.1","MN583178.1","Hoplias_malabaricus","Characiformes","Erythrinidae","Hoplias_malabaricus","Erythrinidae",0.00520779,0.00062995,0.0210282,2796,0.00379366666666667,0.150363333333333,0.0252299984482032,87.41777574,3.76579832784257,21.82932912,1.69641746129748,0.000174858698984096,0.000174262373811063,0.000146769944424731,0.000220810620018798,0.000152082889068154,0.000206328838539359,0.00693058698925716,0.00690695142803202,0.00581727916971723,0.00875190779230997,0.00602785962830627,0.00817791721085314,0.0331112773510064,0.0183544834897488,0.126587508,0.015642068,0.263662261,0.073178098,22,21
"Chalceus_macrolepidotus",-62.71459056,-0.09528338,1711225.41652463,25.5855865478516,6.28026794433594,26.5662628173828,24.7174896240234,5433.0908203125,24.45999908,135.33,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Chalceus_macrolepidotus_AB054130.1","AB054130.1","Chalceus_macrolepidotus","Characiformes","Chalceidae","Chalceus_macrolepidotus","Chalceidae",0.00398692,0.00052284,0.01607731,2796,0.00657633333333333,0.210477,0.0312449024517327,87.41777574,3.76579832784257,86.0883522,3.79408832619011,7.65913139941283e-05,7.61568177389907e-05,7.30549849905314e-05,0.000115522571613835,7.33624864692798e-05,7.90217254712944e-05,0.00245132191122847,0.00243741576267163,0.0023381409208554,0.00369732540507352,0.00234798257356094,0.00252910776704673,0.032964363434865,0.0341707940341699,0.146303632,0.020973609,0.263662261,0.073141686,21,21
"Carnegiella_strigata",-64.40616571,-1.64810791,3270419.23333713,25.3301803588867,5.32548034667969,26.1031372070312,24.5324600219727,5335.60791015625,3.49000001,0.87,NA,NA,NA,1,"Freshwater","Freshwater GBIF","Carnegiella_strigata_AP011983.1","AP011983.1","Carnegiella_strigata","Characiformes","Gasteropelecidae","Carnegiella_strigata","Gasteropelecidae",0.01120433,0.00192328,0.03808744,2796,0.0190006666666667,0.630464333333333,0.0301375758501803,87.41777574,3.76579832784257,82.81806012,3.75480570179323,0.000230055941656451,0.000228534108155888,0.000218096839503916,0.000347602856863495,0.000219075377423784,0.000237911292680062,0.00763352509837232,0.00758302888367583,0.00723670810778272,0.0115338691668997,0.0072691771399548,0.00789417482888356,0.0607143911207544,0.0412789495657972,0.110655921,0.013314912,0.263662261,0.07295705,27,26
