Seq.Names,Species.NCBI,Order.BL,Family.BL,Species.BL,Order.IOC,Family.IOC,Species.IOC,,Migration,Lon,Lat,RangeSize,AnnualTemp,TempRange,TempWarmQuarter,TempColdQuarter,UV,Habitat,Clade,dN,dS,W,MolRateAll,MolRate12nd,MolRate3rd,Clade.Age,Clade.Age.SD,Tip.Age,Tip.Age.SD,dN.Mean,dN.Mid,dN.Min,dN.Max,dN.QL,dN.QU,dS.Mean,dS.Mid,dS.Min,dS.Max,dS.QL,dS.QU,BodyMass,Island,IUCN.Categories,Population,Div.Rate,Div.Rate.DNA,BAMM.Lambda,BAMM.Lambda.DNA,ClaDS.Rate,ClaDS.Rate.DNA,NTR,NTR.DNA,AFR,MaxLongevity,Generation
Melanocorypha_mongolica_KY887027.1,Melanocorypha_mongolica,PASSERIFORMES,Alaudidae,Melanocorypha_mongolica,PASSERIFORMES,Alaudidae,Melanocorypha_mongolica,,2,105.8854061,44.29631384,3449137.1,2.101138115,126.5130371,18.47542725,-16.24957733,2666.859131,Terrestrial,1479,0.003176,0.180432333,0.017602167,0.00519644,0.00157835,0.0119004,24.59474358,2.649112537,9.01263234,1.17384914,0.000359032,0.000351683,0.000271209,0.000597983,0.00028957,0.000476595,0.020397037,0.019979509,0.015407725,0.033972117,0.016450822,0.027075945,53.9,0,2,4334002,0.190465047,0.149316588,0.0875663,0.045571942,0.062613292,0.063479024,39,38,1.081611911,11.46632212,2.770460485
Eremophila_alpestris_MH061203.1,Eremophila_alpestris,PASSERIFORMES,Alaudidae,Eremophila_alpestris,PASSERIFORMES,Alaudidae,Eremophila_alpestris,,3,4.71906942,53.88309997,35108049.99,-0.615070343,121.6002441,15.82410889,-17.02887878,2054.751709,Terrestrial,1479,0.003009667,0.218097667,0.013799628,0.00480361,0.00126526,0.01200892,24.59474358,2.649112537,11.64889572,1.359594757,0.000262357,0.000256853,0.000197077,0.000457878,0.000207745,0.000330224,0.019011916,0.018613012,0.014281305,0.033180482,0.015054416,0.023929896,33.3,0.009471433,2,770962832,0.101000227,0.127746916,0.087392192,0.047607263,0.103353307,0.061699443,37,38,1.08932019,10.27884781,3.042270207
Alauda_arvensis_JQ322641.1,Alauda_arvensis,PASSERIFORMES,Alaudidae,Alauda_arvensis,PASSERIFORMES,Alaudidae,Alauda_arvensis,,2,76.74514436,53.41285315,26018283.23,1.742366791,118.8063672,17.62878876,-14.69818268,1736.32666,Terrestrial,1479,0.003319333,0.191629333,0.017321635,0.00430016,0.00122747,0.01149703,24.59474358,2.649112537,12.52673243,1.520943743,0.000269614,0.000263087,0.000202718,0.000504838,0.000213834,0.00034818,0.015565161,0.015188355,0.011703147,0.029144911,0.01234493,0.020100854,37.3,0.020045386,2,36454980,0.258625516,0.133561171,0.086652618,0.045417366,0.092230737,0.072471561,43,40,1.079547154,11.58548226,2.833403383
Panurus_biarmicus_MN356370.1,Panurus_biarmicus,PASSERIFORMES,Timaliidae,Panurus_biarmicus,PASSERIFORMES,Panuridae,Panurus_biarmicus,,2,78.52822577,44.98426419,11689099.28,5.504761124,115.1980859,20.50956573,-10.76880569,2638.887207,Terrestrial,1479,0.007090667,0.499761333,0.014188106,0.00402012,0.00122651,0.0114078,24.59474358,2.649112537,24.59474324,2.649112635,0.00029158,0.000291145,0.000221945,0.000373819,0.000239967,0.000352034,0.020551052,0.020520383,0.015643005,0.026347372,0.016913264,0.02481193,13.8,0.001212121,2,6027889,0.028897323,0.03033786,0.086842696,0.045999372,0.065599905,0.049325001,30,30,1,7.196907179,2.142517011
Parus_major_KX388480.1,Parus_major,NA,NA,Parus_major,PASSERIFORMES,Paridae,Parus_minor,,1,116.3428552,33.3791383,6249679.406,12.08704834,82.4890625,22.67593536,-0.009539368,3195.464111,Terrestrial,1484,0.000461,0.027625333,0.016687581,0.00427886,0.00127409,0.00990406,24.95896899,2.592466993,1.63635779,0.381542378,0.000298098,0.000292948,0.00018043,0.000536401,0.000191797,0.000452536,0.017863443,0.017554832,0.010812238,0.032143748,0.011493407,0.027118135,16.3,NA,2,10958544,0.13820522,0.097734488,0.087137916,0.045464003,0.061231705,0.044153608,39,37,1,15.42,3.049707035
Parus_major_MN356395.1,Parus_major,PASSERIFORMES,Paridae,Parus_major,PASSERIFORMES,Paridae,Parus_major,,1,57.6814662,51.1916728,22314543.37,4.643891907,106.3302441,18.92976685,-10.01780472,1955.685791,Terrestrial,1484,0.000431667,0.0324,0.013323045,0.00435671,0.0012719,0.01008884,24.95896899,2.592466993,1.63635779,0.381542378,0.00027913,0.000274307,0.000168949,0.00050227,0.000179593,0.000423741,0.020950898,0.020588948,0.012680988,0.037699362,0.013479888,0.031805139,16.3,0.05252981,2,60442665,0.13820522,0.097734488,0.087137916,0.045464003,0.061231705,0.044153608,39,37,1,15.42,3.049707035
Parus_monticolus_KX388481.1,Parus_monticolus,PASSERIFORMES,Paridae,Parus_monticolus,PASSERIFORMES,Paridae,Parus_monticolus,,1,102.4392859,29.18897539,1684621.77,13.44483795,63.33713379,21.49939575,4.086884689,3804.185059,Terrestrial,1484,0.001183667,0.074583667,0.01587032,0.00409065,0.00126548,0.00959233,24.95896899,2.592466993,4.87334468,0.752864149,0.000248596,0.000243903,0.000168233,0.000366042,0.000182101,0.000322305,0.015664192,0.015368502,0.010600458,0.023064583,0.011474287,0.02030865,14,0.051546392,2,5855017,0.117360928,0.079249276,0.08664904,0.045402775,0.0695752,0.061867632,39,36,1.066843874,10.27585247,2.37584316
Pseudopodoces_humilis_KP001174.1,Pseudopodoces_humilis,PASSERIFORMES,Paridae,Pseudopodoces_humilis,PASSERIFORMES,Paridae,Pseudopodoces_humilis,,2,91.83024373,33.64090713,2316477.816,-2.607482529,77.04650391,7.702342987,-13.43539581,5384.554688,Terrestrial,1484,0.004041,0.209461,0.019292374,0.00565099,0.00166726,0.01266499,24.95896899,2.592466993,9.07137427,0.932339661,0.000450363,0.000448224,0.000355213,0.000656844,0.000368685,0.000531738,0.023344113,0.023233244,0.018412069,0.034046835,0.019110393,0.027562074,45.4,0,2,5240196,0.028594163,0.034842346,0.084360138,0.047040543,0.058088663,0.030285715,30,31,1.173224883,9.23498315,2.607804702
Machlolophus_spilonotus_KX388476.1,Machlolophus_spilonotus,PASSERIFORMES,Paridae,Parus_spilonotus,PASSERIFORMES,Paridae,Machlolophus_spilonotus,,1,102.8188377,23.59121706,1250920.253,18.83332062,44.32609375,24.00691986,11.88584976,4274.04834,Terrestrial,1484,0.003264,0.187386333,0.01741856,0.00489518,0.00146187,0.01123646,24.95896899,2.592466993,9.07137427,0.932339661,0.000363768,0.00036204,0.000286913,0.000530547,0.000297794,0.000429496,0.020883925,0.02078474,0.016471659,0.030458709,0.017096388,0.024657363,18.8,0.014018692,2,1227282,0.110498704,0.112243575,0.087369485,0.045814211,0.055159527,0.044127881,39,37,0.986187169,7.495942087,1.978596943
Cyanistes_cyanus_KX388472.1,Cyanistes_cyanus,PASSERIFORMES,Paridae,Parus_cyanus,PASSERIFORMES,Paridae,Cyanistes_cyanus,,2,83.70133221,51.43135079,8153289.292,1.438478184,123.0818066,17.5551651,-15.93125,1917.262329,Terrestrial,1484,0.002620667,0.179763333,0.014578427,0.00431609,0.00125582,0.01059161,24.95896899,2.592466993,10.29603253,1.083602447,0.000257477,0.000254592,0.00019527,0.000380113,0.000212044,0.000305505,0.017661529,0.01746363,0.013394476,0.026073629,0.01454507,0.020955965,14.6,0,2,5492825,0.075931881,0.078133669,0.086795876,0.045473438,0.075688832,0.051891134,34,33,1,6.42176644,1.997571045
Poecile_montanus_KX388478.1,Poecile_montanus,PASSERIFORMES,Paridae,Parus_montanus,PASSERIFORMES,Paridae,Poecile_montanus,,1,80.67067912,56.04051702,21263364.59,0.246679163,121.7078223,16.58981018,-16.5569458,1515.269409,Terrestrial,1484,0.000851,0.044505,0.019121447,0.00376136,0.00128558,0.00860896,24.95896899,2.592466993,3.69648196,0.585126738,0.000235912,0.000231707,0.00015247,0.000369302,0.000170597,0.000312678,0.012337542,0.012117629,0.00797375,0.019313514,0.008921757,0.01635223,11.1,0.022439586,2,13894939,0.132746039,0.097979445,0.08767968,0.045639831,0.107950956,0.073595473,38,38,1,11.33,2.468340754
Poecile_palustris_KX388475.1,Poecile_palustris,PASSERIFORMES,Paridae,Parus_palustris,PASSERIFORMES,Paridae,Poecile_palustris,,1,65.20967272,49.32497097,9072135.09,5.151087189,101.2858203,18.49832001,-9.094631958,1851.49707,Terrestrial,1484,0.001472333,0.048081,0.030621937,0.00381357,0.00133962,0.00847762,24.95896899,2.592466993,3.69648196,0.585126738,0.000408156,0.000400881,0.000263791,0.000638938,0.000295153,0.000540971,0.01332887,0.013091287,0.008614445,0.020865365,0.009638625,0.01766614,11.1,0.023279352,2,8171161,0.083472715,0.097734488,0.086997608,0.045434101,0.075159826,0.044006351,38,37,1.025329471,11.92,2.573934383
Poecile_atricapilla_KJ909190.1,Poecile_atricapilla,PASSERIFORMES,Paridae,Parus_atricapillus,PASSERIFORMES,Paridae,Poecile_atricapillus,,1,-106.0158761,50.28492675,9078514.177,3.523263168,102.7370996,17.21724243,-10.72391357,1886.43042,Terrestrial,1484,0.001119,0.121065667,0.009242918,0.00365071,0.00119769,0.00866948,24.95896899,2.592466993,5.90940474,0.7351618,0.000192461,0.000190561,0.000143928,0.000311781,0.000151825,0.000241823,0.020822518,0.020616967,0.015571698,0.033731831,0.01642612,0.02616311,10.8,0,2,112012778,0.144211118,0.143640453,0.086544539,0.045819754,0.070387725,0.07604659,42,40,1,12.42,2.623277
Periparus_ater_KM588075.1,Periparus_ater,PASSERIFORMES,Paridae,Parus_ater,PASSERIFORMES,Paridae,Periparus_ater,,1,75.35754979,52.79784343,18987457.58,2.284955788,112.9440234,17.42633972,-13.47289581,1733.166138,Terrestrial,1484,0.002536333,0.127891333,0.019831941,0.00424016,0.00141372,0.00963607,24.95896899,2.592466993,6.39602035,0.772310992,0.0004027,0.000396925,0.000295475,0.000662369,0.000319705,0.000523326,0.02030563,0.020014435,0.014898925,0.033399083,0.016120718,0.026388052,9.2,0.023209877,2,18011962,0.091665112,0.084221057,0.086806068,0.045460508,0.102431869,0.070314006,38,36,1,9.416666667,2.196373154
Parus_venustulus_KP313823.1,Parus_venustulus,PASSERIFORMES,Paridae,Parus_venustulus,PASSERIFORMES,Paridae,Pardaliparus_venustulus,,1,110.3415267,31.63546007,1615993.563,13.72929077,81.33693848,24.31621399,1.879545212,3028.898682,Terrestrial,1484,0.001683333,0.141542667,0.011892763,0.00394663,0.00133849,0.00902995,24.95896899,2.592466993,6.39602035,0.772310992,0.000267267,0.000263434,0.000196103,0.000439606,0.000212184,0.000347325,0.022473087,0.022150809,0.016489262,0.036964156,0.01784147,0.029204756,10.6,0,2,4766383,0.225098674,0.154953178,0.086986324,0.046055603,0.068762546,0.064644953,42,37,0.815285773,6.561307103,1.632044465
Lophophanes_dichrous_KX388477.1,Lophophanes_dichrous,PASSERIFORMES,Paridae,Parus_dichrous,PASSERIFORMES,Paridae,Lophophanes_dichrous,,1,98.82454342,30.3395675,968325.0526,6.215478897,61.9506543,14.14157104,-2.721084213,5043.003418,Terrestrial,1484,0.003099333,0.17074,0.018152356,0.00407504,0.0013747,0.00945687,24.95896899,2.592466993,8.52018161,0.898885434,0.000367709,0.000369252,0.000281943,0.000462359,0.000301325,0.000443248,0.020256798,0.020341808,0.015532009,0.025471002,0.016599771,0.024418192,13.8,0,2,562757,0.083890411,0.091664673,0.08738031,0.045703104,0.079411408,0.074694318,38,37,1.13776476,9.140982656,2.304577429
Sylviparus_modestus_KP642167.2,Sylviparus_modestus,PASSERIFORMES,Paridae,Sylviparus_modestus,PASSERIFORMES,Paridae,Sylviparus_modestus,,1,101.1054938,26.70683081,837783.0427,15.07267456,55.28880859,21.92971344,6.766798401,3994.77002,Terrestrial,1484,0.004322,0.228752667,0.018893769,0.00407192,0.00115727,0.01100183,24.95896899,2.592466993,16.48693789,1.599282714,0.000264517,0.000266327,0.000206501,0.000336822,0.000219542,0.000302663,0.014000234,0.014096032,0.010929573,0.01782714,0.011619803,0.016019218,7.1,0,2,1226471,0.033672654,0.034842346,0.085438563,0.046994544,0.056469763,0.029964823,31,31,0.81496446,6.290428993,1.593265304
Anthoscopus_minutus_MN356310.1,Anthoscopus_minutus,PASSERIFORMES,Remizidae,Anthoscopus_minutus,PASSERIFORMES,Remizidae,Anthoscopus_minutus,,1,22.1099317,-25.13614985,2370698.923,19.56065216,43.93175293,24.62190552,12.48731003,4785.347168,Terrestrial,1484,0.004306333,0.196575667,0.021906747,0.00353459,0.00128014,0.00882546,24.95896899,2.592466993,14.88471568,1.790043819,0.000293579,0.000293921,0.00022306,0.000444689,0.00023584,0.000350434,0.013401294,0.013416906,0.01018224,0.020299183,0.010765615,0.015996636,6.6,0,2,441564,0.151988365,0.035656157,0.088141864,0.046466362,0.076018892,0.025003615,34,31,0.83411671,6.337724706,1.726378861
Remiz_consobrinus_KC463856.1,Remiz_consobrinus,PASSERIFORMES,Remizidae,Remiz_consobrinus,PASSERIFORMES,Remizidae,Remiz_consobrinus,,3,125.7495158,46.67434368,1388083.986,2.506820869,142.6070898,20.41474609,-18.6154892,1952.065308,Terrestrial,1484,0.005207,0.243455333,0.021387907,0.00363487,0.0012697,0.0091638,24.95896899,2.592466993,14.88471568,1.790043819,0.000354981,0.000355394,0.000269713,0.000537695,0.000285165,0.000423727,0.016597255,0.016616591,0.012610516,0.025140164,0.013333015,0.019811538,9.1,0,2,4937189,0.132746363,NA,0.082073209,NA,0.051534405,NA,34,NA,0.999452355,6.85,1.831068767
Culicicapa_ceylonensis_MH880820.1,Culicicapa_ceylonensis,PASSERIFORMES,Muscicapidae,Culicicapa_ceylonensis,PASSERIFORMES,Stenostiridae,Culicicapa_ceylonensis,,1,103.1174096,17.21123262,4653880.023,19.85477142,35.76605225,24.32669525,14.44957428,4586.19043,Terrestrial,1498,0.008513,0.401464333,0.021204872,0.00402408,0.00124725,0.01119276,23.85227484,2.760564701,23.85227484,2.760564701,0.000361772,0.00035643,0.000269841,0.000499031,0.000288721,0.000468801,0.017060775,0.016808871,0.012725431,0.023533769,0.013615772,0.022108186,7.7,0.063004847,2,7252106,0.050115354,0.054476067,0.077995419,0.045888413,0.036493767,0.026220013,32,32,0.929063188,6.665770709,2.0488517
Hyliota_flavigaster_KJ909191.1,Hyliota_flavigaster,PASSERIFORMES,Sylviidae,Hyliota_flavigaster,PASSERIFORMES,Hyliotidae,Hyliota_flavigaster,,1,17.72040237,-0.78909147,4822595.381,23.53582764,16.12450439,26.23728943,21.43931122,5565.6875,Terrestrial,1498,0.008484,0.340142,0.024942524,0.00427924,0.00137749,0.01175391,23.85227484,2.760564701,23.85227484,2.760564701,0.000360539,0.000355216,0.000268922,0.000497331,0.000287737,0.000467204,0.014454799,0.014241373,0.010781664,0.019939065,0.011536009,0.018731234,12.5,0,2,766479,0.068247505,0.040887157,0.095512117,0.085636845,0.052176965,0.052289772,35,35,1.147995378,7.446131298,2.640667131
Picathartes_gymnocephalus_MN356315.1,Picathartes_gymnocephalus,PASSERIFORMES,Picathartidae,Picathartes_gymnocephalus,PASSERIFORMES,Picathartidae,Picathartes_gymnocephalus,,1,-6.81818555,6.80994684,388878.2752,25.47392883,10.56345215,27.02764893,23.95536041,5576.177246,Terrestrial,1499,0.009796667,0.472032333,0.020754228,0.00366112,0.0013627,0.00915085,32.84077635,3.180473644,24.5190125,3.157170015,0.000406265,0.000401747,0.000293486,0.000554244,0.000321738,0.000520557,0.019575024,0.019357352,0.014141042,0.026705111,0.01550227,0.025081983,196,0,4,59978,0.04447201,0.043888976,0.046757942,0.047112576,0.036386939,0.024691573,26,26,1.974218652,12.97067557,5.079409499
Chaetops_frenatus_MN356318.1,Chaetops_frenatus,PASSERIFORMES,Turdidae,Chaetops_frenatus,PASSERIFORMES,Chaetopidae,Chaetops_frenatus,,1,20.91420292,-33.59109714,66553.01828,15.95147858,38.60687012,21.14728088,10.53590622,3821.062256,Terrestrial,1499,0.015094,0.395542667,0.038160232,0.00409143,0.00212324,0.008842,32.84077635,3.180473644,24.5190125,3.157170015,0.000625943,0.000618983,0.000452183,0.000853939,0.00049571,0.000802037,0.016403023,0.016220623,0.011849581,0.022377727,0.012990232,0.021017616,55,0,3,10055,0.035712859,0.031418656,0.046649181,0.046675544,0.02564031,0.024847567,27,26,1.536985094,11.23168094,3.838482753
Eopsaltria_griseogularis_KM374629.1,Eopsaltria_griseogularis,PASSERIFORMES,Petroicidae,Eopsaltria_griseogularis,PASSERIFORMES,Petroicidae,Eopsaltria_griseogularis,,1,121.7507561,-31.73948381,587762.324,18.03231201,45.17176758,24.21728058,11.82487488,3879.038574,Terrestrial,1499,0.001726,0.058419333,0.029545014,0.00549989,0.00200247,0.0116645,32.84077635,3.180473644,4.35843178,0.685288976,0.000406927,0.00039531,0.000272194,0.000685029,0.000315718,0.000595571,0.013773128,0.013379935,0.009212847,0.023185955,0.010686002,0.020158104,19.4,0.015873016,2,223039,0.058549454,0.075944237,0.04513546,0.04612755,0.037904527,0.033693149,33,32,1.251564077,18.3,3.674885786
Eopsaltria_australis_KM374661.1,Eopsaltria_australis,PASSERIFORMES,Petroicidae,Eopsaltria_australis,PASSERIFORMES,Petroicidae,Eopsaltria_australis,,1,148.1045764,-29.9409073,1174338.84,17.89571381,45.50085938,23.83197327,11.26829681,3825.565674,Terrestrial,1499,0.001165,0.053768667,0.021666894,0.00517206,0.00191023,0.01122045,32.84077635,3.180473644,4.35843178,0.685288976,0.000274664,0.000266823,0.000183723,0.000462375,0.000213101,0.000401993,0.012676672,0.012314781,0.008479427,0.02134016,0.009835307,0.01855335,20.2,0.015625,2,2370879,0.058549454,0.075944237,0.045336406,0.046738295,0.03675525,0.041599094,33,32,1.213306268,14.65479452,3.572963566
Eopsaltria_georgiana_KM374635.1,Eopsaltria_georgiana,PASSERIFORMES,Petroicidae,Eopsaltria_georgiana,PASSERIFORMES,Petroicidae,Quoyornis_georgianus,,1,116.3407941,-33.51369548,45266.44988,16.42344971,32.45659668,21.08162994,12.24084167,3569.738525,Terrestrial,1499,0.005458,0.156979667,0.034768834,0.00531022,0.00220261,0.01145234,32.84077635,3.180473644,10.80757462,1.125274435,0.000510635,0.00050453,0.000397388,0.000680173,0.000421782,0.00064866,0.014686568,0.01451098,0.011429423,0.019562714,0.012131025,0.018656362,19.1,0,2,396701,0.044910878,0.057763767,0.045811554,0.045345752,0.035899808,0.043875098,33,32,1.247595061,18.3,4.446025525
Tregellasia_leucops_KM374655.1,Tregellasia_leucops,PASSERIFORMES,Petroicidae,Tregellasia_leucops,PASSERIFORMES,Petroicidae,Tregellasia_leucops,,1,142.1377759,-5.67787949,201214.4139,20.59223785,4.22019165,21.03825073,19.87832184,5304.161621,Terrestrial,1499,0.001255667,0.031400667,0.039988535,0.00407959,0.00147571,0.00948116,32.84077635,3.180473644,3.72955062,0.631404986,0.000347265,0.000335612,0.000235613,0.000626132,0.000256857,0.000510882,0.008684107,0.008392707,0.005892002,0.015657791,0.006423259,0.012775714,15.6,0.090909091,2,306903,0.072284581,0.095047345,0.045987192,0.046250751,0.032108233,0.030607048,34,33,1.246072257,18,3.627531588
Tregellasia_capito_KM374637.1,Tregellasia_capito,PASSERIFORMES,Petroicidae,Tregellasia_capito,PASSERIFORMES,Petroicidae,Tregellasia_capito,,1,150.2220251,-25.75661681,155466.5015,19.08946686,34.44418457,23.35372009,13.89289551,4078.81958,Terrestrial,1499,0.001034667,0.029308,0.035303216,0.00377209,0.00140816,0.00906148,32.84077635,3.180473644,3.72955062,0.631404986,0.000286145,0.000276544,0.000194144,0.000515932,0.000211649,0.000420966,0.008105364,0.007833383,0.005499336,0.014614293,0.005995187,0.011924289,13.9,0,2,404875,0.072284581,0.095047345,0.045829811,0.046486376,0.031468741,0.030523262,34,33,1.172253938,14,2.995632672
Drymodes_brunneopygia_MN356369.1,Drymodes_brunneopygia,PASSERIFORMES,Petroicidae,Drymodes_brunneopygia,PASSERIFORMES,Petroicidae,Drymodes_brunneopygia,,1,130.324147,-32.60945316,916861.6933,17.61187897,48.08466309,24.23608551,10.97904434,3751.618408,Terrestrial,1499,0.011339333,0.357179,0.031746921,0.00465096,0.00214726,0.01049615,32.84077635,3.180473644,23.96266246,2.351737729,0.000477736,0.000474697,0.000373956,0.000607523,0.000397532,0.00057196,0.01504825,0.014952537,0.011779269,0.019136441,0.012521897,0.018016244,33,0.025,2,235864,0.038592762,0.027397671,0.045634567,0.048118366,0.037215408,0.044803885,29,28,1.501370876,10.31073317,3.731743503
Petroica_multicolor_MT181966.1,Petroica_multicolor,PASSERIFORMES,Petroicidae,Petroica_multicolor,PASSERIFORMES,Petroicidae,Petroica_multicolor,,1,167.952255,-29.032611,37.91684988,19.14256287,20.49263672,22.0743515,16.43422394,4039.534668,Terrestrial,1499,0.00129,0.023894667,0.053986943,0.00485048,0.00140735,0.01153432,32.84077635,3.180473644,2.61443889,0.574771922,0.000519799,0.00049965,0.0003151,0.000915271,0.000353228,0.000850734,0.009628241,0.009255024,0.0058366,0.016953558,0.006542834,0.01575814,11.4,0.358778626,5,18,0.170712723,0.134345619,0.046632066,0.045298862,0.060680336,0.04229606,37,34,1.333333333,10.1,3.375980245
Petroica_goodenovii_JX901075.1,Petroica_goodenovii,PASSERIFORMES,Petroicidae,Petroica_goodenovii,PASSERIFORMES,Petroicidae,Petroica_goodenovii,,1,134.25599,-26.87650961,6551523.568,21.59138031,52.72420898,28.24630432,13.6768631,4429.927734,Terrestrial,1499,0.000509333,0.016957,0.03003676,0.00435346,0.00129539,0.01099009,32.84077635,3.180473644,2.61443889,0.574771922,0.000205233,0.000197278,0.000124412,0.000361378,0.000139466,0.000335897,0.006832742,0.006567885,0.00414198,0.012031199,0.004643163,0.011182863,8.9,0,2,4760425,0.096913106,0.065425364,0.04606278,0.045401573,0.059067808,0.050708748,35,31,1.398276831,8.076840476,2.657482914
Petroica_boodang_JX901074.1,Petroica_boodang,NA,NA,Petroica_boodang,PASSERIFORMES,Petroicidae,Petroica_boodang,,1,139.3127547,-35.04321741,616459.0437,14.55434723,40.49762207,20.21385803,9.007275391,3324.404785,Terrestrial,1499,0.002106333,0.077865333,0.027050977,0.00527501,0.00151193,0.01253321,32.84077635,3.180473644,5.74392741,0.82295407,0.000373634,0.00036945,0.000224938,0.000524495,0.000282304,0.000473018,0.013812216,0.013657542,0.00831532,0.019389135,0.010436004,0.017486184,12.5,NA,2,829959,0.170712723,NA,0.046468429,NA,0.056901864,NA,37,NA,1.333333333,10.13417306,3.375980245
Petroica_phoenicea_JX901076.1,Petroica_phoenicea,PASSERIFORMES,Petroicidae,Petroica_phoenicea,PASSERIFORMES,Petroicidae,Petroica_phoenicea,,3,147.0638618,-37.9630842,218089.7008,12.06367111,37.79182373,17.44949036,6.890104675,2968.594971,Terrestrial,1499,0.001779667,0.052140667,0.034132027,0.00473954,0.0016147,0.01098052,32.84077635,3.180473644,5.74392741,0.82295407,0.000315688,0.000312153,0.000190052,0.000443152,0.000238522,0.000399659,0.009249021,0.009145448,0.005568156,0.012983473,0.006988222,0.011709207,13,0.06779661,3,1125798,0.111750682,0.134345619,0.046532959,0.046010256,0.066087422,0.044904171,36,34,1.394359702,10.9,2.74552321
Petroica_australis_KC545401.1,Petroica_australis,PASSERIFORMES,Petroicidae,Petroica_australis,PASSERIFORMES,Petroicidae,Petroica_australis,,2,170.9918145,-43.07789784,43012.79023,8.548048401,31.15631348,13.04310303,4.224225235,2383.944092,Terrestrial,1499,0.002774667,0.123265,0.022509769,0.00376192,0.00119488,0.00953435,32.84077635,3.180473644,9.8525459,1.047727168,0.000284308,0.000287955,0.000173786,0.000338805,0.000235576,0.000329061,0.012630416,0.012792427,0.007720477,0.015051475,0.010465514,0.01461859,31.3,0.047619048,2,19447,0.054150817,0.051598732,0.046329261,0.045483362,0.059245427,0.046523121,33,30,1,9.672362177,3.797097504
Petroica_macrocephala_KC545402.1,Petroica_macrocephala,PASSERIFORMES,Petroicidae,Petroica_macrocephala,PASSERIFORMES,Petroicidae,Petroica_macrocephala,,1,170.9269795,-41.88029047,204209.1074,9.785920715,31.49041992,14.32651672,5.466095352,2488.999268,Terrestrial,1499,0.002324667,0.116499667,0.019954277,0.00323092,0.00101299,0.00868003,32.84077635,3.180473644,10.91773206,1.18726684,0.000215182,0.000215283,0.000141439,0.000276423,0.000172103,0.000248191,0.010783754,0.010788797,0.007088176,0.013852805,0.008624867,0.012437981,11.8,0.068965517,2,1683986,0.069248546,0.065033419,0.045485618,0.04550869,0.044830963,0.033819291,33,30,1.315835066,8.338709439,2.504080363
Callaeas_cinereus_KU158191.1,Callaeas_cinereus,PASSERIFORMES,Callaeatidae,Callaeas_cinereus,PASSERIFORMES,Callaeidae,Callaeas_cinereus,,1,170.4475506,-44.01804462,152922.9983,8.189081573,32.63047607,12.81949005,3.575267792,2341.064453,Terrestrial,1512,0.001237333,0.032903,0.037605487,0.00383637,0.00132132,0.00963491,28.921985,2.972174946,4.98213432,0.676736048,0.000252924,0.000247982,0.000179955,0.000331523,0.000196815,0.000318765,0.006725711,0.006594301,0.004785348,0.00881581,0.005233684,0.008476564,225.4,0,6,0,0.06452403,0.033421661,0.047605978,0.045448966,0.030285392,0.02912147,29,26,1.144208007,25,4.535150079
Callaeas_wilsoni_MN356152.1,Callaeas_wilsoni,NA,NA,Callaeas_wilsoni,PASSERIFORMES,Callaeidae,Callaeas_wilsoni,,1,175.5916599,-38.34637456,65272.59649,12.7285553,30.90544189,17.27458496,8.666456604,2762.691895,Terrestrial,1512,0.001923,0.036382667,0.052854839,0.00382913,0.00138081,0.00922621,28.921985,2.972174946,4.98213432,0.676736048,0.000393081,0.000385401,0.000279677,0.000515236,0.00030588,0.000495409,0.00743699,0.007291684,0.005291424,0.009748128,0.005787174,0.009373005,225.4,NA,3,6098,0.06452403,NA,0.047371774,NA,0.032814118,NA,29,NA,1.144208007,25,4.535150079
Philesturnus_carunculatus_KC545403.1,Philesturnus_carunculatus,PASSERIFORMES,Callaeatidae,Philesturnus_carunculatus,PASSERIFORMES,Callaeidae,Philesturnus_carunculatus,,1,167.8437321,-46.91528012,19.40274844,10.40416336,17.04974121,12.94428101,8.24343338,2032.331787,Terrestrial,1512,0.002052333,0.138307333,0.014838934,0.00505168,0.00137543,0.01305904,28.921985,2.972174946,9.37915745,1.05433458,0.000221621,0.000219854,0.000175391,0.000293779,0.000178334,0.000272938,0.01493513,0.014815999,0.011819635,0.01979782,0.012017968,0.018393402,74.7,0.5,3,3,0.058830098,0.033421661,0.04604862,0.045376778,0.030298752,0.029864795,29,26,1.144208007,21,3.966576699
Heteralocha_acutirostris_KU158193.1,Heteralocha_acutirostris,NA,NA,Heteralocha_acutirostris,PASSERIFORMES,Callaeidae,Heteralocha_acutirostris,Resident,1,175.9264476,-39.38361263,49188.0674,11.39700089,32.78331787,16.17066803,7.059455109,2675.641602,Terrestrial,1512,0.004570667,0.149509333,0.030571113,0.00530693,0.00169808,0.01260166,28.921985,2.972174946,9.37915745,1.05433458,0.000493564,0.000489627,0.000390606,0.000654262,0.00039716,0.00060785,0.016144779,0.016015999,0.012776949,0.021401316,0.012991346,0.019883148,400,NA,7,0,0.058830098,NA,0.045911701,NA,0.031671447,NA,29,NA,1.144208007,9.97001009,2.534393376
