,Group,Tips.Label,Clade,dN,dS,dNdS,Species,Clade.Age,Tip.Age,Order,Family,Lat,Habitat,BodyMass,Longevity,MaturityAge,Fecundity,Ref.BodyMass,Ref.Longevity,Ref.MaturityAge,Ref.Fecundity,AnnualTemp,ThermoMode
437,Amphibians,Lepidobatrachus_laevis,Amphibians_Node475,8.12E-11,9.87E-10,0.082296269,Lepidobatrachus_laevis,15.941,13.362,Anura,Ceratophryidae,23.69396327,Freshwater,113.501,15,1.782923364,3696,Cold and dark captivity: Drivers of amphibian longevity,Cold and dark captivity: Drivers of amphibian longevity,Predicted,"AmphiBIO, a global database for amphibian ecological traits",23.32436981,Ectotherms
438,Amphibians,Ceratophrys_cornuta,Amphibians_Node475,8.37E-11,7.45E-10,0.112305277,Ceratophrys_cornuta,15.941,15.941,Anura,Ceratophryidae,4.624622749,Freshwater,130,10.3,1.618337186,1385,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",Predicted,"AmphiBIO, a global database for amphibian ecological traits",25.02861938,Ectotherms
439,Amphibians,Batrachyla_taeniata,Amphibians_Node477,9.92E-11,6.64E-10,0.149298208,Batrachyla_taeniata,62.193,20.825,Anura,Batrachylidae,41.25194683,Freshwater,8.701733282,7.125086445,1.47174187,285.7748496,Predicted,Predicted,Predicted,Predicted,8.927064514,Ectotherms
440,Amphibians,Alsodes_gargola,Amphibians_Node477,8.68E-11,4.92E-10,0.176352152,Alsodes_gargola,62.193,20.825,Anura,Alsodidae,42.03112695,Freshwater,8.189485915,7.060460988,1.468290785,283.0847692,Predicted,Predicted,Predicted,Predicted,6.102894974,Ectotherms
441,Amphibians,Hylodes_phyllodes,Amphibians_Node477,6.87E-11,8.28E-10,0.082969812,Hylodes_phyllodes,62.193,59.2,Anura,Hylodidae,23.58642108,Freshwater,4.066214273,6.35577825,1.429046327,40.5,Predicted,Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",20.28909607,Ectotherms
442,Amphibians,Cycloramphus_boraceiensis,Amphibians_Node477,4.56E-11,5.16E-10,0.088361818,Cycloramphus_boraceiensis,62.193,62.193,Anura,Cycloramphidae,22.93144967,Freshwater,13.22577792,7.587434649,1.495777322,89.5,Predicted,Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",21.4463974,Ectotherms
443,Amphibians,Crinia_signifera,Amphibians_Node480,9.00E-11,9.07E-10,0.099213786,Crinia_signifera,109.234,3.094,Anura,Myobatrachidae,33.62485293,Freshwater,1.9,7,1,125,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",15.50355682,Ectotherms
444,Amphibians,Geocrinia_victoriana,Amphibians_Node480,8.53E-11,9.05E-10,0.09421167,Geocrinia_victoriana,109.234,3.094,Anura,Myobatrachidae,37.47249382,Freshwater,1.57,10,1.606058659,126,"AmphiBIO, a global database for amphibian ecological traits",https://pictureanimal.com/wiki/Geocrinia_victoriana.html,Predicted,"AmphiBIO, a global database for amphibian ecological traits",13.01153259,Ectotherms
445,Amphibians,Paracrinia_haswelli,Amphibians_Node480,6.32E-11,8.11E-10,0.07793079,Paracrinia_haswelli,109.234,41.575,Anura,Myobatrachidae,35.23190151,Freshwater,1.95,6.728240024,1.450169909,1000,"AmphiBIO, a global database for amphibian ecological traits",Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",14.91674347,Ectotherms
446,Amphibians,Limnodynastes_dumerilii,Amphibians_Node480,8.83E-11,1.17E-09,0.075295811,Limnodynastes_dumerilii,109.234,36.028,Anura,Myobatrachidae,34.11023508,Freshwater,15.31,8.366095007,1.533906198,3750,"AmphiBIO, a global database for amphibian ecological traits",Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",15.24085236,Ectotherms
447,Amphibians,Notaden_nichollsi,Amphibians_Node480,1.05E-10,1.21E-09,0.086692023,Notaden_nichollsi,109.234,36.028,Anura,Myobatrachidae,23.37409515,Freshwater,19.41,7.970392867,1.514875335,1000,"AmphiBIO, a global database for amphibian ecological traits",Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",24.57994843,Ectotherms
448,Amphibians,Neobatrachus_sudelli,Amphibians_Node480,7.61E-11,7.89E-10,0.096463675,Neobatrachus_sudelli,109.234,41.356,Anura,Myobatrachidae,32.28182404,Freshwater,6.87,5,1.343379448,197.8593988,"AmphiBIO, a global database for amphibian ecological traits",https://pictureanimal.com/wiki/Neobatrachus_sudelli.html,Predicted,Predicted,17.59190826,Ectotherms
449,Amphibians,Mixophyes_schevilli,Amphibians_Node480,4.60E-11,5.29E-10,0.087019854,Mixophyes_schevilli,109.234,85.002,Anura,Myobatrachidae,16.79323608,Freshwater,31.85,8.513509326,1.540825114,427,"AmphiBIO, a global database for amphibian ecological traits",Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",22.15506592,Ectotherms
450,Amphibians,Calyptocephalella_gayi,Amphibians_Node480,3.72E-11,3.76E-10,0.098966702,Calyptocephalella_gayi,109.234,109.234,Anura,Calyptocephalellidae,36.49377352,Freshwater,536,11.6639423,2.192215226,6264.737319,"AmphiBIO, a global database for amphibian ecological traits ",,,,12.8120575,Ectotherms
451,Amphibians,Xenophrys_glandulosa,Amphibians_Node487,5.96E-11,7.92E-10,0.07524331,Xenophrys_glandulosa,138.675,16.357,Anura,Megophryidae,25.19857187,Freshwater,53.47459567,9.358632275,1.578861561,954,Predicted,Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",14.93228149,Ectotherms
452,Amphibians,Ophryophryne_hansi,Amphibians_Node487,1.11E-10,1.60E-09,0.069568022,Ophryophryne_hansi,138.675,16.357,Anura,Megophryidae,14.32795187,Freshwater,10.3361465,7.311667545,1.481576865,293.546597,Predicted,Predicted,Predicted,Predicted,19.90960541,Ectotherms
453,Amphibians,Brachytarsophrys_feae,Amphibians_Node487,6.23E-11,6.06E-10,0.102867408,Brachytarsophrys_feae,138.675,22.54,Anura,Megophryidae,21.63314601,Freshwater,54.82647907,9.393787869,1.580387596,1000.5,Predicted,Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",20.40983429,Ectotherms
454,Amphibians,Leptobrachium_chapaense,Amphibians_Node487,1.09E-10,9.63E-10,0.113163802,Leptobrachium_chapaense,138.675,20.023,Anura,Megophryidae,21.29480945,Freshwater,21.91591293,8.185306197,1.525296176,330.034158,Predicted,Predicted,Predicted,Predicted,20.47458344,Ectotherms
455,Amphibians,Scutiger_gongshanensis,Amphibians_Node487,1.05E-10,4.69E-10,0.223026233,Scutiger_gongshanensis,138.675,20.023,Anura,Megophryidae,27.6276919,Freshwater,14.27179938,7.674666277,1.500189411,308.6881988,Predicted,Predicted,Predicted,Predicted,9.191062164,Ectotherms
456,Amphibians,Leptobrachella_bourreti,Amphibians_Node487,8.51E-11,1.14E-09,0.074697611,Leptobrachella_bourreti,138.675,34.961,Anura,Megophryidae,22.2857557,Freshwater,7.673127737,6.991741594,1.464595257,280.2253027,Predicted,Predicted,Predicted,Predicted,14.32077637,Ectotherms
457,Amphibians,Pelobates_syriacus,Amphibians_Node487,5.31E-11,8.41E-10,0.06311728,Pelobates_syriacus,138.675,94.939,Anura,Pelobatidae,40.23822401,Freshwater,37.601,16,2,5000,Cold and dark captivity: Drivers of amphibian longevity,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",12.72379303,Ectotherms
458,Amphibians,Pelodytes_ibericus,Amphibians_Node487,5.35E-11,8.16E-10,0.065597569,Pelodytes_ibericus,138.675,124.373,Anura,Pelodytidae,37.781802,Freshwater,4.87,5,1,227.5,"AmphiBIO, a global database for amphibian ecological traits",https://pictureanimal.com/wiki/Pelodytes_ibericus.html,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",16.6343399,Ectotherms
459,Amphibians,Scaphiopus_couchii,Amphibians_Node487,6.39E-11,9.15E-10,0.069798153,Scaphiopus_couchii,138.675,45.257,Anura,Scaphiopodidae,29.88166562,Freshwater,16.3,13,2,3310,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",19.17562103,Ectotherms
460,Amphibians,Spea_hammondii,Amphibians_Node487,6.93E-11,8.70E-10,0.079654348,Spea_hammondii,138.675,45.257,Anura,Scaphiopodidae,35.76887527,Freshwater,19.00384265,12,3,500,Predicted,Animal Diversity Web,Animal Diversity Web,Animal Diversity Web,16.76578827,Ectotherms
461,Amphibians,Hymenochirus_boettgeri,Amphibians_Node496,9.28E-11,1.19E-09,0.078021942,Hymenochirus_boettgeri,161.406,115.88,Anura,Pipidae,0.192936552,Freshwater,4.643,18,1.868677411,563.5,Cold and dark captivity: Drivers of amphibian longevity,Cold and dark captivity: Drivers of amphibian longevity,Predicted,"AmphiBIO, a global database for amphibian ecological traits",23.61484222,Ectotherms
462,Amphibians,Pipa_pipa,Amphibians_Node496,7.36E-11,9.74E-10,0.075552271,Pipa_pipa,161.406,115.881,Anura,Pipidae,4.33591155,Freshwater,200,7.7,4,102.5,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",25.10921478,Ectotherms
463,Amphibians,Rhinophrynus_dorsalis,Amphibians_Node496,4.30E-11,5.87E-10,0.073304159,Rhinophrynus_dorsalis,161.406,161.406,Anura,Rhinophrynidae,17.8050908,Freshwater,90,2.2,1.087255287,2632.5,"AmphiBIO, a global database for amphibian ecological traits",Cold and dark captivity: Drivers of amphibian longevity,Predicted,"AmphiBIO, a global database for amphibian ecological traits",25.43041992,Ectotherms
464,Amphibians,Discoglossus_pictus,Amphibians_Node498,4.50E-11,6.62E-10,0.06800665,Discoglossus_pictus,142.313,108.797,Anura,Alytidae,36.11210726,Freshwater,22.05,7,4,760,"AmphiBIO, a global database for amphibian ecological traits",Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",16.72429962,Ectotherms
465,Amphibians,Alytes_obstetricans,Amphibians_Node498,4.69E-11,7.35E-10,0.063814907,Alytes_obstetricans,142.313,108.797,Anura,Alytidae,45.20103906,Freshwater,17.3,7,2,684,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",11.34065628,Ectotherms
466,Amphibians,Bombina_microdeladigitora,Amphibians_Node498,5.63E-11,8.10E-10,0.069490387,Bombina_microdeladigitora,142.313,142.313,Anura,Bombinatoridae,23.83331819,Freshwater,15.5,7.558145538,1.88470577,742.7336686,Estimated by total length,,,,18.16339264,Ectotherms
467,Amphibians,Leiopelma_hochstetteri,Amphibians_Node500,2.91E-11,2.25E-10,0.129332759,Leiopelma_hochstetteri,198.288,198.288,Anura,Leiopelmatidae,37.81289286,Freshwater,10,7,3,165,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",12.74301682,Ectotherms
468,Amphibians,Ascaphus_montanus,Amphibians_Node500,2.94E-11,2.93E-10,0.100299876,Ascaphus_montanus,198.288,198.288,Anura,Ascaphidae,46.3706485,Freshwater,17.596,20,7,61.5,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",5.843241501,Ectotherms
469,Amphibians,Nyctanolis_pernix,Amphibians_Node506,1.00E-10,9.75E-10,0.10290727,Nyctanolis_pernix,40.987,25.684,Caudata,Plethodontidae,15.6299369,Terrestrial,5.062337297,10.52860431,2.493827392,69.82987691,Predicted,Predicted,Predicted,Predicted,16.14731598,Ectotherms
470,Amphibians,Bolitoglossa_riletti,Amphibians_Node506,1.42E-10,1.64E-09,0.086882046,Bolitoglossa_riletti,40.987,25.684,Caudata,Plethodontidae,17.02088219,Terrestrial,3.004171242,9.541304691,2.406553413,64.33152008,Predicted,Predicted,Predicted,Predicted,22.83970795,Ectotherms
471,Amphibians,Batrachoseps_nigriventris,Amphibians_Node506,1.17E-10,1.09E-09,0.107380747,Batrachoseps_nigriventris,40.987,33.792,Caudata,Plethodontidae,34.79437035,Terrestrial,34.2,14.40511112,3.5,78.28307675,Estimated by total length,,"AmphiBIO, a global database for amphibian ecological traits ",,15.13139954,Ectotherms
472,Amphibians,Hemidactylium_scutatum,Amphibians_Node506,8.79E-11,9.22E-10,0.095332917,Hemidactylium_scutatum,40.987,36.297,Caudata,Plethodontidae,39.94645459,Freshwater,7.5,8.9,2.2,80,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",11.0449791,Ectotherms
473,Amphibians,Gyrinophilus_porphyriticus,Amphibians_Node506,7.96E-11,5.34E-10,0.14898806,Gyrinophilus_porphyriticus,40.987,10.947,Caudata,Plethodontidae,39.72381748,Freshwater,68.5,18.5,4,106,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",10.81520462,Ectotherms
474,Amphibians,Pseudotriton_ruber,Amphibians_Node506,9.31E-11,7.88E-10,0.118214416,Pseudotriton_ruber,40.987,10.947,Caudata,Plethodontidae,36.38844752,Freshwater,33.3,20.1,4,130,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",14.2421936,Ectotherms
475,Amphibians,Eurycea_lucifuga,Amphibians_Node506,8.10E-11,1.00E-09,0.081004293,Eurycea_lucifuga,40.987,24.948,Caudata,Plethodontidae,36.98365708,Freshwater,60.002,9.1,3,73,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",13.91660614,Ectotherms
476,Amphibians,Desmognathus_fuscus,Amphibians_Node512,9.57E-11,1.17E-09,0.081620539,Desmognathus_fuscus,28.808,6.601,Caudata,Plethodontidae,38.1902224,Freshwater,17.2,4.3,2,45,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",12.63856506,Ectotherms
477,Amphibians,Desmognathus_quadramaculatus,Amphibians_Node512,5.77E-11,7.13E-10,0.080882899,Desmognathus_quadramaculatus,28.808,6.601,Caudata,Plethodontidae,35.96037579,Freshwater,28.7,15,6,46.5,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",12.88768005,Ectotherms
478,Amphibians,Desmognathus_wrighti,Amphibians_Node512,7.65E-11,8.51E-10,0.089942331,Desmognathus_wrighti,28.808,15.019,Caudata,Plethodontidae,35.86683379,Freshwater,2.9,20,3.5,15,Estimated by total length,,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",12.22217026,Ectotherms
479,Amphibians,Phaeognathus_hubrichti,Amphibians_Node512,5.02E-11,4.50E-10,0.111659523,Phaeognathus_hubrichti,28.808,22.845,Caudata,Plethodontidae,31.63579926,Terrestrial,94,19.7,5,48,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",18.55422211,Ectotherms
480,Amphibians,Plethodon_jordani,Amphibians_Node512,7.81E-11,7.39E-10,0.105614328,Plethodon_jordani,28.808,27.631,Caudata,Plethodontidae,35.65333791,Terrestrial,4.94,19.8,3,118.168545,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",Predicted,10.39824829,Ectotherms
481,Amphibians,Aneides_flavipunctatus,Amphibians_Node512,1.08E-10,8.94E-10,0.120999354,Aneides_flavipunctatus,28.808,27.631,Caudata,Plethodontidae,40.1430626,Terrestrial,39.2,20,3.5,25,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",California Wildlife Habitat Relationships System California Department of Fish and Wildlife California Interagency Wildlife Task Group,11.64643707,Ectotherms
482,Amphibians,Paramesotriton_hongkongensis,Amphibians_Node517,5.72E-11,6.57E-10,0.087009431,Paramesotriton_hongkongensis,107.234,20.252,Caudata,Salamandridae,22.58013429,Freshwater,12,10.2,2.465383175,115,"AmphiBIO, a global database for amphibian ecological traits",Cold and dark captivity: Drivers of amphibian longevity,Predicted,"AmphiBIO, a global database for amphibian ecological traits",22.81377411,Ectotherms
483,Amphibians,Neurergus_crocatus,Amphibians_Node517,8.85E-11,8.58E-10,0.103132669,Neurergus_crocatus,107.234,16.112,Caudata,Salamandridae,37.34254767,Freshwater,13.4,17,2.5,104.0758965,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",Predicted,9.736079407,Ectotherms
484,Amphibians,Lissotriton_vulgaris,Amphibians_Node517,9.38E-11,1.10E-09,0.085188778,Lissotriton_vulgaris,107.234,16.112,Caudata,Salamandridae,54.99293058,Freshwater,5.3,20,2,300,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",6.005086136,Ectotherms
485,Amphibians,Notophthalmus_viridescens,Amphibians_Node517,6.80E-11,7.11E-10,0.095605252,Notophthalmus_viridescens,107.234,29.632,Caudata,Salamandridae,39.56086585,Freshwater,24.1,25,3,375,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ",Animal Diversity Web,"AmphiBIO, a global database for amphibian ecological traits ",11.24687805,Ectotherms
486,Amphibians,Echinotriton_chinhaiensis,Amphibians_Node517,9.60E-11,7.14E-10,0.13449673,Echinotriton_chinhaiensis,107.234,5.838,Caudata,Salamandridae,29.79498957,Freshwater,34.2,20,10,94,Estimated by total length,Wikipedia,Wikipedia,"AmphiBIO, a global database for amphibian ecological traits ",16.95469971,Ectotherms
487,Amphibians,Tylototriton_kweichowensis,Amphibians_Node517,8.16E-11,5.52E-10,0.147898429,Tylototriton_kweichowensis,107.234,5.838,Caudata,Salamandridae,27.37759085,Freshwater,246.7,15,3,141,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",13.34363556,Ectotherms
488,Amphibians,Ambystoma_mexicanum,Amphibians_Node517,6.09E-11,3.69E-10,0.165224233,Ambystoma_mexicanum,107.234,1.04,Caudata,Ambystomatidae,19.31974119,Freshwater,155.7,17,1.5,300,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",Animal Diversity Web,15.56187439,Ectotherms
489,Amphibians,Ambystoma_tigrinum,Amphibians_Node517,1.99E-10,5.88E-10,0.338418849,Ambystoma_tigrinum,107.234,1.04,Caudata,Ambystomatidae,38.04181068,Freshwater,534.2,25,4,7000,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ",Animal Diversity Web,"AmphiBIO, a global database for amphibian ecological traits ",11.53736267,Ectotherms
490,Amphibians,Ambystoma_opacum,Amphibians_Node517,6.90E-11,7.87E-10,0.087720302,Ambystoma_opacum,107.234,11.435,Caudata,Ambystomatidae,35.48605515,Freshwater,41.193,11.3,3.05,100,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",15.56846924,Ectotherms
491,Amphibians,Ambystoma_talpoideum,Amphibians_Node517,6.11E-11,7.05E-10,0.08665966,Ambystoma_talpoideum,107.234,19.215,Caudata,Ambystomatidae,33.06144095,Freshwater,31.6,9,2,700,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",17.63573761,Ectotherms
492,Amphibians,Hynobius_nigrescens,Amphibians_Node526,8.21E-11,9.86E-10,0.083280586,Hynobius_nigrescens,130.928,15.637,Caudata,Hynobiidae,38.27466731,Freshwater,43.21826587,15.77991244,2.886979239,90,Predicted,Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",10.68835526,Ectotherms
493,Amphibians,Salamandrella_keyserlingii,Amphibians_Node526,9.36E-11,9.29E-10,0.100754258,Salamandrella_keyserlingii,130.928,15.637,Caudata,Hynobiidae,62.65475952,Freshwater,6.9,10,2,70,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",-5.350320053,Ectotherms
494,Amphibians,Pachyhynobius_shangchengensis,Amphibians_Node526,6.15E-11,6.93E-10,0.088748175,Pachyhynobius_shangchengensis,130.928,17.436,Caudata,Hynobiidae,31.12501979,Freshwater,11.25546488,12.24193171,2.633634783,79.17335599,Predicted,Predicted,Predicted,Predicted,14.52526703,Ectotherms
495,Amphibians,Paradactylodon_persicus,Amphibians_Node526,8.35E-11,7.99E-10,0.104446938,Paradactylodon_persicus,130.928,19.242,Caudata,Hynobiidae,36.81702934,Freshwater,0.554672954,6.936897909,2.144418544,49.33040424,Predicted,Predicted,Predicted,Predicted,10.33045502,Ectotherms
496,Amphibians,Andrias_davidianus,Amphibians_Node526,7.17E-11,2.70E-10,0.265692338,Andrias_davidianus,130.928,1.628,Caudata,Cryptobranchidae,30.33742379,Freshwater,27500,72,5,560,Cold and dark captivity: Drivers of amphibian longevity,Animal Diversity Web,Animal Diversity Web,Animal Diversity Web,15.62561951,Ectotherms
497,Amphibians,Andrias_japonicus,Amphibians_Node526,8.21E-11,3.81E-10,0.215347087,Andrias_japonicus,130.928,1.628,Caudata,Cryptobranchidae,34.79954535,Freshwater,26000,70,5,600,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",13.80896454,Ectotherms
498,Amphibians,Cryptobranchus_alleganiensis_alleganiensis,Amphibians_Node526,8.10E-11,5.92E-10,0.136849059,Cryptobranchus_alleganiensis,130.928,5.88,Caudata,Cryptobranchidae,38.25395306,Freshwater,365,30,3,325,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",12.40219803,Ectotherms
499,Amphibians,Dermophis_mexicanus,Amphibians_Node533,9.78E-11,6.19E-10,0.158056008,Dermophis_mexicanus,84.297,12.262,Gymnophiona,Dermophiidae,15.60305041,Terrestrial,138.564,13.8,2,87.481108,Cold and dark captivity: Drivers of amphibian longevity,"AmphiBIO, a global database for amphibian ecological traits","AmphiBIO, a global database for amphibian ecological traits",Predicted,24.58216095,Ectotherms
500,Amphibians,Gymnopis_multiplicata,Amphibians_Node533,9.18E-11,5.50E-10,0.166779609,Gymnopis_multiplicata,84.297,12.262,Gymnophiona,Dermophiidae,13.09494969,Terrestrial,316.2623801,22.97248314,3.307131553,8,Predicted,Predicted,Predicted,"AmphiBIO, a global database for amphibian ecological traits",24.6377121,Ectotherms
501,Amphibians,Schistometopum_thomense,Amphibians_Node533,8.57E-11,6.71E-10,0.127677008,Schistometopum_thomense,84.297,26.908,Gymnophiona,Dermophiidae,0.233358115,Terrestrial,160.4926516,20.21250443,3.157481514,240.4310086,Predicted,Predicted,Predicted,Predicted,24.03446655,Ectotherms
502,Amphibians,Geotrypetes_seraphini,Amphibians_Node533,1.02E-10,9.57E-10,0.106671779,Geotrypetes_seraphini,84.297,34.874,Gymnophiona,Dermophiidae,3.50454998,Freshwater,42.2,20,1,4,Cold and dark captivity: Drivers of amphibian longevity,https://www.dimensions.com/element/gaboon-caecilian-geotrypetes-seraphini,"AmphiBIO, a global database for amphibian ecological traits ","AmphiBIO, a global database for amphibian ecological traits ",24.33031311,Ectotherms
503,Amphibians,Siphonops_annulatus,Amphibians_Node533,6.83E-11,5.37E-10,0.127080407,Siphonops_annulatus,84.297,41.926,Gymnophiona,Siphonopidae,8.558477725,Terrestrial,53.7,12.32168107,2.234510962,16,Estimated by total length,,,"AmphiBIO, a global database for amphibian ecological traits ",24.52612305,Ectotherms
504,Amphibians,Grandisonia_alternans,Amphibians_Node533,4.98E-11,5.33E-10,0.093511995,Grandisonia_alternans,84.297,47.857,Gymnophiona,Indotyphlidae,4.571631886,Freshwater,130.6253106,19.44221029,3.113407261,116.38732,Predicted,Predicted,Predicted,Predicted,26.0169281,Ectotherms
505,Amphibians,Caecilia_tentaculata,Amphibians_Node533,7.02E-11,5.84E-10,0.120262522,Caecilia_tentaculata,84.297,55.319,Gymnophiona,Caeciliidae,3.176619504,Terrestrial,365.7227458,23.61105374,3.340099164,136.828785,Predicted,Predicted,Predicted,Predicted,25.16154175,Ectotherms
506,Amphibians,Herpele_squalostoma,Amphibians_Node533,5.39E-11,5.81E-10,0.092699127,Herpele_squalostoma,84.297,37.861,Gymnophiona,Herpelidae,1.329659687,Terrestrial,448.8618596,24.54153515,3.387133837,141.3054383,Predicted,Predicted,Predicted,Predicted,23.46668243,Ectotherms
507,Amphibians,Boulengerula_taitana,Amphibians_Node533,9.06E-11,8.07E-10,0.112251105,Boulengerula_taitana,84.297,37.861,Gymnophiona,Herpelidae,3.427382646,Terrestrial,39.7,11.5862066,2.187114645,15,Estimated by total length,,,"AmphiBIO, a global database for amphibian ecological traits ",20.62976074,Ectotherms
508,Amphibians,Crotaphatrema_tchabalmbaboensis,Amphibians_Node533,8.41E-11,6.31E-10,0.133277761,Crotaphatrema_tchabalmbaboensis,84.297,49.196,Gymnophiona,Scolecomorphidae,7.282572197,Terrestrial,148.907376,19.92875762,3.141373038,118.8082337,Predicted,Predicted,Predicted,Predicted,19.77932281,Ectotherms
509,Amphibians,Scolecomorphus_vittatus,Amphibians_Node533,8.46E-11,6.72E-10,0.125860081,Scolecomorphus_vittatus,84.297,49.196,Gymnophiona,Scolecomorphidae,5.268721051,Terrestrial,45.6,11.91795632,2.208729344,312.9207266,"AmphiBIO, a global database for amphibian ecological traits ",,,,19.17365417,Ectotherms
510,Amphibians,Ichthyophis_multicolor,Amphibians_Node533,4.81E-11,5.20E-10,0.092418778,Ichthyophis_multicolor,84.297,84.297,Gymnophiona,Ichthyophiidae,16.9956719,Freshwater,61.89193592,16.88630287,2.958631598,103.4958158,Predicted,Predicted,Predicted,Predicted,26.81879272,Ectotherms
