,Seq.Names,Order.MWF,Species.MWF,Family.MWF,Tree.Tips,Clade.Sizes,Lineages,Sisters,Sister,Label,Tree.Tip,Clade.Size
158,Elephas_maximus_DQ316068.1,PROBOSCIDEA,Elephas_maximus,Elephantidae,PROBOSCIDEA_Elephantidae,3,Lineage1,14,,,,
159,Mammuthus_primigenius_EU153451.1,PROBOSCIDEA,NA,Elephantidae,PROBOSCIDEA_Elephantidae,3,Lineage1,14,,,,
160,Mammuthus_columbi_KX027517.1,PROBOSCIDEA,NA,Elephantidae,PROBOSCIDEA_Elephantidae,3,Lineage1,14,,,,
161,Loxodonta_africana_NC_000934.1,PROBOSCIDEA,Loxodonta_africana,Elephantidae,PROBOSCIDEA_Elephantidae,3,Lineage1,14,,,,
162,Loxodonta_cyclotis_KY616981.1,PROBOSCIDEA,Loxodonta_cyclotis,Elephantidae,PROBOSCIDEA_Elephantidae,3,Lineage1,14,,,,
163,Elephas_antiquus_KY499555.1,PROBOSCIDEA,NA,Elephantidae,PROBOSCIDEA_Elephantidae,3,Lineage1,14,14,Elephantidae,PROBOSCIDEA_Elephantidae,7
164,Procavia_capensis_AB096865.1,HYRACOIDEA,Procavia_capensis,Procaviidae,HYRACOIDEA_Procaviidae,5,Lineage2,14,14,Procaviidae,HYRACOIDEA_Procaviidae,5
165,Dendrohyrax_dorsalis_NC_010301.1,HYRACOIDEA,Dendrohyrax_dorsalis,Procaviidae,HYRACOIDEA_Procaviidae,5,Lineage2,14,,,,
166,Cynocephalus_variegatus_AJ428849.1,DERMOPTERA,Galeopterus_variegatus,Cynocephalidae,DERMOPTERA_Cynocephalidae,2,,,,,,
167,Perodicticus_potto_AB371095.1,PRIMATES,Perodicticus_potto,Lorisidae,PRIMATES_Lorisidae,12,Lineage1,15,,,,
168,Loris_lydekkerianus_KC757402.1,PRIMATES,Loris_lydekkerianus,Lorisidae,PRIMATES_Lorisidae,12,Lineage1,15,,,,
169,Loris_tardigradus_AB371094.1,PRIMATES,Loris_tardigradus,Lorisidae,PRIMATES_Lorisidae,12,Lineage1,15,,,,
170,Nycticebus_pygmaeus_KX397281.1,PRIMATES,Nycticebus_pygmaeus,Lorisidae,PRIMATES_Lorisidae,12,Lineage1,15,,,,
171,Nycticebus_coucang_insularis_MG515246.1,PRIMATES,Nycticebus_coucang,Lorisidae,PRIMATES_Lorisidae,12,Lineage1,15,,,,
172,Nycticebus_bengalensis_KY436589.1,PRIMATES,Nycticebus_bengalensis,Lorisidae,PRIMATES_Lorisidae,12,Lineage1,15,15,Lorisidae,PRIMATES_Lorisidae,12
173,Otolemur_crassicaudatus_KJ434961.1,PRIMATES,Otolemur_crassicaudatus,Galagidae,PRIMATES_Galagidae,18,Lineage2,15,15,Galagidae,PRIMATES_Galagidae,18
174,Galago_moholi_KC757396.1,PRIMATES,Galago_moholi,Galagidae,PRIMATES_Galagidae,18,Lineage2,15,,,,
175,Galago_senegalensis_AB371092.1,PRIMATES,Galago_senegalensis,Galagidae,PRIMATES_Galagidae,18,Lineage2,15,,,,
176,Daubentonia_madagascariensis_KJ944182.1,PRIMATES,Daubentonia_madagascariensis,Daubentoniidae,PRIMATES_Daubentoniidae,1,,,,,,
177,Varecia_variegata_variegata_AB371089.1,PRIMATES,Varecia_variegata,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
178,Lemur_catta_AJ421451.1,PRIMATES,Lemur_catta,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
179,Prolemur_simus_KC757408.1,PRIMATES,Prolemur_simus,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
180,Hapalemur_griseus_KC757397.1,PRIMATES,Hapalemur_griseus,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
181,Eulemur_macaco_macaco_AB371088.1,PRIMATES,Eulemur_macaco,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
182,Eulemur_mongoz_NC_010300.1,PRIMATES,Eulemur_mongoz,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
183,Eulemur_rubriventer_KJ944203.1,PRIMATES,Eulemur_rubriventer,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
184,Eulemur_fulvus_fulvus_AB371086.1,PRIMATES,Eulemur_fulvus,Lemuridae,PRIMATES_Lemuridae,21,,,,,,
185,Indri_indri_KJ944181.1,PRIMATES,Indri_indri,Indriidae,PRIMATES_Indriidae,19,,,,,,
186,Avahi_laniger_KC757387.1,PRIMATES,Avahi_laniger,Indriidae,PRIMATES_Indriidae,19,,,,,,
187,Propithecus_diadema_KJ944215.1,PRIMATES,Propithecus_diadema,Indriidae,PRIMATES_Indriidae,19,,,,,,
188,Propithecus_edwardsi_KJ944223.1,PRIMATES,Propithecus_edwardsi,Indriidae,PRIMATES_Indriidae,19,,,,,,
189,Propithecus_verreauxi_KT445269.1,PRIMATES,Propithecus_verreauxi,Indriidae,PRIMATES_Indriidae,19,,,,,,
190,Propithecus_tattersalli_KR827465.1,PRIMATES,Propithecus_tattersalli,Indriidae,PRIMATES_Indriidae,19,,,,,,
191,Propithecus_coquereli_NC_011053.1,PRIMATES,Propithecus_coquereli,Indriidae,PRIMATES_Indriidae,19,,,,,,
192,Phaner_pallescens_KM112340.1,PRIMATES,Phaner_pallescens,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
193,Phaner_parienti_KM112341.1,PRIMATES,Phaner_parienti,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
194,Phaner_electromontis_KM112338.1,PRIMATES,Phaner_electromontis,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
195,Cheirogaleus_sibreei_KM112333.1,PRIMATES,Cheirogaleus_sibreei,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
196,Cheirogaleus_medius_KM112332.1,PRIMATES,Cheirogaleus_medius,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
197,Cheirogaleus_crossleyi_KM112325.1,PRIMATES,Cheirogaleus_crossleyi,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
198,Cheirogaleus_major_KM112323.1,PRIMATES,Cheirogaleus_major,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
199,Allocebus_trichotis_KM112334.1,PRIMATES,Allocebus_trichotis,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
200,Mirza_coquereli_KJ158463.1,PRIMATES,Mirza_coquereli,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
201,Mirza_zaza_KM112336.1,PRIMATES,Mirza_zaza,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
202,Microcebus_murinus_KM112304.1,PRIMATES,Microcebus_murinus,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
203,Microcebus_griseorufus_KM112292.1,PRIMATES,Microcebus_griseorufus,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
204,Microcebus_danfossi_KM112305.1,PRIMATES,Microcebus_danfossi,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
205,Microcebus_bongolavensis_KM112293.1,PRIMATES,Microcebus_bongolavensis,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
206,Microcebus_ravelobensis_KM112289.1,PRIMATES,Microcebus_ravelobensis,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
207,Microcebus_jollyae_KM112300.1,PRIMATES,Microcebus_jollyae,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
208,Microcebus_tanosi_KM112288.1,PRIMATES,NA,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
209,Microcebus_simmonsi_KM112311.1,PRIMATES,Microcebus_simmonsi,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
210,Microcebus_tavaratra_KM112294.1,PRIMATES,Microcebus_tavaratra,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
211,Microcebus_mamiratra_KM112307.1,PRIMATES,Microcebus_mamiratra,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
212,Microcebus_margotmarshae_KM112315.1,PRIMATES,Microcebus_margotmarshae,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
213,Microcebus_arnholdi_KM112286.1,PRIMATES,Microcebus_arnholdi,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
214,Microcebus_sambiranensis_KM112296.1,PRIMATES,Microcebus_sambiranensis,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
215,Microcebus_mittermeieri_KM112299.1,PRIMATES,Microcebus_mittermeieri,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
216,Microcebus_lehilahytsara_KM112314.1,PRIMATES,Microcebus_lehilahytsara,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
217,Microcebus_berthae_KM112303.1,PRIMATES,Microcebus_berthae,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
218,Microcebus_myoxinus_KM112290.1,PRIMATES,Microcebus_myoxinus,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,,,,
219,Microcebus_rufus_KM112313.1,PRIMATES,Microcebus_rufus,Cheirogaleidae,PRIMATES_Cheirogaleidae,33,Lineage1,16,16,Cheirogaleidae,PRIMATES_Cheirogaleidae,33
220,Lepilemur_wrightae_HQ171075.1,PRIMATES,Lepilemur_wrightae,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,16,Lepilemuridae,PRIMATES_Lepilemuridae,26
221,Lepilemur_scottorum_HQ171083.1,PRIMATES,Lepilemur_scottorum,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
222,Lepilemur_hollandorum_HQ171085.1,PRIMATES,Lepilemur_hollandorum,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
223,Lepilemur_seali_HQ171074.1,PRIMATES,Lepilemur_seali,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
224,Lepilemur_fleuretae_HQ171057.1,PRIMATES,Lepilemur_fleuretae,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
225,Lepilemur_betsileo_HQ171066.1,PRIMATES,Lepilemur_betsileo,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
226,Lepilemur_jamesorum_HQ171081.1,PRIMATES,Lepilemur_jamesorum,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
227,Lepilemur_petteri_HQ171063.1,PRIMATES,Lepilemur_petteri,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
228,Lepilemur_leucopus_HQ171058.1,PRIMATES,Lepilemur_leucopus,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
229,Lepilemur_aeeclis_HQ171084.1,PRIMATES,Lepilemur_aeeclis,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
230,Lepilemur_randrianasoloi_HQ171061.1,PRIMATES,Lepilemur_randrianasoloi,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
231,Lepilemur_hubbardorum_HM070254.1,PRIMATES,Lepilemur_hubbardorum,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
232,Lepilemur_ruficaudatus_KC757400.1,PRIMATES,Lepilemur_ruficaudatus,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
233,Lepilemur_microdon_NC_034739.1,PRIMATES,Lepilemur_microdon,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
234,Lepilemur_otto_HQ171064.1,PRIMATES,Lepilemur_otto,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
235,Lepilemur_grewcockorum_HQ171072.1,PRIMATES,Lepilemur_grewcockorum,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
236,Lepilemur_edwardsi_HQ171082.1,PRIMATES,Lepilemur_edwardsi,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
237,Lepilemur_septentrionalis_NC_034727.1,PRIMATES,Lepilemur_septentrionalis,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
238,Lepilemur_ahmansonorum_HQ171076.1,PRIMATES,Lepilemur_ahmansonorum,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
239,Lepilemur_sahamalazensis_HQ171079.1,PRIMATES,Lepilemur_sahamalazensis,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
240,Lepilemur_mittermeieri_HQ171069.1,PRIMATES,Lepilemur_mittermeieri,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
241,Lepilemur_dorsalis_HQ171060.1,PRIMATES,Lepilemur_dorsalis,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
242,Lepilemur_tymerlachsoni_HQ171080.1,PRIMATES,Lepilemur_tymerlachsoni,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
243,Lepilemur_ankaranensis_HQ171056.1,PRIMATES,Lepilemur_ankaranensis,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
244,Lepilemur_milanoii_HQ171065.1,PRIMATES,Lepilemur_milanoii,Lepilemuridae,PRIMATES_Lepilemuridae,26,Lineage2,16,,,,
245,Tarsius_syrichta_NC_012774.1,PRIMATES,Carlito_syrichta,Tarsiidae,PRIMATES_Tarsiidae,11,,,,,,
246,Cephalopachus_bancanus_AF348159.1,PRIMATES,Cephalopachus_bancanus,Tarsiidae,PRIMATES_Tarsiidae,11,,,,,,
247,Tarsius_dentatus_KC977310.1,PRIMATES,Tarsius_dentatus,Tarsiidae,PRIMATES_Tarsiidae,11,,,,,,
248,Tarsius_lariang_KC977309.1,PRIMATES,Tarsius_lariang,Tarsiidae,PRIMATES_Tarsiidae,11,,,,,,
249,Tarsius_wallacei_KC977311.1,PRIMATES,Tarsius_wallacei,Tarsiidae,PRIMATES_Tarsiidae,11,,,,,,
250,Cacajao_calvus_KC959985.1,PRIMATES,Cacajao_calvus,Pitheciidae,PRIMATES_Pitheciidae,56,,,,,,
251,Chiropotes_albinasus_KC757393.1,PRIMATES,Chiropotes_albinasus,Pitheciidae,PRIMATES_Pitheciidae,56,,,,,,
252,Chiropotes_israelita_KC592392.1,PRIMATES,Chiropotes_chiropotes,Pitheciidae,PRIMATES_Pitheciidae,56,,,,,,
253,Callicebus_lugens_KC592393.1,PRIMATES,Cheracebus_lugens,Pitheciidae,PRIMATES_Pitheciidae,56,,,,,,
254,Callicebus_cupreus_KC959986.1,PRIMATES,Plecturocebus_cupreus,Pitheciidae,PRIMATES_Pitheciidae,56,,,,,,
255,Callicebus_donacophilus_FJ785423.1,PRIMATES,Plecturocebus_donacophilus,Pitheciidae,PRIMATES_Pitheciidae,56,,,,,,
256,Ateles_belzebuth_KC757386.1,PRIMATES,Ateles_belzebuth,Atelidae,PRIMATES_Atelidae,26,,,,,,
257,Lagothrix_lagotricha_KC757398.1,PRIMATES,Lagothrix_lagothricha,Atelidae,PRIMATES_Atelidae,26,,,,,,
258,Alouatta_guariba_clamitans_KY202428.1,PRIMATES,Alouatta_guariba,Atelidae,PRIMATES_Atelidae,26,,,,,,
259,Alouatta_seniculus_HQ644333.1,PRIMATES,Alouatta_seniculus,Atelidae,PRIMATES_Atelidae,26,,,,,,
260,Alouatta_caraya_KC757384.1,PRIMATES,Alouatta_caraya,Atelidae,PRIMATES_Atelidae,26,,,,,,
261,Aotus_nancymaae_JN161100.1,PRIMATES,Aotus_nancymaae,Aotidae,PRIMATES_Aotidae,11,Lineage1,17,,,,
262,Aotus_azarai_KC757385.1,PRIMATES,Aotus_azarae,Aotidae,PRIMATES_Aotidae,11,Lineage1,17,,,,
263,Aotus_lemurinus_NC_019799.1,PRIMATES,Aotus_lemurinus,Aotidae,PRIMATES_Aotidae,11,Lineage1,17,,,,
264,Aotus_trivirgatus_AY250707.1,PRIMATES,Aotus_trivirgatus,Aotidae,PRIMATES_Aotidae,11,Lineage1,17,17,Aotidae,PRIMATES_Aotidae,11
265,Saguinus_oedipus_KC757409.1,PRIMATES,Saguinus_oedipus,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,17,Callitrichidae,PRIMATES_Callitrichidae,47
266,Leontopithecus_chrysopygus_MG933868.1,PRIMATES,Leontopithecus_chrysopygus,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
267,Leontopithecus_rosalia_KC757399.1,PRIMATES,Leontopithecus_rosalia,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
268,Callimico_goeldii_KC592391.1,PRIMATES,Callimico_goeldii,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
269,Callithrix_pygmaea_KC757389.1,PRIMATES,Cebuella_pygmaea,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
270,Callithrix_aurita_MN787080.1,PRIMATES,Callithrix_aurita,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
271,Callithrix_kuhlii_KR869628.1,PRIMATES,Callithrix_kuhlii,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
272,Callithrix_jacchus_AB572419.1,PRIMATES,Callithrix_jacchus,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
273,Callithrix_geoffroyi_MN787083.1,PRIMATES,Callithrix_geoffroyi,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
274,Callithrix_penicillata_MN787095.1,PRIMATES,Callithrix_penicillata,Callitrichidae,PRIMATES_Callitrichidae,47,Lineage2,17,,,,
275,Saimiri_boliviensis_peruviensis_HQ644340.1,PRIMATES,Saimiri_boliviensis,Cebidae,PRIMATES_Cebidae,31,,,,,,
276,Saimiri_oerstedii_oerstedii_HQ644337.1,PRIMATES,Saimiri_oerstedii,Cebidae,PRIMATES_Cebidae,31,,,,,,
277,Saimiri_sciureus_sciureus_HQ644334.1,PRIMATES,Saimiri_sciureus,Cebidae,PRIMATES_Cebidae,31,,,,,,
278,Cebus_albifrons_NC_002763.1,PRIMATES,Cebus_albifrons,Cebidae,PRIMATES_Cebidae,31,,,,,,
279,Cebus_apella_JN380205.1,PRIMATES,Sapajus_apella,Cebidae,PRIMATES_Cebidae,31,,,,,,
280,Cebus_xanthosternos_KC757410.1,PRIMATES,Sapajus_xanthosternos,Cebidae,PRIMATES_Cebidae,31,,,,,,
281,Sapajus_flavius_MN218642.1,PRIMATES,Sapajus_flavius,Cebidae,PRIMATES_Cebidae,31,,,,,,
282,Nomascus_gabriellae_HQ622806.1,PRIMATES,Nomascus_gabriellae,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
283,Nomascus_leucogenys_KC757404.1,PRIMATES,Nomascus_leucogenys,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
284,Nomascus_siki_AB504751.1,PRIMATES,Nomascus_siki,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
285,Hoolock_hoolock_NC_033885.1,PRIMATES,Hoolock_hoolock,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
286,Hoolock_tianxing_KY250069.1,PRIMATES,Hoolock_tianxing,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
287,Hoolock_leuconedys_KY250068.1,PRIMATES,Hoolock_leuconedys,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
288,Symphalangus_syndactylus_KC757411.1,PRIMATES,Symphalangus_syndactylus,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
289,Hylobates_pileatus_AB504749.1,PRIMATES,Hylobates_pileatus,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
290,Hylobates_agilis_NC_014042.1,PRIMATES,Hylobates_agilis,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
291,Hylobates_lar_HQ622775.1,PRIMATES,Hylobates_lar,Hylobatidae,PRIMATES_Hylobatidae,19,Lineage1,18,,,,
292,Pongo_pygmaeus_NC_001646.1,PRIMATES,Pongo_pygmaeus,Hominidae,PRIMATES_Hominidae,8,Lineage1,18,,,,
293,Pongo_abelii_NC_002083.1,PRIMATES,Pongo_abelii,Hominidae,PRIMATES_Hominidae,8,Lineage1,18,,,,
294,Pan_troglodytes_schweinfurthii_JF727193.1,PRIMATES,Pan_troglodytes,Hominidae,PRIMATES_Hominidae,8,Lineage1,18,,,,
295,Pan_paniscus_GU189671.1,PRIMATES,Pan_paniscus,Hominidae,PRIMATES_Hominidae,8,Lineage1,18,,,,
296,Gorilla_gorilla_gorilla_KF914214.1,PRIMATES,Gorilla_gorilla,Hominidae,PRIMATES_Hominidae,8,Lineage1,18,,,,
297,Gorilla_beringei_MH177690.1,PRIMATES,Gorilla_beringei,Hominidae,PRIMATES_Hominidae,8,Lineage1,18,18,Hominidae+Hylobatidae,PRIMATES_Hominidae,27
298,Colobus_guereza_AY863427.1,PRIMATES,Colobus_guereza,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,18,Cercopithecidae,PRIMATES_Cercopithecidae,139
299,Piliocolobus_badius_NC_008219.1,PRIMATES,Piliocolobus_badius,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
300,Procolobus_verus_JF293092.1,PRIMATES,Procolobus_verus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
301,Trachypithecus_vetulus_HQ149049.1,PRIMATES,Trachypithecus_vetulus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
302,Semnopithecus_entellus_DQ355297.1,PRIMATES,Semnopithecus_entellus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
303,Trachypithecus_johnii_HQ149050.1,PRIMATES,Trachypithecus_johnii,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
304,Pygathrix_nigripes_JQ821840.1,PRIMATES,Pygathrix_nigripes,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
305,Pygathrix_cinerea_1_JQ821841.1,PRIMATES,Pygathrix_cinerea,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
306,Pygathrix_nemaeus_DQ355302.1,PRIMATES,Pygathrix_nemaeus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
307,Nasalis_concolor_JF293095.1,PRIMATES,Simias_concolor,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
308,Nasalis_larvatus_DQ355298.1,PRIMATES,Nasalis_larvatus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
309,Rhinopithecus_bieti_2_JQ821839.1,PRIMATES,Rhinopithecus_bieti,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
310,Rhinopithecus_strykeri_JQ821838.1,PRIMATES,Rhinopithecus_strykeri,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
311,Rhinopithecus_avunculus_HM125578.1,PRIMATES,Rhinopithecus_avunculus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
312,Rhinopithecus_roxellana_KM504390.1,PRIMATES,Rhinopithecus_roxellana,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
313,Rhinopithecus_brelichi_JQ821836.1,PRIMATES,Rhinopithecus_brelichi,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
314,Presbytis_melalophos_DQ355299.1,PRIMATES,Presbytis_melalophos,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
315,Presbytis_femoralis_femoralis_KU899140.1,PRIMATES,Presbytis_femoralis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
316,Presbytis_comata_comata_KY117600.1,PRIMATES,Presbytis_comata,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
317,Trachypithecus_pileatus_KF680163.1,PRIMATES,Trachypithecus_pileatus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
318,Trachypithecus_shortridgei_KP834334.1,PRIMATES,Trachypithecus_shortridgei,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
319,Trachypithecus_phayrei_crepuscula_KY425609.1,PRIMATES,Trachypithecus_phayrei,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
320,Trachypithecus_francoisi_KJ174502.1,PRIMATES,Trachypithecus_francoisi,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
321,Trachypithecus_hatinhensis_NC_019579.1,PRIMATES,Trachypithecus_hatinhensis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
322,Trachypithecus_poliocephalus_KY024473.1,PRIMATES,Trachypithecus_poliocephalus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
323,Trachypithecus_obscurus_AY863425.1,PRIMATES,Trachypithecus_obscurus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
324,Trachypithecus_cristatus_NC_023971.1,PRIMATES,Trachypithecus_cristatus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
325,Trachypithecus_germaini_HQ149047.1,PRIMATES,Trachypithecus_germaini,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
326,Trachypithecus_auratus_KY117596.1,PRIMATES,Trachypithecus_auratus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
327,Trachypithecus_mauritius_KY117597.1,PRIMATES,Trachypithecus_mauritius,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
328,Allenopithecus_nigroviridis_KJ434962.1,PRIMATES,Allenopithecus_nigroviridis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
329,Chlorocebus_sabaeus__JQ256913.1,PRIMATES,Chlorocebus_sabaeus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
330,Chlorocebus_djamdjamensis_KU682695.1,PRIMATES,Chlorocebus_djamdjamensis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
331,Chlorocebus_pygerythrus_KU682698.1,PRIMATES,Chlorocebus_pygerythrus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
332,Cercopithecus_aethiops_AY863426.1,PRIMATES,Chlorocebus_aethiops,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
333,Chlorocebus_tantalus_KU682699.1,PRIMATES,Chlorocebus_tantalus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
334,Chlorocebus_cynosuros_KU682693.1,PRIMATES,Chlorocebus_cynosuros,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
335,Cercopithecus_diana_KJ434958.1,PRIMATES,Cercopithecus_diana,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
