,Seq.Names,Order.FTL,Family.FTL,Tree.Tips,Clade.Sizes,Lineages,Sisters,Sister,Label,Tree.Tip,Clade.Size
748,Cobitis_sinensis_AY526868.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
749,Cobitis_granoei_KF908768.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
750,Niwaella_delicata_AP009308.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
751,Cobitis_striata_AB054125.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
752,Cobitis_matsubarai_NC_029441.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
753,Cobitis_biwae_NC_027663.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
754,Cobitis_takatsuensis_AP009306.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
755,Iksookimia_koreensis_KM676412.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
756,Cobitis_macrostigma_MK156771.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
757,Kichulchoia_multifasciata_KR075135.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
758,Kichulchoia_brevifasciata_MW092826.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
759,Iksookimia_yongdokensis_MN581868.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
760,Cobitis_hugowolfeldi_MN756662.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
761,Iksookimia_longicorpa_KM676413.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
762,Cobitis_hankugensis_MZ339224.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
763,Misgurnus_mohoity_KF386025.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
764,Cobitis_elongatoides_KF926686.1,Cypriniformes,Cobitidae,Cypriniformes_Cobitidae,230,,,,,,
765,Ellopostoma_mystax_NC_031642.1,Cypriniformes,Ellopostomatidae,Cypriniformes_Ellopostomatidae,2,,,,,,
766,Lefua_nikkonis_NC_027662.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
767,Lefua_echigonia_AB054126.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
768,Lefua_costata_KT943751.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
769,Oreonectes_furcocaudalis_KX778472.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
770,Triplophysa_scleroptera_KT213602.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
771,Triplophysa_labiata_KT192057.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
772,Triplophysa_rosa_JF268621.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
773,Barbatula_barbatula_KP715096.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
774,Barbatula_toni_MK900633.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
775,Triplophysa_ulacholica_KT259194.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
776,Triplophysa_xiangxiensis_KT751089.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
777,Tarimichthys_bombifrons_KR052018.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
778,Triplophysa_siluroides_KJ781206.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
779,Triplophysa_bleekeri_JX135578.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
780,Schistura_incerta_MK361215.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
781,Triplophysa_orientalis_KT213599.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
782,Triplophysa_stoliczkai_JQ663847.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
783,Triplophysa_stewarti_KT213605.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
784,Triplophysa_stenura_KT213604.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
785,Tuberoschistura_baenzigeri_NC_031641.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
786,Schistura_scaturigina_KU380330.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
787,Homatula_potanini_KP749475.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
788,Homatula_variegatus_JX144893.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
789,Homatula_laxiclathra_MK279351.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
790,Homatula_pycnolepis_MT783421.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
791,Triplophysa_dorsalis_KT241024.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
792,Schistura_longa_KT213583.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
793,Triplophysa_nujiangensa_KT213598.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
794,Triplophysa_cuneicephala_KY945352.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
795,Triplophysa_markehenensis_KT213594.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
796,Oreonectes_longibarbatus_MT361977.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
797,Schistura_fasciolata_KY404236.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
798,Triplophysa_robusta_KM396312.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
799,Triplophysa_dalaica_KY945353.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
800,Acanthocobitis_zonalternans_NC_033959.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
801,Acanthocobitis_botia_NC_033958.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
802,Triplophysa_pappenheimi_KT213600.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
803,Triplophysa_microps_KT213595.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
804,Triplophysa_hsutschouensis_KT213592.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
805,Triplophysa_nasobarbatula_MT361978.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
806,Triplophysa_wuweiensis_KT224365.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
807,Triplophysa_tibetana_KT224364.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
808,Triplophysa_venusta_KT008666.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
809,Triplophysa_moquensis_KT213597.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
810,Triplophysa_yarkandensis_KP050360.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
811,Triplophysa_aliensis_KT213584.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
812,Schistura_balteata_AB242172.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
813,Triplophysa_anterodorsalis_KJ739868.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
814,Triplophysa_tenuis_KT224363.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
815,Schistura_sikmaiensis_KY379151.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
816,Schistura_geisleri_NC_029437.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
817,Triplophysa_brevicauda_KT213588.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
818,Qinghaichthys_alticeps_KT213585.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
819,Triplophysa_leptosoma_KT213593.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
820,Triplophysa_strauchii_KP297875.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
821,Schistura_reticulofasciata_KY379150.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
822,Triplophysa_chondrostoma_KT213589.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
823,Paranemachilus_genilepis_MW532082.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
824,Triplophysa_lixianensis_KT966735.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
825,Triplophysa_sellaefer_KY851112.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
826,Micronemacheilus_cruciatus_NC_033960.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
827,Yunnanilus_jinxiensis_MG818720.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
828,Yunnanilus_pulcherrimus_MK387705.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
829,Yunnanilus_sichuanensis_MK181571.1,Cypriniformes,Nemacheilidae,Cypriniformes_Nemacheilidae,603,,,,,,
830,Barbucca_diabolica_NC_033954.1,Cypriniformes,Barbuccidae,Cypriniformes_Barbuccidae,2,,,,,,
831,Homalopteroides_smithi_NC_033957.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
832,Homaloptera_leonardi_AB242165.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
833,Sinogastromyzon_tonkinensis_KY352773.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
834,Lepturichthys_fimbriata_KJ830772.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
835,Jinshaia_sinensis_KJ739867.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
836,Jinshaia_abbreviata_KJ754936.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
837,Sinogastromyzon_sichangensis_KF711948.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
838,Metahomaloptera_omeiensis_KM077128.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
839,Sinogastromyzon_puliensis_FJ605359.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
840,Sinogastromyzon_hsiashiensis_KY352771.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
841,Sinogastromyzon_szechuanensis_MG554420.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
842,Sewellia_lineolata_AP011292.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
843,Beaufortia_kweichowensis_KY352767.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
844,Beaufortia_pingi_MW883950.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
845,Beaufortia_szechuanensis_KP716708.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
846,Erromyzon_sinensis_MH155188.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
847,Pseudogastromyzon_peristictus_MH285824.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
848,Pseudogastromyzon_myersi_MH285823.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
849,Pseudogastromyzon_fangi_MH644034.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
850,Pseudogastromyzon_cheni_MH285816.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
851,Pseudogastromyzon_lianjiangensis_MH285821.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
852,Pseudogastromyzon_changtingensis_tungpeiensis_MH271101.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
853,Pseudogastromyzon_fasciatus_KX101229.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
854,Pseudogastromyzon_laticeps_MH285820.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
855,Liniparhomaloptera_qiongzhongensis_MZ047229.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
856,Formosania_chenyiyui_MK135435.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
857,Vanmanenia_stenosoma_KX786161.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
858,Vanmanenia_hainanensis_MW289207.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
859,Vanmanenia_pingchowensis_KX463735.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
860,Formosania_lacustris_NC_001727.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
861,Homaloptera_ocellata_NC_033953.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
862,Plesiomyzon_baotingensis_KF732713.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
863,Homaloptera_confuzona_NC_033955.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
864,Vanmanenia_lineata_KY352774.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
865,Balitora_ludongensis_MT157616.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
866,Neohomaloptera_johorensis_NC_033952.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
867,Yaoshania_pachychilus_KT031050.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,,,,
868,Bhavania_australis_NC_029440.1,Cypriniformes,Balitoridae,Cypriniformes_Balitoridae,246,Lineage1,17,17,Balitoridae,Cypriniformes_Balitoridae,246
869,Serpenticobitis_octozona_NC_033956.1,Cypriniformes,Serpenticobitidae,Cypriniformes_Serpenticobitidae,3,Lineage2,17,17,Serpenticobitidae,Cypriniformes_Serpenticobitidae,3
870,Sternopygus_dariensis_MH605311.1,Gymnotiformes,Sternopygidae,Gymnotiformes_Sternopygidae,36,,,,,,
871,Apteronotus_albifrons_AB054132.1,Gymnotiformes,Apteronotidae,Gymnotiformes_Apteronotidae,88,,,,,,
872,Apteronotus_rostratus_MH399592.2,Gymnotiformes,Apteronotidae,Gymnotiformes_Apteronotidae,88,,,,,,
873,Electrophorus_electricus_AP011978.1,Gymnotiformes,Gymnotidae,Gymnotiformes_Gymnotidae,40,Lineage1,18,,,,
874,Gymnotus_sylvius_MN583179.1,Gymnotiformes,Gymnotidae,Gymnotiformes_Gymnotidae,40,Lineage1,18,,,,
875,Gymnotus_carapo_AP011979.1,Gymnotiformes,Gymnotidae,Gymnotiformes_Gymnotidae,40,Lineage1,18,18,Gymnotidae,Gymnotiformes_Gymnotidae,40
876,Brachyhypopomus_occidentalis_NC_015078.1,Gymnotiformes,Hypopomidae,Gymnotiformes_Hypopomidae,26,Lineage2,18,18,Hypopomidae+Rhamphichthyidae,Gymnotiformes_Hypopomidae,42
877,Distichodus_sexfasciatus_AB070242.1,Characiformes,Distichodontidae,Characiformes_Distichodontidae,99,Lineage1,19,19,Distichodontidae,Characiformes_Distichodontidae,99
878,Citharinus_congicus_AP011985.1,Characiformes,Citharinidae,Characiformes_Citharinidae,8,Lineage2,19,19,Citharinidae,Characiformes_Citharinidae,8
879,Crenuchus_spilurus_AP011986.1,Characiformes,Crenuchidae,Characiformes_Crenuchidae,84,,,,,,
880,Hoplias_malabaricus_MN583178.1,Characiformes,Erythrinidae,Characiformes_Erythrinidae,16,Lineage1,20,,,,
881,Hoplias_intermedius_KU523584.1,Characiformes,Erythrinidae,Characiformes_Erythrinidae,16,Lineage1,20,20,Erythrinidae,Characiformes_Erythrinidae,16
882,Lebiasina_astrigata_AP011995.1,Characiformes,Lebiasinidae,Characiformes_Lebiasinidae,75,Lineage2,20,20,Lebiasinidae+Ctenoluciidae,Characiformes_Lebiasinidae,82
883,Chalceus_macrolepidotus_AB054130.1,Characiformes,Chalceidae,Characiformes_Chalceidae,8,,,,,,
884,Hyphessobrycon_herbertaxelrodi_MT769327.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
885,Thayeria_boehlkei_MW366638.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
886,Moenkhausia_sanctaefilomenae_MW407181.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
887,Inpaichthys_kerri_MW342758.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
888,Nematobrycon_palmeri_MN861079.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
889,Astyanax_altiparanae_MT428072.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
890,Astyanax_lacustris_MT428067.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
891,Psalidodon_fasciatus_MT428071.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
892,Astyanax_mexicanus_AP011982.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
893,Astyanax_aeneus_BK013055.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
894,Psalidodon_rivularis_MT428069.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
895,Astyanax_paranae_KX609386.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
896,Oligosarcus_argenteus_MF805814.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
897,Paracheirodon_innesi_AP011999.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
898,Hemigrammus_bleheri_MK263671.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
899,Astyanax_giton_MF805815.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
900,Hyphessobrycon_megalopterus_MT185596.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
901,Moenkhausia_costae_MW366831.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
902,Hemigrammus_erythrozonus_MT484070.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
903,Gymnocorymbus_ternetzi_MZ363625.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
904,Pristella_maxillaris_MZ488446.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
905,Grundulus_bogotensis_KM677190.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
906,Hyphessobrycon_amandae_MT484069.1,Characiformes,Characidae,Characiformes_Characidae,1049,,,,,,
907,Salminus_brasiliensis_KM245047.1,Characiformes,Bryconidae,Characiformes_Bryconidae,48,Lineage1,21,,,,
908,Brycon_henni_KP027535.1,Characiformes,Bryconidae,Characiformes_Bryconidae,48,Lineage1,21,,,,
909,Brycon_orbignyanus_KM245044.1,Characiformes,Bryconidae,Characiformes_Bryconidae,48,Lineage1,21,,,,
910,Brycon_nattereri_MT428073.1,Characiformes,Bryconidae,Characiformes_Bryconidae,48,Lineage1,21,21,Bryconidae,Characiformes_Bryconidae,48
911,Carnegiella_strigata_AP011983.1,Characiformes,Gasteropelecidae,Characiformes_Gasteropelecidae,9,Lineage2,21,21,Gasteropelecidae+Triportheidae,Characiformes_Gasteropelecidae,32
912,Phenacogrammus_interruptus_AB054129.1,Characiformes,Alestidae,Characiformes_Alestidae,120,Lineage1,22,22,Alestidae,Characiformes_Alestidae,120
913,Hepsetus_odoe_AP011991.1,Characiformes,Hepsetidae,Characiformes_Hepsetidae,4,Lineage2,22,22,Hepsetidae,Characiformes_Hepsetidae,4
914,Apareiodon_affinis_AP011998.1,Characiformes,Parodontidae,Characiformes_Parodontidae,32,Lineage1,23,23,Parodontidae,Characiformes_Parodontidae,32
915,Chilodus_punctatus_AP011984.1,Characiformes,Chilodontidae,Characiformes_Chilodontidae,8,Lineage2,23,23,Chilodontidae,Characiformes_Chilodontidae,8
916,Hydrolycus_scomberoides_AP011989.1,Characiformes,Cynodontidae,Characiformes_Cynodontidae,8,,,,,,
917,Piaractus_mesopotamicus_KM245046.1,Characiformes,Serrasalmidae,Characiformes_Serrasalmidae,92,Lineage1,24,,,,
918,Piaractus_brachypomus_KJ993871.2,Characiformes,Serrasalmidae,Characiformes_Serrasalmidae,92,Lineage1,24,,,,
919,Myloplus_rubripinnis_MH358336.1,Characiformes,Serrasalmidae,Characiformes_Serrasalmidae,92,Lineage1,24,,,,
920,Metynnis_hypsauchen_MH358334.1,Characiformes,Serrasalmidae,Characiformes_Serrasalmidae,92,Lineage1,24,,,,
921,Myleus_cf._schomburgkii_MH358335.1,Characiformes,Serrasalmidae,Characiformes_Serrasalmidae,92,Lineage1,24,,,,
922,Pygocentrus_nattereri_AP012000.1,Characiformes,Serrasalmidae,Characiformes_Serrasalmidae,92,Lineage1,24,24,Serrasalmidae,Characiformes_Serrasalmidae,92
923,Hemiodopsis_gracilis_AP011990.1,Characiformes,Hemiodontidae,Characiformes_Hemiodontidae,31,Lineage2,24,24,Hemiodontidae,Characiformes_Hemiodontidae,31
924,Abramites_hypselonotus_MW541938.1,Characiformes,Anostomidae,Characiformes_Anostomidae,155,Lineage1,25,,,,
925,Leporinus_elongatus_KU980144.1,Characiformes,Anostomidae,Characiformes_Anostomidae,155,Lineage1,25,,,,
926,Leporinus_affinis_AP011994.1,Characiformes,Anostomidae,Characiformes_Anostomidae,155,Lineage1,25,,,,
927,Leporinus_piavussu_KM886569.1,Characiformes,Anostomidae,Characiformes_Anostomidae,155,Lineage1,25,25,Anostomidae,Characiformes_Anostomidae,155
928,Curimata_mivartii_KP025764.1,Characiformes,Curimatidae,Characiformes_Curimatidae,103,Lineage2,25,25,Curimatidae+Prochilodontidae,Characiformes_Curimatidae,124
929,Curimatopsis_evelynae_AP011988.1,Characiformes,Curimatidae,Characiformes_Curimatidae,103,Lineage2,25,,,,
930,Ichthyoelephas_longirostris_KP025763.1,Characiformes,Prochilodontidae,Characiformes_Prochilodontidae,21,Lineage2,25,,,,
931,Prochilodus_harttii_KY358756.1,Characiformes,Prochilodontidae,Characiformes_Prochilodontidae,21,Lineage2,25,,,,
932,Prochilodus_argenteus_KY358753.1,Characiformes,Prochilodontidae,Characiformes_Prochilodontidae,21,Lineage2,25,,,,
933,Prochilodus_lineatus_KY358755.1,Characiformes,Prochilodontidae,Characiformes_Prochilodontidae,21,Lineage2,25,,,,
934,Prochilodus_vimboides_KY296449.1,Characiformes,Prochilodontidae,Characiformes_Prochilodontidae,21,Lineage2,25,,,,
935,Prochilodus_costatus_KR014817.1,Characiformes,Prochilodontidae,Characiformes_Prochilodontidae,21,Lineage2,25,,,,
936,Trichomycterus_areolatus_AP012026.1,Siluriformes,Trichomycteridae,Siluriformes_Trichomycteridae,267,,,,,,
937,Corydoras_nattereri_KT239009.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,,,,
938,Corydoras_rabauti_NC_004698.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,,,,
939,Brochis_multiradiatus_MN641874.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,,,,
940,Corydoras_agassizii_MN641875.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,,,,
941,Corydoras_sterbai_MN096579.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,,,,
942,Corydoras_duplicareus_MK675098.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,,,,
943,Corydoras_panda_MN096581.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,,,,
944,Corydoras_arcuatus_MN096580.1,Siluriformes,Callichthyidae,Siluriformes_Callichthyidae,201,Lineage1,26,26,Callichthyidae,Siluriformes_Callichthyidae,201
945,Hypoptopoma_incognitum_KT033767.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,26,Loricariidae+Scoloplacidae,Siluriformes_Loricariidae,884
946,Sturisomatichthys_panamense_MK193857.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,,,,
947,Hypostomus_francisci_MK026008.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,,,,
948,Otocinclus_affinis_MT323116.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,,,,
949,Ancistrus_temminckii_MT528234.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,,,,
950,Pterygoplichthys_disjunctivus_AP012021.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,,,,
951,Pterygoplichthys_pardalis_MW401674.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,,,,
952,Hypostomus_ancistroides_MT066232.1,Siluriformes,Loricariidae,Siluriformes_Loricariidae,878,Lineage2,26,,,,
953,Diplomystes_nahuelbutaensis_AP012011.1,Siluriformes,Diplomystidae,Siluriformes_Diplomystidae,6,,,,,,
954,Helogenes_marmoratus_AP012014.1,Siluriformes,Cetopsidae,Siluriformes_Cetopsidae,42,,,,,,
955,Bunocephalus_coracoideus_AP012006.1,Siluriformes,Aspredinidae,Siluriformes_Aspredinidae,39,,,,,,
956,Amblydoras_gonzalezi_AP012001.1,Siluriformes,Doradidae,Siluriformes_Doradidae,94,Lineage1,27,,,,
957,Platydoras_armatulus_KM576101.1,Siluriformes,Doradidae,Siluriformes_Doradidae,94,Lineage1,27,27,Doradidae,Siluriformes_Doradidae,94
958,Centromochlus_perugiae_AP012024.1,Siluriformes,Auchenipteridae,Siluriformes_Auchenipteridae,110,Lineage2,27,27,Auchenipteridae,Siluriformes_Auchenipteridae,110
959,Ageneiosus_pardalis_KM983421.1,Siluriformes,Auchenipteridae,Siluriformes_Auchenipteridae,110,Lineage2,27,,,,
